Renew,Brand Loyalty,Location Code,Years after high school graduation,Gender,Marital Status,Education Level,Monthly Income,City,Years subscribed,Active online hours
Yes,0.021895016924347283,Rural,27.0,M,Married,Graduate School,5434.260122152587,Manchester,4.0,5.706317246859017
Yes,0.2944392931762928,Urban,51.0,M,Married,High School,3539.733909592261,Manchester,3.0,6.550616126371349
No,0.36746735109141293,Rural,22.0,M,Married,College,5202.962036832401,London,6.0,5.376105778182994
Yes,0.5359660153609973,Urban,48.0,M,Divorced,College,5099.6383297707525,New Castle,3.0,4.867343676070679
No,0.6402062711390202,Rural,42.0,F,Married,College,3647.873011044492,New Castle,8.0,3.9129875152372886
Yes,-0.48394488504093675,Urban,22.0,F,Married,High School,6260.554002961162,London,5.0,6.096762669958721
Yes,0.30807524758281785,Urban,49.0,M,Single,High School,4531.789736648845,Manchester,2.0,4.803438881011341
No,-0.014871884810698122,Rural,34.0,F,Married,High School,6191.363428559543,London,4.0,5.9874803304118025
No,0.5915262881692298,Rural,29.0,M,Single,High School,2620.5633434169426,Manchester,7.0,3.8897118946591895
No,-0.1256076737629286,Rural,33.0,M,Divorced,High School,4792.858134094925,London,3.0,5.312876127220048
No,0.39985206590163214,Rural,44.0,M,Married,High School,4185.159743417559,London,6.0,5.4575213475710935
Yes,-0.1384490568786357,Urban,41.0,F,Married,College,5656.223131206871,London,4.0,5.144597103278389
No,-0.034207563639900046,Rural,18.0,F,Divorced,High School,6621.585728925843,Manchester,4.0,6.854252471439179
Yes,0.020413053950421034,Urban,40.0,M,Single,College,5528.5336793623355,London,2.0,4.53302921994529
Yes,-0.17934094256753264,Rural,35.0,F,Single,High School,3656.8413736599377,Manchester,4.0,4.39525843173032
No,-0.17837769281234192,Suburban,27.0,M,Divorced,College,6719.0724278866355,,5.0,5.437178510758531
No,-0.7997422610587488,Rural,22.0,M,Married,High School,2644.553228830866,London,1.0,5.1385511576793865
No,0.4911095701342778,Rural,29.0,M,Married,Graduate School,6919.7494877942145,Manchester,3.0,6.7237742028161005
Yes,-0.07428068492121932,Urban,19.0,M,Divorced,College,3260.841931947336,Manchester,9.0,4.6196846308694655
Yes,0.19360820858742978,Suburban,47.0,M,Single,Graduate School,5135.518900314967,New Castle,,6.848545604482417
Yes,0.1377224073552658,Suburban,51.0,M,Divorced,,3508.169750174281,London,0.0,6.287795445326988
No,0.171618637239914,Rural,31.0,F,Married,College,4442.492932719495,London,3.0,3.0791613634555532
Yes,-0.23730505580922906,Rural,33.0,F,Married,College,4395.614015194639,Manchester,,5.662933411271299
No,0.0345473917520388,Rural,18.0,F,Married,High School,4262.649525593537,New Castle,4.0,
No,0.3336277534158248,Rural,29.0,F,Single,College,4839.302784011573,New Castle,6.0,5.409358526628251
No,-0.4505575661294579,,16.0,M,Divorced,College,3639.539358702306,London,4.0,2.917073988972327
Yes,0.27452328149467176,,25.0,F,Single,College,4292.99298366683,London,5.0,6.780877378397298
No,0.12193092292534041,Rural,16.0,M,Married,College,4866.117086218293,New Castle,4.0,3.223321248980149
Yes,-1.5,Urban,17.0,M,Married,Graduate School,5557.299735946908,London,6.0,6.508848967844239
No,-0.06177484799963677,Urban,27.0,F,Married,,4360.179094557292,New Castle,5.0,5.905041177007383
No,-0.031817028129365266,Rural,23.0,F,Married,College,6303.873516532283,New Castle,5.0,3.128400782287485
Yes,0.23724141350745404,Urban,31.0,F,Divorced,Graduate School,4554.709632989937,New Castle,5.0,7.406178219898932
No,0.4536277387432017,Urban,39.0,F,Divorced,Graduate School,4239.977726514344,London,1.0,
No,0.5444116290998641,Rural,24.0,M,Married,College,5703.952890158676,Manchester,5.0,5.148449208907389
No,0.40176782100843733,Rural,23.0,M,Divorced,College,4037.9983112686214,Manchester,8.0,6.2312213464504085
No,-0.11658844238690083,Urban,9.0,F,Married,College,4443.173378444232,New Castle,8.0,6.84759012021865
Yes,0.1732809358818424,Suburban,34.0,F,Divorced,Graduate School,2152.646483005653,London,4.0,5.132039706805723
No,0.46319351961651745,Suburban,18.0,F,Married,High School,3572.596789000108,Manchester,5.0,8.53891948598584
Yes,0.8799862157762302,Suburban,54.0,M,Married,College,4094.7254477951437,New Castle,3.0,2.683588990393491
No,-0.21509027225391567,Rural,26.0,F,Married,Graduate School,5330.89682133207,Manchester,4.0,6.826100810624062
Yes,-0.9947158099219269,Urban,19.0,F,Divorced,Graduate School,5478.104064314747,Manchester,8.0,3.7766928908288078
Yes,-0.39983519948901897,Urban,38.0,M,Divorced,College,2511.2425023357982,New Castle,4.0,5.386833709471938
Yes,-0.4076761455042226,Suburban,,M,Single,Graduate School,4381.78593827664,Manchester,5.0,4.4276576040747155
Yes,-0.45333832051417156,Urban,20.0,F,Divorced,,4379.523558307367,Manchester,5.0,6.162419759160157
No,0.3660859452620451,Urban,39.0,M,Married,Graduate School,5426.412740620729,New Castle,5.0,6.0266360258755345
Yes,0.7617303818415871,Urban,49.0,M,Divorced,College,3639.28952444489,London,2.0,6.172859592422741
Yes,-0.3513862172116655,Suburban,16.0,F,Divorced,High School,,Manchester,7.0,4.857995829153275
No,0.06275028200941185,Rural,6.0,F,Married,College,5467.947266092643,Manchester,7.0,
Yes,-0.12792546830839074,,33.0,F,Divorced,College,4145.177743177714,New Castle,4.0,7.609057507475134
No,0.2139308431932604,Urban,37.0,F,Married,High School,3847.7443762846697,London,4.0,7.08038572340565
Yes,0.17894972765873457,Urban,25.0,M,Divorced,High School,4752.036873053854,New Castle,6.0,7.437980309960199
Yes,-0.11279551436246485,Suburban,39.0,F,Divorced,High School,4163.670389985049,New Castle,6.0,5.354373074555532
Yes,1.1186422344241866,Suburban,52.0,M,Divorced,,3964.543183872378,Manchester,3.0,7.117068639995843
Yes,-1.0980074215218767,Suburban,19.0,M,Married,College,5004.302588744542,New Castle,8.0,7.1712854125019945
Yes,0.39194391494017566,Suburban,37.0,F,Divorced,Graduate School,3449.9099137596977,Manchester,5.0,5.105218887928089
No,0.3013497574977602,Rural,40.0,F,Married,High School,4372.022212514929,New Castle,2.0,6.5271176801918696
Yes,0.21011857581704657,Urban,52.0,F,Single,High School,4961.392701821758,Manchester,2.0,5.332128252064901
Yes,0.021480137962557544,Urban,35.0,F,Divorced,Graduate School,5967.664135584628,New Castle,4.0,3.0937846685707835
Yes,0.00929185298189139,Suburban,33.0,M,Divorced,Graduate School,5459.444287861067,New Castle,4.0,5.006302547213249
No,-0.21182017278748655,Rural,26.0,F,Married,High School,5257.248353167028,London,2.0,5.308072059971355
Yes,0.46175153222413046,Urban,46.0,F,Single,High School,5902.902897826424,London,,5.6255139454360155
Yes,-0.6622657850525399,Urban,25.0,F,Single,Graduate School,3808.5442117211455,New Castle,7.0,3.947602738817177
Yes,0.2297073240358014,Suburban,50.0,M,Married,Graduate School,4681.546375072881,New Castle,6.0,5.055989920423871
No,0.1135717474347338,Rural,31.0,F,Married,Graduate School,4578.801415740319,Manchester,3.0,7.158947477513307
No,0.5919615040023681,Rural,39.0,F,Single,Graduate School,4907.7493383497285,New Castle,4.0,4.994071624591109
No,0.12151868633867102,Rural,13.0,M,Divorced,Graduate School,4468.692379568091,,6.0,6.2077103631175135
Yes,-0.2123048473287687,Urban,18.0,M,Single,High School,2925.8353787317074,New Castle,6.0,5.193386361770417
Yes,,Urban,40.0,M,Divorced,Graduate School,4692.14150813172,London,5.0,6.360891269022309
Yes,0.9079200678474502,Suburban,35.0,F,Divorced,High School,4239.451735722136,Manchester,4.0,5.821106833947739
Yes,-0.6857021936392352,Suburban,22.0,M,Married,High School,5242.959397503049,New Castle,5.0,5.311907522885108
No,0.253303079226688,Suburban,31.0,F,Married,College,3347.5773466302303,London,2.0,5.425697627130924
Yes,0.13074092990064845,Urban,46.0,F,Divorced,Graduate School,4176.8227375179085,Manchester,4.0,5.724165451565917
No,0.7259973275940698,Urban,37.0,F,Single,High School,3735.124607321988,New Castle,5.0,4.255246545972196
Yes,-0.12094058498422909,Suburban,26.0,F,Divorced,Graduate School,1814.5968924774638,New Castle,5.0,5.257616352207689
Yes,-0.0016899301896843855,Urban,43.0,M,Divorced,College,5967.20905097581,Manchester,3.0,5.018199136056022
Yes,0.36183432545056177,Suburban,28.0,F,Divorced,Graduate School,3549.851264833586,Manchester,4.0,6.1266324757456845
Yes,-0.05639217477568745,Urban,34.0,M,Married,High School,4483.802506830747,Manchester,4.0,6.427834512487438
No,-0.2340156113236649,Rural,23.0,F,Divorced,Graduate School,2594.651571355578,New Castle,5.0,6.899087181765651
Yes,-0.5884964799490419,Urban,23.0,M,Divorced,College,5775.076541403402,New Castle,5.0,5.859426598011614
No,0.33652401357031014,Rural,27.0,M,Married,College,5511.342970369749,London,6.0,4.593367786911069
No,0.1154660855576839,Urban,32.0,F,Married,College,5140.347000531537,New Castle,5.0,2.8478169001908027
No,0.6885667642595116,Rural,30.0,F,Married,College,5343.668221009678,Manchester,4.0,4.6329193765029935
Yes,0.3825731033536368,Urban,44.0,M,Divorced,College,3529.769976256053,New Castle,3.0,3.5509353747024983
No,0.16868938743049133,Suburban,26.0,M,Married,College,4294.2088258701615,London,3.0,6.227764982372408
Yes,0.5631855246498457,Urban,40.0,F,Divorced,High School,6167.412188260181,London,3.0,5.335594015787163
No,-0.23192684945287875,Rural,28.0,M,Married,Graduate School,1993.0582105832818,New Castle,5.0,4.345295287549119
No,-0.30441985927398885,Suburban,33.0,M,Married,College,3823.997990810853,New Castle,2.0,4.383752754397048
Yes,-0.30149333127703687,Suburban,16.0,M,Single,Graduate School,2799.0788470605507,Manchester,8.0,7.996109389061271
No,-0.30496296345518026,Urban,18.0,M,Single,College,3673.183956504372,New Castle,5.0,4.8381714725350875
Yes,-0.18205568483674253,Urban,35.0,F,Divorced,College,8333.333333333336,Manchester,5.0,4.263040685164558
Yes,-0.5213010844975389,Suburban,23.0,F,Married,High School,4472.896416606282,Manchester,5.0,6.3979953136224
No,0.22134037464705297,Rural,37.0,M,Married,High School,,London,5.0,4.80750300845877
No,0.4417148678968059,Suburban,28.0,F,Single,High School,3998.5512893661285,Manchester,4.0,6.247770900219567
Yes,-0.48427570311406576,Urban,25.0,F,Single,College,4446.242403669079,Manchester,6.0,4.443174842624881
No,0.1860160719372952,Rural,22.0,M,Married,High School,4656.288844922925,London,3.0,4.6678645397282885
Yes,0.055136682532013176,Urban,42.0,M,Divorced,High School,,New Castle,3.0,5.23615526622048
Yes,0.2743166316387701,Urban,43.0,F,Married,Graduate School,6309.241973037776,London,4.0,5.960235637437982
No,0.21180720023116356,Rural,,F,Married,College,6106.290274785278,London,5.0,6.019158727524147
Yes,-0.17824785533256815,Suburban,30.0,M,Divorced,Graduate School,4880.125755492022,Manchester,2.0,4.465681438792245
No,-0.7770290262491659,Urban,15.0,M,Married,College,6005.108929304633,London,3.0,6.196303131388426
No,-0.40229763097811994,Rural,30.0,M,Married,College,5273.860578951323,London,4.0,3.457120670226348
No,0.10917704720743548,Rural,30.0,F,Married,Graduate School,3411.662106138278,London,5.0,7.436272792561463
Yes,0.019530332110268056,Urban,32.0,M,Divorced,Graduate School,4218.1907355108715,London,6.0,7.944226453183494
Yes,-0.2900785291633051,Rural,26.0,M,Divorced,High School,5593.83943130845,Manchester,3.0,4.551107141478984
Yes,0.4234339319338277,Rural,39.0,M,Divorced,College,5726.433754300887,New Castle,5.0,5.0734681499998615
Yes,0.4844480372529809,Rural,41.0,F,Divorced,College,5190.6322516065675,New Castle,3.0,5.70241154690758
No,0.43302044134896356,Urban,36.0,M,Single,High School,3998.6558920653956,New Castle,2.0,5.751802794193604
Yes,0.2277676992848266,Urban,31.0,M,Divorced,College,3688.604306271739,New Castle,3.0,6.692822026638577
Yes,0.08946937968634563,Urban,48.0,F,Divorced,High School,3567.0599103002482,London,3.0,6.131434710748418
Yes,-0.7313446408866487,Suburban,28.0,M,Divorced,Graduate School,6826.623965323497,New Castle,5.0,5.363272038921702
Yes,0.20280036896772807,Urban,38.0,F,Divorced,College,3470.534770343961,Manchester,2.0,6.341268053490247
Yes,0.49122629617949387,Rural,38.0,F,Single,College,4880.1790788122435,London,5.0,6.203493479531864
Yes,0.030799713448519478,Rural,31.0,M,Married,Graduate School,6427.297368118601,London,6.0,6.523096714764686
Yes,-0.22042905091725112,Urban,19.0,M,Single,High School,3948.45359656675,New Castle,4.0,4.813728629359163
No,0.5255623743808763,Urban,45.0,F,Married,Graduate School,5884.453883284681,Manchester,5.0,4.5754367813733525
No,-0.17811747905768047,Rural,25.0,F,Married,Graduate School,4904.991179299993,London,6.0,4.420323163389412
No,0.3578074395233542,Suburban,25.0,F,Single,College,4345.767719897759,New Castle,5.0,6.881839594211659
Yes,0.25260236370096323,Urban,35.0,M,Married,Graduate School,2664.2863994963927,London,5.0,4.505345428008293
No,-0.08496232487214983,Rural,33.0,F,Married,College,5080.720426631392,Manchester,5.0,7.005891754828427
Yes,-0.5979517173812972,Suburban,34.0,M,Married,College,4309.191810788112,Manchester,6.0,3.495998912843039
Yes,0.06437825729168761,Urban,32.0,M,Single,Graduate School,5555.096321037775,London,5.0,5.4017058014336286
No,0.5498357087166692,Suburban,41.0,M,Divorced,Graduate School,4676.82076560295,Manchester,3.0,4.63110808135208
No,,Suburban,36.0,F,Married,Graduate School,5600.3136502700345,London,5.0,6.294507671079968
Yes,-0.15090555820807225,Urban,28.0,M,Divorced,College,3654.3411959371924,Manchester,4.0,8.665674640051536
Yes,0.10042533500005121,Suburban,28.0,M,Divorced,College,3801.9418939919137,New Castle,5.0,5.767675823913695
Yes,-0.6655558201206159,Urban,27.0,M,Divorced,College,3965.458936925147,London,6.0,5.4530154279674905
No,0.5053302671063197,Rural,26.0,M,Divorced,Graduate School,5381.638410762878,New Castle,4.0,4.860936466691241
Yes,0.4831358929857026,Urban,43.0,F,Divorced,Graduate School,5538.719212994894,New Castle,3.0,5.479790430458785
No,-0.23239117613393284,Rural,34.0,F,Married,Graduate School,4500.503351385105,Manchester,4.0,4.287311958049813
,0.31949496521458226,Urban,30.0,M,Single,Graduate School,,Manchester,3.0,3.856852610354702
No,-0.03281236837955341,Rural,17.0,M,Divorced,Graduate School,5556.28390801911,Manchester,4.0,3.9668365576869875
Yes,0.17184687774447316,Suburban,46.0,F,Single,High School,6105.751444645508,New Castle,5.0,8.757508363262858
Yes,0.18799533006124908,Suburban,40.0,F,Single,Graduate School,4260.641929346316,Manchester,4.0,5.211466575751872
Yes,-0.22290511230550475,Urban,,M,Divorced,College,5137.464442305074,New Castle,5.0,6.001212857971285
No,-0.5341309377434772,Rural,22.0,M,Married,Graduate School,4952.359864761784,Manchester,3.0,6.130881232265382
Yes,0.08502353174142072,Urban,40.0,F,Divorced,High School,3174.815201524788,Manchester,4.0,
Yes,0.1366751039951578,Urban,44.0,F,Divorced,Graduate School,3167.460828963734,Manchester,4.0,4.944680144142489
No,0.15323400435935886,Rural,48.0,M,Single,High School,5360.195499457883,New Castle,3.0,5.271398056306093
Yes,1.0293080451792944,Suburban,51.0,F,Divorced,Graduate School,2502.3795375185427,New Castle,3.0,5.957199675147211
Yes,0.4982832158044529,Urban,46.0,M,Single,College,5086.535164083576,Manchester,3.0,6.880293136299524
Yes,-0.843005683927465,Suburban,32.0,M,Single,College,4305.130474125309,Manchester,5.0,4.367349624564048
No,0.32914034507369055,Suburban,29.0,F,Married,College,4502.4791735401595,Manchester,4.0,6.503324614342256
No,0.018508478473898166,Suburban,32.0,M,Single,College,4147.757333121076,Manchester,6.0,4.844889566161527
No,0.22768149071148247,Suburban,31.0,F,Married,Graduate School,3808.935595401789,London,4.0,7.3471979514259615
Yes,0.2043330146590348,Urban,43.0,F,Single,Graduate School,4547.172229381723,Manchester,5.0,6.152844736709744
Yes,-0.020302986136909368,Suburban,54.0,F,Single,College,3133.651674823771,Manchester,3.0,5.450805801572349
No,0.2096175358362543,Suburban,29.0,F,Single,Graduate School,5006.051249457827,London,4.0,5.970683635356052
Yes,-0.26077552664975245,Urban,29.0,M,Divorced,High School,3425.7675300449964,London,5.0,4.2599900748037784
,0.2592641641056068,Suburban,27.0,F,Single,High School,6249.121056532435,Manchester,6.0,4.250881888569069
No,-0.09497694949616942,Urban,38.0,M,Married,Graduate School,3957.756278869161,London,2.0,5.855979805760869
No,0.013138609924432443,Urban,32.0,M,Married,College,7348.485059276624,Manchester,2.0,5.532382263282919
Yes,-0.3068232723392812,Urban,31.0,M,Divorced,Graduate School,4517.340645620091,Manchester,5.0,5.776638455038348
Yes,0.28065144163034267,Suburban,34.0,M,Single,College,3129.5453924790904,New Castle,3.0,4.316939485807378
Yes,0.254440473192229,Urban,41.0,F,Single,High School,5266.768210186675,London,4.0,6.94339502122222
No,0.2963650249148872,Rural,30.0,F,Single,High School,4489.96949570596,London,6.0,7.368417996840052
Yes,-0.039656754654894,Suburban,37.0,F,Single,College,4616.247059783168,New Castle,4.0,2.80533360225614
Yes,0.23640797204741443,Rural,35.0,M,Single,Graduate School,4121.003429270009,London,5.0,7.26945263188086
Yes,-0.31326685274462923,Urban,41.0,F,Divorced,High School,4603.726470785944,New Castle,1.0,5.627995918377774
Yes,-0.2747430805115254,Suburban,29.0,F,Single,Graduate School,4659.586013080072,London,6.0,4.74167962289633
Yes,0.7247809768897965,Urban,51.0,F,Divorced,College,4872.115924036463,New Castle,1.0,3.4814179940610788
No,-0.1109568307483595,Rural,27.0,F,Married,College,5227.396665352674,New Castle,1.0,5.312157278504401
Yes,0.8684014435104421,Rural,53.0,F,Married,Graduate School,3457.8565967872955,London,2.0,2.97050174201934
No,-0.22433430503114304,Suburban,31.0,M,Divorced,Graduate School,3886.9230748319223,London,3.0,6.346178047978643
Yes,-0.630014415220233,Urban,25.0,,,Graduate School,4643.49861922163,London,7.0,6.235751989746877
Yes,-0.13583778891823203,Suburban,40.0,F,Married,High School,5914.24951660858,London,4.0,4.199455116624572
No,0.8170640734954493,Rural,40.0,M,Married,College,,New Castle,4.0,3.920002066912941
Yes,-0.177013981825102,Urban,40.0,,Divorced,Graduate School,5122.942012356644,,4.0,5.70993737242752
Yes,-0.5189025314601659,Urban,21.0,F,Married,College,3508.711302917206,London,5.0,3.626714784333817
No,0.36147620780585876,Rural,32.0,F,Married,College,4739.41835325798,Manchester,4.0,5.799952523937014
