age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
36.0,technician,married,secondary,no,480,no,no,cellular,20,oct,213.0,1,-1,0,unknown,yes
65.0,retired,married,secondary,no,571,yes,no,cellular,20,oct,349.0,1,183,2,success,yes
54.0,technician,married,secondary,no,3994,no,yes,cellular,20,oct,595.0,2,187,2,success,yes
46.0,admin.,single,secondary,no,1693,yes,no,cellular,20,oct,,1,-1,0,unknown,yes
28.0,management,single,tertiary,no,80,no,no,cellular,20,oct,676.0,2,146,2,failure,yes
61.0,management,married,tertiary,no,267,no,no,cellular,21,oct,192.0,3,184,1,success,yes
53.0,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828.0,1,189,1,failure,yes
27.0,student,single,tertiary,no,1134,no,no,cellular,21,oct,825.0,1,183,4,success,yes
55.0,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,,2,184,1,success,yes
33.0,management,single,tertiary,no,6807,no,no,,21,oct,512.0,2,184,1,success,yes
87.0,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749.0,1,-1,0,unknown,yes
57.0,management,married,tertiary,no,375,no,no,cellular,21,oct,135.0,1,-1,0,unknown,yes
33.0,self-employed,single,tertiary,no,658,yes,no,cellular,21,oct,307.0,1,208,1,success,yes
51.0,technician,married,secondary,no,371,yes,yes,cellular,21,oct,,1,-1,0,unknown,yes
76.0,retired,divorced,primary,no,2693,no,no,cellular,21,oct,107.0,2,-1,0,unknown,yes
19.0,student,single,secondary,no,329,no,no,cellular,22,oct,,2,-1,0,unknown,yes
33.0,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249.0,2,335,2,failure,yes
55.0,management,divorced,tertiary,no,0,no,no,cellular,22,oct,360.0,5,-1,0,unknown,yes
31.0,blue-collar,single,unknown,no,6281,no,no,cellular,22,oct,257.0,1,128,3,other,yes
92.0,retired,married,unknown,no,775,no,no,,22,oct,313.0,3,-1,0,unknown,yes
30.0,technician,single,tertiary,no,411,no,no,cellular,22,oct,127.0,3,149,2,failure,yes
68.0,retired,single,tertiary,no,2144,no,no,cellular,22,oct,277.0,1,184,2,success,yes
41.0,technician,single,tertiary,no,431,no,no,cellular,22,oct,133.0,1,107,2,success,yes
29.0,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247.0,1,184,3,success,yes
27.0,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,,1,183,2,success,yes
78.0,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002.0,4,-1,0,unknown,yes
82.0,retired,married,primary,no,8603,no,no,cellular,22,oct,306.0,3,107,1,success,yes
29.0,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260.0,2,139,1,other,yes
,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344.0,1,183,1,success,yes
38.0,management,married,tertiary,no,4174,no,no,cellular,23,oct,336.0,2,184,5,failure,yes
60.0,technician,married,secondary,no,10925,no,no,cellular,23,oct,270.0,3,185,1,success,yes
33.0,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130.0,1,161,1,failure,yes
43.0,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210.0,1,-1,0,unknown,yes
61.0,retired,married,secondary,no,86,no,no,cellular,23,oct,149.0,1,-1,0,unknown,yes
43.0,technician,single,unknown,no,11115,no,no,cellular,23,oct,476.0,1,74,2,success,yes
57.0,management,married,primary,no,6900,no,no,cellular,23,oct,255.0,4,185,2,failure,yes
33.0,management,married,tertiary,no,5878,no,no,,23,oct,438.0,1,430,2,failure,yes
77.0,management,married,unknown,no,1780,yes,no,cellular,23,oct,221.0,2,183,3,success,yes
35.0,technician,single,secondary,no,183,no,no,,23,oct,281.0,1,52,4,failure,yes
59.0,retired,married,primary,no,3648,no,no,telephone,23,oct,257.0,2,126,3,success,yes
76.0,retired,married,secondary,no,4112,no,no,telephone,23,oct,282.0,2,-1,0,unknown,yes
73.0,retired,married,primary,no,542,no,no,cellular,26,oct,355.0,1,180,5,failure,yes
81.0,retired,married,primary,no,243,no,no,cellular,27,oct,131.0,1,-1,0,unknown,yes
41.0,unknown,single,unknown,no,942,no,no,cellular,27,oct,143.0,1,188,1,success,yes
57.0,technician,married,secondary,no,254,no,no,cellular,27,oct,207.0,1,-1,0,unknown,yes
28.0,technician,single,unknown,no,0,yes,no,cellular,27,oct,96.0,1,267,1,failure,yes
38.0,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297.0,1,75,3,failure,yes
52.0,services,married,secondary,no,992,yes,no,cellular,27,oct,424.0,1,515,1,failure,yes
22.0,student,single,secondary,no,23,no,no,cellular,27,oct,137.0,1,-1,0,unknown,yes
53.0,unknown,married,primary,no,732,no,no,cellular,27,oct,759.0,2,-1,0,unknown,yes
60.0,admin.,married,unknown,no,4629,yes,no,cellular,27,oct,624.0,1,-1,0,unknown,yes
56.0,management,married,secondary,no,0,no,no,cellular,27,oct,298.0,1,111,8,other,yes
38.0,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255.0,3,148,1,success,yes
44.0,management,single,tertiary,no,5063,no,no,cellular,27,oct,418.0,2,-1,0,unknown,yes
69.0,retired,divorced,secondary,no,4572,no,no,,27,oct,146.0,2,56,1,other,yes
36.0,student,single,tertiary,no,129,no,no,cellular,27,oct,149.0,1,-1,0,unknown,yes
75.0,self-employed,married,unknown,no,4984,no,no,,28,oct,509.0,1,-1,0,unknown,yes
65.0,retired,married,primary,no,1004,no,no,,28,oct,371.0,1,-1,0,unknown,yes
64.0,retired,married,secondary,no,4787,no,no,cellular,28,oct,501.0,1,-1,0,unknown,yes
30.0,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524.0,3,272,1,failure,yes
57.0,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207.0,1,194,1,success,yes
31.0,management,married,tertiary,no,81,yes,no,cellular,29,oct,164.0,2,-1,0,unknown,yes
36.0,management,married,tertiary,no,203,no,no,cellular,29,oct,139.0,1,-1,0,unknown,yes
64.0,management,married,tertiary,no,3951,no,no,,29,oct,164.0,1,-1,0,unknown,yes
54.0,technician,married,unknown,no,240,yes,no,cellular,29,oct,142.0,1,-1,0,unknown,yes
26.0,admin.,single,secondary,no,338,no,no,cellular,29,oct,,1,188,2,unknown,yes
51.0,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707.0,2,-1,0,unknown,yes
72.0,retired,married,secondary,no,0,no,no,cellular,29,oct,189.0,3,-1,0,unknown,yes
30.0,management,married,tertiary,no,944,no,no,cellular,29,oct,251.0,2,-1,0,unknown,yes
60.0,blue-collar,married,primary,no,5,no,no,cellular,29,oct,401.0,1,-1,0,unknown,yes
30.0,management,single,tertiary,no,697,no,no,cellular,29,oct,215.0,3,80,5,success,yes
66.0,retired,married,tertiary,no,1948,no,no,,29,oct,106.0,2,269,2,failure,yes
50.0,technician,married,secondary,no,3654,no,no,cellular,29,oct,,2,78,2,other,yes
47.0,management,single,tertiary,no,551,no,no,cellular,29,oct,124.0,1,-1,0,unknown,yes
80.0,retired,married,primary,no,997,no,no,,29,oct,,2,86,1,other,yes
61.0,management,married,tertiary,no,477,yes,no,cellular,29,oct,377.0,1,520,1,other,yes
47.0,management,married,tertiary,no,3663,no,no,,29,oct,,2,213,3,success,yes
30.0,technician,single,secondary,no,853,no,no,cellular,29,oct,279.0,1,148,1,failure,yes
21.0,student,single,primary,no,8278,no,no,cellular,29,oct,445.0,1,-1,0,unknown,yes
62.0,management,married,tertiary,no,7458,no,no,cellular,30,oct,212.0,2,-1,0,unknown,yes
26.0,technician,single,secondary,no,44,no,no,cellular,30,oct,217.0,1,-1,0,unknown,yes
36.0,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,640.0,1,-1,0,unknown,yes
87.0,retired,married,primary,no,230,no,no,cellular,30,oct,144.0,1,-1,0,unknown,yes
61.0,retired,married,primary,no,8729,no,no,cellular,30,oct,480.0,1,-1,0,unknown,yes
70.0,retired,married,secondary,no,2384,no,no,cellular,30,oct,196.0,2,-1,0,unknown,yes
60.0,management,married,tertiary,no,3401,no,no,cellular,30,oct,294.0,1,270,1,failure,yes
41.0,services,married,tertiary,no,881,no,no,cellular,30,oct,257.0,3,-1,0,unknown,yes
22.0,student,single,secondary,no,1522,no,no,cellular,30,oct,368.0,2,-1,0,unknown,yes
60.0,retired,divorced,secondary,no,4243,no,no,cellular,30,oct,416.0,2,-1,0,unknown,yes
54.0,technician,married,secondary,no,473,no,yes,cellular,2,nov,182.0,1,81,1,failure,yes
35.0,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188.0,1,186,1,success,yes
59.0,management,married,secondary,no,4412,no,no,cellular,2,nov,162.0,2,-1,0,unknown,yes
29.0,student,single,unknown,no,10332,no,no,cellular,2,nov,46.0,3,-1,0,unknown,yes
48.0,management,married,secondary,no,0,yes,yes,,3,nov,1233.0,1,351,2,failure,yes
37.0,management,married,tertiary,no,238,no,no,cellular,3,nov,149.0,1,-1,0,unknown,yes
36.0,management,single,tertiary,no,62,yes,no,cellular,3,nov,566.0,1,182,7,failure,yes
52.0,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412.0,1,-1,0,unknown,yes
67.0,retired,divorced,secondary,no,704,no,no,,3,nov,537.0,1,-1,0,unknown,yes
36.0,self-employed,married,tertiary,no,506,no,no,,3,nov,217.0,1,70,2,failure,yes
64.0,management,married,unknown,no,2352,no,no,cellular,3,nov,181.0,4,183,7,success,yes
29.0,technician,single,secondary,no,938,no,no,cellular,3,nov,358.0,1,-1,0,unknown,yes
27.0,management,single,tertiary,no,1720,no,no,cellular,3,nov,284.0,2,273,1,failure,yes
76.0,retired,married,primary,no,1492,no,no,telephone,3,nov,383.0,1,-1,0,unknown,yes
34.0,management,married,tertiary,no,1778,no,no,cellular,4,nov,358.0,1,162,2,failure,yes
54.0,technician,married,secondary,no,0,no,no,,6,nov,464.0,5,192,8,other,yes
67.0,retired,married,primary,no,942,no,no,cellular,6,nov,455.0,2,84,2,other,yes
24.0,technician,married,secondary,no,556,yes,no,cellular,6,nov,368.0,2,80,2,success,yes
53.0,admin.,married,secondary,no,10541,no,no,cellular,9,nov,,1,-1,0,unknown,yes
33.0,student,married,secondary,no,1536,no,no,cellular,9,nov,262.0,1,94,2,success,yes
24.0,student,single,tertiary,no,235,no,no,cellular,9,nov,118.0,1,-1,0,unknown,yes
32.0,management,single,tertiary,no,935,no,no,cellular,9,nov,165.0,1,91,7,success,yes
60.0,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98.0,1,91,2,failure,yes
64.0,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201.0,1,-1,0,unknown,yes
35.0,management,single,tertiary,no,1228,no,no,cellular,9,nov,,2,88,12,failure,yes
24.0,student,single,secondary,no,125,no,no,cellular,9,nov,263.0,1,90,1,failure,yes
42.0,management,married,tertiary,no,2816,no,no,cellular,10,nov,193.0,2,-1,0,unknown,yes
40.0,management,married,tertiary,no,0,no,no,cellular,10,nov,147.0,1,96,8,success,yes
33.0,management,married,tertiary,no,22867,yes,no,cellular,10,nov,266.0,2,92,3,failure,yes
71.0,housemaid,divorced,primary,no,1311,no,no,,10,nov,301.0,2,91,1,success,yes
52.0,unemployed,married,secondary,no,94,no,no,cellular,10,nov,293.0,3,190,10,failure,yes
47.0,admin.,married,secondary,no,0,no,no,,10,nov,213.0,1,190,1,other,yes
49.0,management,married,primary,no,3371,no,no,cellular,11,nov,269.0,2,-1,0,unknown,yes
26.0,management,single,tertiary,no,943,no,no,cellular,11,nov,166.0,1,195,1,success,yes
40.0,management,married,tertiary,no,9366,no,no,cellular,11,nov,69.0,3,-1,0,unknown,yes
32.0,technician,single,tertiary,no,6746,no,no,cellular,11,nov,199.0,1,-1,0,unknown,yes
33.0,services,married,secondary,no,1076,no,no,,11,nov,131.0,1,96,5,failure,yes
35.0,management,married,tertiary,no,0,yes,no,cellular,11,nov,229.0,2,96,3,success,yes
53.0,management,married,tertiary,no,1624,no,no,cellular,11,nov,166.0,3,97,7,success,yes
20.0,student,single,unknown,no,801,no,no,cellular,11,nov,244.0,2,-1,0,unknown,yes
44.0,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,nov,172.0,1,91,5,success,yes
21.0,student,single,secondary,no,123,no,no,telephone,11,nov,513.0,1,91,1,success,yes
36.0,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,,1,378,1,success,yes
31.0,management,single,tertiary,no,533,no,no,cellular,12,nov,90.0,3,93,6,success,yes
42.0,technician,married,secondary,no,994,yes,no,cellular,12,nov,227.0,3,93,6,success,yes
33.0,services,married,secondary,no,386,no,no,cellular,12,nov,253.0,1,92,4,failure,yes
29.0,management,single,tertiary,no,1026,no,no,cellular,12,nov,226.0,1,92,1,other,yes
30.0,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110.0,1,279,1,failure,yes
32.0,management,married,tertiary,no,1331,no,no,cellular,12,nov,126.0,1,92,5,failure,yes
54.0,unknown,married,secondary,no,2206,no,no,cellular,12,nov,,1,99,2,other,yes
82.0,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226.0,1,-1,0,unknown,yes
47.0,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89.0,1,97,3,success,yes
48.0,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169.0,1,196,2,success,yes
77.0,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134.0,1,-1,0,unknown,yes
38.0,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893.0,7,-1,0,unknown,yes
27.0,student,single,tertiary,no,5291,no,no,cellular,12,nov,192.0,2,92,2,failure,yes
43.0,services,single,secondary,no,3403,yes,no,cellular,12,nov,707.0,2,97,2,success,yes
33.0,technician,married,secondary,no,133,no,no,,12,nov,627.0,2,192,1,success,yes
27.0,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411.0,4,192,1,other,yes
76.0,retired,married,primary,no,3324,no,no,cellular,13,nov,122.0,1,92,3,success,yes
81.0,retired,married,primary,no,5220,no,no,,13,nov,135.0,1,94,2,other,yes
71.0,retired,married,primary,no,2600,no,no,cellular,13,nov,186.0,2,98,1,success,yes
39.0,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226.0,1,94,4,success,yes
18.0,student,single,primary,no,608,no,no,cellular,13,nov,210.0,1,93,1,success,yes
58.0,services,divorced,secondary,no,462,no,no,cellular,13,nov,495.0,1,93,1,success,yes
44.0,technician,divorced,secondary,no,14,no,no,cellular,13,nov,,1,92,1,success,yes
67.0,retired,married,secondary,no,1146,no,no,cellular,13,nov,259.0,1,92,2,failure,yes
31.0,services,single,secondary,no,181,no,no,cellular,13,nov,239.0,2,93,2,success,yes
61.0,retired,married,secondary,no,3114,no,no,cellular,13,nov,381.0,1,-1,0,unknown,yes
36.0,technician,single,secondary,no,376,no,no,cellular,13,nov,193.0,1,92,1,success,yes
56.0,retired,married,primary,no,9367,no,no,telephone,13,nov,271.0,2,92,4,success,yes
24.0,student,single,secondary,no,382,no,no,cellular,13,nov,256.0,2,92,3,failure,yes
33.0,admin.,married,secondary,no,920,no,no,,16,nov,130.0,1,95,2,failure,yes
34.0,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295.0,1,200,2,success,yes
58.0,admin.,married,secondary,no,169,no,no,cellular,16,nov,301.0,1,94,3,failure,yes
64.0,retired,married,unknown,no,679,no,no,telephone,16,nov,167.0,1,-1,0,unknown,yes
27.0,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183.0,1,94,1,success,yes
63.0,management,married,tertiary,no,3115,no,no,cellular,16,nov,432.0,5,-1,0,unknown,yes
23.0,student,single,secondary,no,1234,no,no,cellular,16,nov,,1,-1,0,unknown,yes
37.0,technician,single,tertiary,no,197,no,no,cellular,16,nov,175.0,1,200,1,success,yes
43.0,management,married,tertiary,no,3186,no,no,cellular,16,nov,380.0,1,88,1,failure,yes
35.0,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445.0,2,95,1,failure,yes
33.0,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984.0,5,-1,0,unknown,yes
75.0,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248.0,2,94,2,failure,yes
40.0,admin.,married,tertiary,no,764,yes,no,,17,nov,85.0,1,-1,0,unknown,yes
52.0,management,married,tertiary,no,583,no,no,cellular,17,nov,209.0,1,91,2,failure,yes
55.0,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,,2,91,1,success,yes
71.0,retired,married,secondary,no,5715,no,no,cellular,17,nov,747.0,2,-1,0,unknown,yes
78.0,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135.0,1,-1,0,unknown,yes
35.0,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393.0,4,201,17,other,yes
52.0,technician,married,secondary,no,234,no,no,cellular,17,nov,255.0,1,-1,0,unknown,yes
31.0,management,single,tertiary,no,9421,no,no,cellular,25,nov,372.0,1,-1,0,unknown,yes
31.0,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234.0,1,-1,0,unknown,yes
38.0,management,married,unknown,no,3576,no,no,cellular,25,nov,349.0,2,183,1,success,yes
28.0,student,single,secondary,no,1925,no,no,cellular,25,nov,487.0,1,97,2,failure,yes
72.0,retired,married,secondary,no,1129,no,no,cellular,25,nov,208.0,1,91,1,success,yes
29.0,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414.0,1,184,1,failure,yes
46.0,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541.0,1,-1,0,unknown,yes
53.0,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160.0,1,-1,0,unknown,yes
58.0,technician,married,secondary,no,3399,no,no,telephone,30,nov,,2,188,8,success,yes
22.0,student,single,tertiary,no,691,no,no,cellular,30,nov,260.0,5,103,1,success,yes
28.0,admin.,married,secondary,no,330,no,no,cellular,2,dec,357.0,1,188,3,other,yes
31.0,technician,married,secondary,no,318,no,no,cellular,2,dec,310.0,1,-1,0,unknown,yes
26.0,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346.0,1,-1,0,unknown,yes
60.0,retired,divorced,tertiary,no,4,yes,no,,2,dec,415.0,1,190,5,failure,yes
29.0,technician,single,secondary,no,1165,no,no,cellular,3,dec,244.0,2,184,1,success,yes
36.0,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284.0,1,171,1,failure,yes
68.0,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154.0,1,97,2,failure,yes
48.0,management,married,tertiary,no,1147,no,no,cellular,3,dec,155.0,1,120,3,success,yes
53.0,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352.0,1,-1,0,unknown,yes
39.0,technician,married,secondary,no,2983,no,no,,3,dec,472.0,1,-1,0,unknown,yes
28.0,services,single,secondary,no,339,no,no,cellular,3,dec,350.0,1,182,1,success,yes
72.0,retired,married,unknown,no,1940,no,no,telephone,4,dec,705.0,2,-1,0,unknown,yes
29.0,management,single,tertiary,no,1445,no,no,,4,dec,271.0,2,-1,0,unknown,yes
26.0,student,single,tertiary,no,294,no,no,cellular,4,dec,208.0,2,-1,0,unknown,yes
49.0,management,married,tertiary,no,5887,no,no,cellular,4,dec,439.0,3,185,5,success,yes
43.0,management,single,tertiary,no,11891,no,no,cellular,4,dec,821.0,5,242,1,success,yes
28.0,student,single,unknown,no,78,no,no,cellular,4,dec,,3,310,2,failure,yes
44.0,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360.0,2,105,5,success,yes
73.0,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696.0,10,-1,0,unknown,yes
39.0,management,married,tertiary,no,481,no,no,cellular,7,dec,929.0,5,189,1,other,yes
29.0,student,single,secondary,no,314,no,no,cellular,7,dec,415.0,2,116,4,failure,yes
31.0,technician,married,secondary,no,684,yes,no,cellular,7,dec,620.0,3,-1,0,unknown,yes
30.0,student,single,secondary,no,1681,no,no,cellular,7,dec,329.0,2,-1,0,unknown,yes
50.0,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254.0,3,385,2,other,yes
42.0,management,married,tertiary,no,254,no,no,cellular,9,dec,288.0,7,183,4,success,yes
37.0,admin.,married,secondary,no,0,yes,no,cellular,9,dec,,1,190,1,success,yes
49.0,technician,married,secondary,no,307,no,no,cellular,9,dec,854.0,1,-1,0,unknown,yes
59.0,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479.0,2,-1,0,unknown,yes
80.0,retired,married,primary,no,155,no,no,telephone,9,dec,343.0,2,-1,0,unknown,yes
86.0,retired,single,secondary,no,614,no,no,telephone,9,dec,595.0,1,-1,0,unknown,yes
69.0,retired,married,unknown,no,426,no,no,telephone,9,dec,395.0,1,-1,0,unknown,yes
79.0,retired,married,secondary,no,8304,no,no,cellular,9,dec,456.0,2,275,9,success,yes
36.0,services,married,secondary,no,4721,no,no,cellular,9,dec,,3,-1,0,unknown,yes
49.0,management,married,tertiary,no,395,no,no,cellular,10,dec,336.0,5,-1,0,unknown,yes
69.0,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429.0,1,-1,0,unknown,yes
66.0,retired,married,unknown,no,2540,no,no,telephone,10,dec,441.0,2,156,1,other,yes
32.0,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798.0,1,185,5,other,yes
47.0,management,single,tertiary,no,4402,no,no,telephone,10,dec,805.0,1,190,1,other,yes
58.0,management,married,tertiary,no,256,no,no,,10,dec,422.0,1,188,3,success,yes
64.0,retired,married,primary,no,43,no,no,cellular,10,dec,232.0,1,-1,0,unknown,yes
72.0,retired,married,primary,no,3856,no,no,,10,dec,582.0,4,115,1,other,yes
79.0,retired,married,primary,no,3025,no,no,cellular,11,dec,166.0,3,126,3,other,yes
30.0,technician,married,secondary,no,2326,no,no,cellular,14,dec,420.0,1,175,2,failure,yes
36.0,management,married,tertiary,no,925,no,no,cellular,14,dec,321.0,3,189,4,success,yes
53.0,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351.0,1,-1,0,unknown,yes
34.0,management,married,tertiary,no,2037,no,no,cellular,15,dec,324.0,2,-1,0,unknown,yes
