City,Renew,Active online hours,Education Level,Years after high school graduation,Location Code,Marital Status,Gender,Brand Loyalty,Annual Income,Years subscribed
Mahasarakam,No,3.6679420047769433,Graduate School,32.0,Suburban,Married,F,-0.11254220433389457,42680.526594400915,7.0
Mahasarakam,Yes,,High School,48.0,Urban,Divorced,M,-0.2348321919661008,49989.25150349227,5.0
Mahasarakam,Yes,4.792512277309771,High School,30.0,Suburban,Divorced,F,0.17700253472199684,19644.573731351687,5.0
Mahasarakam,No,6.209084110850109,College,34.0,Rural,Married,F,0.15358348052548115,46701.34976230999,3.0
Udon,Yes,5.315468232083029,Graduate School,37.0,Urban,Single,F,0.1822953613580262,64339.92159946113,3.0
Udon,Yes,5.404674618962589,High School,35.0,Urban,Single,F,0.26445891413185807,45886.96250772484,7.0
Mahasarakam,Yes,5.421804459830982,College,37.0,Urban,Divorced,F,0.053677147776653666,49742.52946452699,6.0
Mahasarakam,Yes,5.424754516425581,College,39.0,Urban,Married,M,0.06583454653963933,51471.09185622903,5.0
Mahasarakam,Yes,5.131909590737003,,37.0,Urban,Single,F,0.2170761399725799,47098.26057011854,5.0
Udon,No,5.9091537614050145,College,34.0,Rural,Married,M,0.7428300430578632,59620.9608064667,4.0
Khon Kaen,Yes,6.645195110555509,College,43.0,Rural,Divorced,F,-0.17947215084186285,52503.23875560892,4.0
Udon,,5.509863382929617,High School,33.0,Urban,Divorced,M,-0.32800458753796957,58592.08210473574,5.0
Mahasarakam,Yes,4.585751460010587,High School,38.0,Urban,Single,F,0.25410752648240686,68524.94394310411,4.0
Udon,Yes,5.218288077819752,Graduate School,37.0,Urban,,F,0.2790985836343155,40520.45651471961,6.0
Udon,Yes,5.224654425509157,High School,34.0,Urban,Divorced,F,-0.14189104370001865,40116.06854376207,7.0
Khon Kaen,Yes,8.222329780875208,College,47.0,Suburban,Single,M,-0.7219873919211697,63047.36247272912,6.0
Udon,Yes,4.529581101589876,High School,32.0,Suburban,Single,F,0.4460594954723761,74159.4325769445,5.0
Udon,No,5.692258448096768,College,24.0,Suburban,Divorced,M,-0.5950692191409332,51175.189615662464,7.0
Mahasarakam,,6.720754117111783,Graduate School,41.0,Urban,Divorced,M,-0.16253274991626343,38318.70752983927,2.0
Mahasarakam,Yes,6.252754336922931,College,38.0,Urban,Single,F,0.27588605871040406,48730.981820725494,4.0
Udon,No,5.625080471145636,Graduate School,29.0,Suburban,Married,F,0.15679381382356739,,4.0
Udon,No,5.439244098113234,High School,30.0,Rural,Divorced,M,0.4284230756433868,41440.22838852109,5.0
Khon Kaen,Yes,2.2374155404825307,College,37.0,Rural,Divorced,F,0.7128720740900365,50078.36617572244,5.0
Mahasarakam,Yes,4.717322063443924,High School,33.0,Urban,Single,M,,43116.62318261899,5.0
Khon Kaen,Yes,7.421346791858419,Graduate School,39.0,Suburban,Single,F,-0.3508728079096924,34957.739274426654,5.0
Khon Kaen,Yes,3.3427968417342866,High School,33.0,Urban,Divorced,F,0.586545331279439,64099.4621240472,5.0
Mahasarakam,No,6.034918120053078,Graduate School,34.0,Rural,Married,,-0.376046951656257,55542.97856809781,5.0
Mahasarakam,Yes,8.022806528740752,High School,36.0,Rural,Single,M,-1.092192868636011,52869.72029962134,6.0
Udon,No,4.577658421193265,High School,28.0,Rural,,M,-0.19438344868097335,35284.695578294,5.0
Mahasarakam,Yes,,High School,31.0,Suburban,Single,M,0.02389351511947682,67382.50753862616,8.0
,Yes,4.064583249080604,Graduate School,33.0,Suburban,Married,M,0.6151749586412515,54449.926100657955,6.0
Mahasarakam,No,5.141113542994221,College,34.0,Rural,Divorced,M,-0.07143778960834822,52530.68275975306,5.0
Khon Kaen,No,,College,38.0,Suburban,Married,M,0.30791455516305644,45476.92636659648,5.0
Udon,No,4.610409464851874,College,21.0,Suburban,Divorced,M,-0.4369849583587597,73157.21145655592,6.0
Mahasarakam,No,2.865091170610026,Graduate School,25.0,Rural,Divorced,F,0.32854526890164004,68175.08527879043,7.0
Udon,Yes,4.266150634036881,College,40.0,Suburban,Married,M,0.22643533514594444,57481.58395271606,6.0
Khon Kaen,Yes,7.67085684668829,High School,36.0,Suburban,Divorced,M,-0.7760476132807722,53334.84781260909,6.0
Khon Kaen,Yes,4.4108791828439236,College,33.0,Suburban,Single,M,0.31493401142239363,61813.38122059088,3.0
Mahasarakam,Yes,6.182225755926547,High School,31.0,Urban,Divorced,M,-0.20330377002507122,42463.34023627695,5.0
Udon,Yes,2.6668838666588615,High School,34.0,Suburban,Married,F,1.0723843753206384,69456.7323922483,7.0
Khon Kaen,No,3.5749224474369012,High School,25.0,Urban,Divorced,F,-0.1120338739765781,53315.3473071148,5.0
Udon,Yes,5.182593411254744,Graduate School,41.0,Urban,Divorced,F,0.09167204833039244,61529.43971261865,6.0
Khon Kaen,No,5.257017406120106,High School,34.0,Rural,Married,F,0.019774618683884887,55767.99949683797,5.0
Khon Kaen,No,2.694780578814381,College,28.0,Rural,Married,M,0.44064176690778123,65620.41134939603,6.0
Khon Kaen,Yes,4.95511896236197,College,29.0,Suburban,Divorced,M,0.18632107137943688,43116.94471961381,5.0
Udon,No,6.484894487753253,High School,34.0,Suburban,Married,M,-0.24662458486251737,55742.08542163543,
Khon Kaen,Yes,4.482403738221082,College,35.0,Urban,Divorced,M,0.28599243658607004,71435.0227380796,6.0
,No,3.0872390207906757,Graduate School,22.0,Suburban,Married,F,-0.20909801452110297,32393.915581609508,6.0
Udon,No,6.911242578743774,College,27.0,Suburban,Married,F,0.11346182045356568,50171.331987919104,5.0
Mahasarakam,Yes,5.523758993905359,High School,32.0,Urban,Single,F,-0.01991910897805238,80411.67121866695,4.0
Mahasarakam,Yes,4.879669123105045,College,30.0,Urban,Single,F,-0.02292669618469867,52185.03606479507,6.0
Udon,No,4.793421285132148,College,21.0,Rural,Married,F,0.5368900789497771,30018.501799472237,4.0
Mahasarakam,Yes,6.162936850797276,Graduate School,36.0,Urban,Single,F,-0.18411357542583015,66497.26268625984,5.0
Mahasarakam,No,5.455303388303367,College,30.0,Rural,Single,F,-0.46188737613295733,55784.93407084169,4.0
Udon,Yes,8.08135776325311,College,40.0,Suburban,Divorced,F,-0.462457712754388,53028.697183548604,5.0
Mahasarakam,Yes,6.916209492252166,Graduate School,29.0,Rural,Single,M,-0.8076826262715173,53366.40954807786,7.0
Udon,No,7.13891565327032,Graduate School,40.0,Rural,Married,M,0.4163143611298509,86420.66308525688,4.0
Mahasarakam,No,3.2060756956390124,Graduate School,7.0,Rural,Married,M,-0.9331258328509968,49628.9650871649,5.0
Khon Kaen,No,7.531064769633695,Graduate School,47.0,Suburban,Married,M,0.5501030270350427,50916.03176725318,5.0
Mahasarakam,No,4.689941598954808,Graduate School,34.0,Rural,Divorced,F,-0.08495843406483844,62153.953395685174,5.0
Khon Kaen,Yes,7.597742618451443,High School,33.0,Suburban,Divorced,M,-0.7042519091919983,45307.14609118717,5.0
Udon,No,4.484490023710139,High School,24.0,Urban,Single,F,-0.12857549177386768,43346.84568112306,4.0
Mahasarakam,Yes,5.150552004167931,Graduate School,37.0,Urban,Single,F,0.29044007802052324,38315.60587822405,6.0
Udon,Yes,5.6634361024724775,Graduate School,36.0,Urban,Single,M,-0.1898227933382651,55397.64390192173,5.0
Khon Kaen,No,7.484328559357897,High School,39.0,Rural,Single,M,0.24992023946179065,44272.188564960205,3.0
Mahasarakam,Yes,5.955922131203026,Graduate School,36.0,Urban,Married,M,-0.2650502268241578,44549.18471877412,6.0
Mahasarakam,Yes,5.261864755567092,High School,33.0,Urban,Divorced,M,-0.23421230166631635,36965.79330485226,5.0
Mahasarakam,No,6.106968062860497,High School,29.0,Rural,Divorced,F,-0.17278677304444343,42858.46477103152,5.0
Mahasarakam,Yes,4.810784174863601,Graduate School,36.0,Suburban,Divorced,M,0.2557365980387752,53170.25705389498,6.0
Khon Kaen,Yes,6.690716579540819,Graduate School,45.0,Urban,Divorced,F,-0.49205434805822607,71545.22978893657,4.0
Mahasarakam,Yes,4.704463347819916,High School,39.0,,Divorced,F,0.39571988304024197,65654.23949714648,5.0
Udon,Yes,7.851198727686368,,36.0,Urban,Single,F,-0.8531349671498879,59249.9336028576,2.0
Udon,Yes,5.102251092650979,College,34.0,Rural,Divorced,F,0.0664233857778056,58329.73119312572,5.0
Udon,No,5.708865895419137,Graduate School,35.0,Rural,Married,M,,34924.06111662854,6.0
Khon Kaen,Yes,5.496839132659513,High School,39.0,Urban,Divorced,F,0.10363322671256114,54406.24999987014,6.0
Mahasarakam,,4.797269949737291,High School,43.0,Urban,Divorced,F,0.3450465965764943,67551.35858193444,4.0
Udon,Yes,6.731443535037746,Graduate School,36.0,Suburban,Divorced,M,-0.4062229844666565,47478.15893219888,6.0
Mahasarakam,No,8.286040818316408,High School,43.0,Suburban,Single,F,0.005336428862024817,62052.58958510998,6.0
Khon Kaen,Yes,4.7624451324506385,High School,33.0,Urban,Divorced,F,0.09092599330242646,18301.462297788712,4.0
Mahasarakam,No,6.428387959684315,College,38.0,Rural,Married,M,0.12295358817608859,49191.013580478975,4.0
Khon Kaen,Yes,5.927756746140309,Graduate School,41.0,Rural,Single,M,-0.053354172948470724,60607.66912264864,5.0
Udon,Yes,6.005343770256836,Graduate School,36.0,Urban,Divorced,F,-0.5398934646382335,31858.512813266567,5.0
Udon,No,6.189820142464512,Graduate School,38.0,Rural,Married,M,0.36351883762092185,44936.703807635444,6.0
Mahasarakam,Yes,6.375716067217309,Graduate School,43.0,Urban,Single,M,-0.40546246327172053,57498.994761922164,5.0
Khon Kaen,,7.298045677022579,Graduate School,40.0,Suburban,Divorced,M,-0.1822183824562629,58080.46977332451,6.0
Udon,Yes,5.880293423664851,Graduate School,31.0,Urban,Divorced,F,-0.15191465438396226,55488.32315974042,7.0
Mahasarakam,Yes,6.407610011245912,High School,40.0,Urban,Married,M,-0.043824205751510636,38556.26019178622,5.0
Khon Kaen,Yes,4.593771284560567,High School,34.0,Urban,Divorced,F,0.2649132373093152,51872.99798766177,5.0
Udon,No,6.046328438253113,High School,51.0,Rural,Divorced,F,-0.5071693044045629,52332.89914481547,5.0
Mahasarakam,No,7.179594316901003,College,45.0,Suburban,Divorced,M,0.4885637165326868,56491.10630458452,6.0
Mahasarakam,Yes,6.424719561037879,Graduate School,41.0,Urban,Single,M,-0.37690740082600044,33262.896546804324,3.0
Udon,No,4.06267209680129,College,,Urban,Married,M,0.18150545275401397,50420.315651256824,4.0
Udon,,4.58974278796801,Graduate School,34.0,Urban,Divorced,M,-0.14466569470575422,77477.99953507824,6.0
Udon,Yes,5.031221182038967,College,38.0,Urban,Divorced,F,0.1384809396034613,38075.40545205947,3.0
Khon Kaen,Yes,7.062327830349174,Graduate School,36.0,Suburban,Divorced,F,0.5808199404795437,44038.06742154338,5.0
Khon Kaen,Yes,5.155705802787572,College,40.0,Suburban,Single,F,0.08675969561052183,57692.92727410832,6.0
Udon,Yes,6.979130912065637,Graduate School,32.0,Rural,Divorced,F,-0.02780145018109087,67587.14244626749,5.0
Mahasarakam,No,5.189717632076519,College,20.0,Rural,Married,M,0.12641832278544707,70575.53120051179,3.0
Khon Kaen,Yes,5.8997677541028715,Graduate School,44.0,Suburban,Single,M,0.02025781649754252,54201.6771608221,4.0
Udon,Yes,3.9816114832559384,High School,37.0,Suburban,Single,F,0.3025564301019156,62747.401608210195,6.0
Udon,No,4.985514505011113,Graduate School,33.0,Rural,Married,F,0.14803627311883938,69505.17479537937,5.0
Mahasarakam,Yes,5.182549274782245,High School,40.0,Urban,Divorced,M,-0.036032001127737745,39523.07427897683,2.0
Khon Kaen,No,2.4917922440011884,High School,11.0,Suburban,Married,M,0.238989143981288,32530.28635329555,4.0
Udon,Yes,6.7252952987981285,College,31.0,Urban,Divorced,M,-0.5662886845114374,69115.47367480653,4.0
Khon Kaen,No,4.106246906428009,Graduate School,28.0,Rural,Married,F,0.11589840037560073,39867.49273724406,7.0
Khon Kaen,Yes,5.579078683481026,,36.0,Urban,Single,M,-0.09924565408612807,57132.08312501006,4.0
Mahasarakam,No,4.478973819942282,Graduate School,31.0,Suburban,Married,M,0.2770524168958085,55639.847975800294,6.0
Udon,No,6.573694984649679,College,31.0,Suburban,Married,F,0.3149045552458597,43694.40464603679,8.0
Udon,No,7.85118967523017,Graduate School,35.0,Rural,Married,M,0.07524381235293776,69610.69551956121,6.0
Khon Kaen,No,6.090486920538836,High School,30.0,Rural,Married,,-0.6008036922587248,63263.72558295108,6.0
Mahasarakam,Yes,5.856897315029039,Graduate School,33.0,Urban,Married,F,-0.1791758757959739,66936.85897354668,5.0
Mahasarakam,No,4.50930677420334,College,26.0,Rural,Divorced,F,0.5084344493515568,59263.10881777445,5.0
Khon Kaen,Yes,4.637590536229414,Graduate School,36.0,Rural,Divorced,F,-0.17546692970829048,27702.179225801596,5.0
Udon,Yes,5.508694630734487,College,33.0,Urban,Single,M,0.2162405451166588,71201.9403148113,6.0
Mahasarakam,Yes,4.556497759247622,Graduate School,33.0,Urban,Single,M,0.5636049505076219,53906.48742552528,6.0
Mahasarakam,Yes,3.7008936246179394,High School,36.0,Urban,Divorced,F,0.5100989827221818,56970.95766926792,4.0
Udon,No,5.7528893913695,Graduate School,35.0,Rural,Married,F,-0.4965781685560843,48365.6695262282,5.0
Mahasarakam,Yes,4.6434687831578305,College,31.0,Urban,Divorced,M,0.27532314557879645,56184.3240309286,
Mahasarakam,Yes,6.990491436770244,High School,36.0,,Divorced,M,-0.13249775177148404,45907.110369626185,5.0
Mahasarakam,Yes,4.914277170908404,College,36.0,Urban,Divorced,F,0.3495935675566235,44274.748582688,4.0
Mahasarakam,Yes,4.938742494406737,High School,38.0,Urban,Married,M,-0.031886861453236326,63033.252054859615,4.0
Udon,,4.646644619144215,College,39.0,Urban,Single,F,0.335690972222094,57904.74532148219,7.0
Mahasarakam,Yes,5.985714577853944,College,37.0,Urban,Divorced,M,-0.26084569620112785,30666.244976511516,5.0
Mahasarakam,No,6.933480306074463,High School,41.0,Suburban,Married,M,0.2998291404392508,52744.208391381995,6.0
,Yes,5.900875189443385,High School,31.0,Rural,Single,F,-0.004079524926004885,38406.20561422691,6.0
Udon,Yes,4.171907046889379,Graduate School,39.0,Urban,Single,F,0.45698900871722803,68519.51114173737,6.0
Udon,Yes,6.727074731808353,High School,37.0,Urban,Divorced,F,-0.31131903564428237,62709.22334043475,6.0
Khon Kaen,Yes,5.192635797704312,High School,40.0,Urban,Married,F,-0.20100916297696386,35178.34281644897,3.0
Udon,Yes,,High School,29.0,Urban,Divorced,M,1.0652065787035676,56518.41158173947,4.0
Khon Kaen,Yes,6.827388385108147,Graduate School,35.0,Urban,Married,F,-0.33532503976898326,55412.45367772344,6.0
Khon Kaen,Yes,4.422035421123273,College,38.0,Urban,,M,0.27796961314331414,52539.58606306768,5.0
Khon Kaen,Yes,6.76952948517985,Graduate School,39.0,,Married,M,-0.24540775031866285,60517.77077196572,7.0
Mahasarakam,No,4.7727739695251765,High School,29.0,Rural,Married,M,0.14554978353719183,75021.63593261117,5.0
Mahasarakam,Yes,4.759210382784694,High School,36.0,Urban,Single,M,0.5614076411504538,68035.13830097418,6.0
Udon,Yes,3.05485704582844,Graduate School,38.0,,Divorced,M,0.7014207809063185,54521.54648585281,4.0
Khon Kaen,No,6.020095926930704,Graduate School,37.0,Rural,Married,,-0.009450488756031411,37621.87251459269,6.0
Khon Kaen,No,5.913269287178412,High School,42.0,Suburban,Single,M,0.3043640715920198,55866.315910262114,4.0
Mahasarakam,,5.459894207986835,Graduate School,31.0,Rural,Married,M,0.9435192398021621,56512.790099316786,2.0
Khon Kaen,Yes,5.692003587755385,High School,40.0,Urban,Divorced,F,0.4009585076219486,42187.30997947081,7.0
Udon,Yes,6.536944185460684,College,39.0,Urban,Single,M,-0.510310061584736,30928.60998600783,6.0
Udon,Yes,5.386239892557768,High School,40.0,Urban,Divorced,M,0.3336785985195534,,7.0
Udon,Yes,4.525844664997558,Graduate School,41.0,Urban,Single,F,0.12489814593676957,55721.5680165172,5.0
Mahasarakam,Yes,4.502869011125965,College,23.0,Suburban,Married,F,0.20944154161140438,33950.48835840386,6.0
Udon,,4.489541570908803,,21.0,,Single,M,-0.8137116106923998,64626.55444896565,5.0
Khon Kaen,No,7.637878465338852,Graduate School,44.0,Suburban,Married,M,0.15215196465593395,88761.43227020722,4.0
Mahasarakam,No,6.6720482149002365,College,34.0,Suburban,Single,F,0.3100740352271396,56066.70678637437,5.0
Udon,No,8.296866093643363,High School,37.0,Rural,Married,F,0.014833151153910706,51517.250147952465,5.0
Khon Kaen,Yes,4.356410828825694,College,34.0,Suburban,Married,F,-0.15380965394649432,52445.301735818946,6.0
Mahasarakam,No,5.822587164056155,Graduate School,30.0,Suburban,Single,F,-0.3933127718303871,49863.93186510387,6.0
Mahasarakam,Yes,4.956922992824039,Graduate School,43.0,Suburban,Single,F,0.08354802570185699,43910.30911518998,4.0
Mahasarakam,Yes,7.010675121381379,High School,34.0,Suburban,Divorced,F,-0.8732720593971602,57460.134960107905,6.0
Udon,Yes,7.051358227897772,High School,36.0,Suburban,Divorced,F,-0.7000308422179081,46020.78512278671,5.0
Mahasarakam,Yes,4.491948178913052,High School,37.0,Urban,Single,F,0.13141722936139932,39533.63961737783,6.0
Khon Kaen,No,5.608661478305508,High School,31.0,Rural,Married,M,0.29072423896661537,76893.00058855518,3.0
Udon,Yes,4.272673306915831,High School,34.0,Urban,Single,F,0.19914265903126965,48303.209142062384,4.0
Khon Kaen,Yes,8.371571089788699,College,37.0,Suburban,,M,-0.3714719366123521,69827.84429793547,6.0
Mahasarakam,No,4.096719757906382,College,24.0,Suburban,Married,F,0.7520956627140847,73649.87091796887,7.0
Mahasarakam,No,5.510733638211096,Graduate School,29.0,Rural,Single,M,-0.2894527284044278,53372.56098584304,5.0
,No,5.4769024445429695,High School,36.0,Rural,Divorced,M,0.022391919778383035,41259.28308251141,6.0
Mahasarakam,No,7.675885606447346,College,36.0,Rural,Married,F,0.30688643662522874,44754.85930941829,4.0
Udon,Yes,7.450033514098436,College,33.0,Urban,Divorced,M,-0.6855424311391475,59195.685365000456,5.0
Mahasarakam,No,3.89311836020717,High School,25.0,Rural,Divorced,M,-0.06743153331576207,38881.81285189795,5.0
Udon,Yes,4.275231786663565,Graduate School,29.0,Urban,Divorced,M,0.2905979712558921,49639.196297046496,3.0
Udon,Yes,5.136346349133154,College,33.0,Rural,Single,M,-0.0005350641671836576,60609.20577462089,6.0
Udon,Yes,5.964012954662524,High School,33.0,Urban,Divorced,,-0.12044500730589965,,4.0
Khon Kaen,Yes,4.43361955887975,High School,33.0,Urban,Single,M,0.18934137092807052,50461.79214124054,6.0
Udon,Yes,5.850819437033504,High School,46.0,Urban,Divorced,F,-0.13995003711341647,58680.06685737155,5.0
Mahasarakam,No,2.9613507769171745,High School,13.0,Rural,Single,F,-0.31609000176115776,48284.859365301,5.0
Mahasarakam,Yes,4.148186572110847,College,32.0,Urban,Married,M,0.7644855973540403,68002.44313908115,6.0
Udon,Yes,3.7311455272785894,Graduate School,35.0,Suburban,Single,M,,49254.08650145188,7.0
Mahasarakam,Yes,6.886301378087907,Graduate School,37.0,Urban,Divorced,M,-0.20364142406126443,55956.1965847412,3.0
Udon,Yes,4.1771095687913675,,34.0,Urban,Divorced,M,0.036412458980742635,39755.12584650739,6.0
Udon,Yes,6.669694570671923,College,33.0,Urban,Single,M,-0.36775537976419737,62587.01093818167,4.0
Mahasarakam,No,4.773794073696895,Graduate School,23.0,Rural,Single,F,0.39442982327426057,65155.356661831094,7.0
Udon,No,4.906170737632306,College,30.0,Rural,Married,F,-0.42047192588839216,62740.19851853206,6.0
Udon,Yes,5.918733409968124,Graduate School,35.0,Urban,Divorced,F,-0.34489643846379536,45358.8607612928,5.0
Udon,Yes,5.1398894261510035,High School,36.0,Urban,Divorced,F,0.48619017141054965,46941.45539358261,4.0
Khon Kaen,No,5.276794876099671,College,22.0,Rural,Married,F,0.6781959520296788,35960.32868772201,5.0
Mahasarakam,No,4.948307867103811,College,30.0,Rural,Married,M,-0.018389984569567336,60581.41596783403,6.0
Mahasarakam,No,,Graduate School,24.0,Suburban,Divorced,F,-0.48519818823616184,34979.56017015207,3.0
Khon Kaen,Yes,6.592676506928889,High School,37.0,Rural,Divorced,F,-0.27944186907263013,62909.53813751235,6.0
Khon Kaen,Yes,6.432135305566419,High School,29.0,Rural,Married,F,-0.4769118772151016,34246.4380563938,6.0
