City,Online Activity,Years after high school graduation,Education Level,Brand Loyalty,Annual Income,Location Code,Gender,Years subscribed,Marital Status,Renew
Mahasarakam,6.268146516423046,29.0,High School,0.39127568531563595,51761.711519444114,Urban,M,3.0,Married,Yes
Udon,3.5271859573687108,40.0,High School,-0.05751532031017942,63810.56131430554,Rural,F,5.0,Divorced,Yes
Khon Kaen,1.5445332329947714,19.0,High School,0.6363936754595432,39584.69719624122,Rural,F,8.0,Married,No
Mahasarakam,5.160484743085057,23.0,College,0.007130931498112336,48626.20044717123,Urban,F,6.0,Single,Yes
Mahasarakam,2.734026754091899,34.0,Graduate School,-0.4551805921780693,51037.896876359904,Rural,F,5.0,Married,No
Khon Kaen,4.382173176583357,33.0,High School,0.894916902867026,61798.643396343396,Rural,F,3.0,Married,No
Khon Kaen,2.671526580671014,21.0,High School,0.49791460838757967,74500.57671225745,Suburban,F,3.0,Divorced,Yes
Udon,5.173608706064028,12.0,College,0.4213504045406382,64586.062770866665,Suburban,M,4.0,Divorced,Yes
Mahasarakam,6.24141291939062,39.0,High School,,54144.92924645469,Suburban,M,0.0,Married,No
Mahasarakam,4.725780657006447,33.0,High School,0.48235918966909364,61328.42344774298,Urban,F,4.0,Married,Yes
Udon,5.044038351938406,29.0,Graduate School,0.9872511767526142,54468.776397107285,Suburban,M,1.0,Divorced,Yes
Mahasarakam,6.464772639483301,45.0,College,0.23399655359743332,48207.15931824595,Suburban,,4.0,Single,Yes
,6.560946717237096,24.0,College,0.18485229378238435,45182.54538332965,Urban,M,3.0,Divorced,Yes
Mahasarakam,2.6217587516537195,43.0,College,-0.012466356923660382,50005.00897590889,Urban,F,6.0,Divorced,Yes
Mahasarakam,6.824593893616693,33.0,High School,0.26080938435882367,55414.240395771485,Urban,F,3.0,Single,Yes
Udon,4.110406956913747,16.0,High School,1.027943934821614,60584.113694117135,Urban,M,1.0,Divorced,Yes
Mahasarakam,4.738714654961403,34.0,High School,0.538474814966478,55121.89854256167,Suburban,F,4.0,Single,Yes
Mahasarakam,4.884537822670173,42.0,High School,-0.09780406835045707,74504.17445041766,Urban,F,3.0,Single,No
Mahasarakam,4.119424395997685,35.0,College,0.8075818335697007,61652.144395966105,Urban,F,2.0,Divorced,Yes
Udon,5.379512625027198,14.0,High School,0.5841426544227472,31980.638247316605,Suburban,F,8.0,Married,No
Khon Kaen,5.491775318648079,36.0,Graduate School,0.39584134273941424,42299.08555635287,Suburban,F,6.0,Married,No
Udon,5.1701829860495065,34.0,Graduate School,-0.030860069789631184,60508.54811931216,Suburban,M,5.0,,No
Udon,5.727612322999594,33.0,High School,0.6473156071348792,56824.020172216085,Urban,M,3.0,Single,Yes
Mahasarakam,3.683922721772375,50.0,High School,-0.6252658853749473,46866.73972712508,Rural,F,4.0,Married,No
Khon Kaen,4.307298367352609,35.0,College,0.13073741701862163,58913.69685923217,Rural,M,4.0,Married,Yes
Khon Kaen,5.960035676708805,27.0,High School,1.0659324554110934,62732.2231216225,Urban,M,1.0,Divorced,Yes
Khon Kaen,3.682298458113204,44.0,College,0.34180394355965904,50895.74238856268,Suburban,M,6.0,Divorced,No
Udon,5.932086729544693,36.0,College,0.6320621332463451,39764.25274906555,Urban,M,3.0,Divorced,Yes
Udon,5.370363630389043,25.0,Graduate School,0.6428662054281594,50038.76254938726,Urban,F,3.0,Divorced,Yes
Khon Kaen,6.528760750796373,35.0,College,0.3679221982252545,62142.3281608141,Suburban,F,2.0,Divorced,Yes
Udon,5.028104166687106,17.0,High School,,38763.660494519616,,F,7.0,Married,No
Khon Kaen,,36.0,Graduate School,-1.1327694333111564,59352.72653662338,Rural,F,4.0,Single,No
Khon Kaen,4.377897759990068,28.0,College,0.24026578252214906,34416.39939555971,Urban,M,8.0,Divorced,Yes
Udon,5.166057997673823,31.0,College,0.5295744964615685,67971.49993639966,Suburban,M,3.0,Single,Yes
Khon Kaen,10.0,33.0,College,0.5584690032421578,49086.968775041416,,F,1.0,Married,Yes
Khon Kaen,4.623227034683125,25.0,High School,0.38197629239542363,60377.363566461434,Suburban,F,3.0,Divorced,Yes
Mahasarakam,5.263231914920219,27.0,College,0.6729764867365233,54762.964139535114,Rural,M,2.0,Divorced,Yes
Udon,5.776320959398107,30.0,Graduate School,0.9858567698274782,57216.39052606356,Urban,M,2.0,Single,Yes
Udon,6.3220503201875395,43.0,High School,-0.3005336071187802,68158.56323344845,Rural,M,4.0,Married,No
Khon Kaen,4.160471344646181,32.0,Graduate School,0.8262907957579558,49676.853853163884,Urban,M,3.0,Single,Yes
Udon,4.892469327342725,30.0,College,0.8162530177617692,73427.28980547181,Suburban,M,2.0,Divorced,Yes
Udon,7.612836417057977,29.0,College,0.25742417457862443,46514.970762879835,Urban,F,4.0,Divorced,Yes
Udon,6.412499445093449,32.0,High School,0.3629175960257913,58768.98539877329,Rural,M,3.0,Single,Yes
Mahasarakam,4.52257993908192,25.0,High School,0.667406285288295,55811.391979681364,Suburban,M,3.0,Divorced,Yes
Mahasarakam,4.049922738482142,39.0,College,0.43238530817126597,50171.35525946407,Urban,F,6.0,Married,Yes
Khon Kaen,5.385985346072683,25.0,College,0.07081339498382122,56685.413631980584,Urban,M,5.0,Divorced,Yes
Mahasarakam,7.736551820969337,40.0,College,0.4630100843991011,71228.01583241568,Rural,M,5.0,Married,No
Udon,5.914555863027,38.0,Graduate School,0.24455031931198865,49308.66395530288,,F,5.0,Divorced,No
Mahasarakam,6.938687877576786,25.0,College,0.457928695906786,56973.63082901446,Urban,F,3.0,Single,Yes
Khon Kaen,3.9444023230430925,24.0,High School,1.1855919519315,56851.7960677995,Urban,M,3.0,Divorced,Yes
Udon,8.888288616309485,36.0,College,0.126262709968814,43676.912792031566,Urban,F,5.0,Divorced,Yes
Khon Kaen,6.378427054640577,32.0,College,-0.6147837299339279,91907.04902876193,Rural,F,3.0,Married,No
Mahasarakam,6.535559268643714,42.0,High School,-0.27621513335711234,46355.00222964533,Urban,M,6.0,Married,Yes
Mahasarakam,4.6609109193395755,32.0,Graduate School,0.9853896517830909,39827.28720271264,Suburban,M,8.0,Married,No
Khon Kaen,3.9096098558949617,22.0,College,0.601068447106871,46912.5014111247,Suburban,F,7.0,,No
Mahasarakam,4.4238945481391525,28.0,High School,0.2655649750064585,,Urban,F,1.0,Married,Yes
Udon,4.133762933201424,21.0,Graduate School,0.744721761286309,52447.30770407951,Urban,M,4.0,Divorced,Yes
Udon,4.926784122148816,34.0,High School,0.4794938893083336,50381.154753108305,Suburban,M,6.0,Single,No
Khon Kaen,4.853358516083031,36.0,High School,-0.1841506588526115,40686.96094726812,Suburban,F,7.0,Single,Yes
Udon,6.4853892160198585,45.0,Graduate School,0.2051373235387598,41554.7524526731,Rural,M,5.0,Married,Yes
Khon Kaen,4.358534247732276,24.0,College,-0.40444556009255395,64160.01907196464,Rural,M,4.0,Single,No
Mahasarakam,7.0820129101179194,21.0,College,0.1756990472336476,64192.97765732725,Rural,M,4.0,Married,No
Udon,4.918346179414167,29.0,High School,0.10328202723271518,60907.99854436764,Suburban,F,3.0,Divorced,Yes
Mahasarakam,5.4415182320764135,33.0,High School,0.9543033327826752,61620.942720951985,Urban,F,1.0,Single,Yes
Khon Kaen,7.019725535760664,47.0,Graduate School,0.8680380160738275,44387.95624521481,Urban,M,3.0,Divorced,Yes
Khon Kaen,6.960437545978728,38.0,Graduate School,0.28085173955269666,31326.22562852629,Suburban,F,4.0,Divorced,Yes
Mahasarakam,6.085375225505358,11.0,College,0.8771369354576073,47422.49924198029,Suburban,,4.0,Divorced,Yes
Udon,4.799216146678192,38.0,College,0.5811585094293634,46651.95902240781,Urban,M,4.0,Divorced,Yes
Khon Kaen,2.4558816104276793,32.0,High School,0.22239109448317806,72490.92338168998,Rural,F,4.0,Single,Yes
Udon,6.369335197613953,34.0,High School,0.612199314309553,65189.2779899057,Rural,F,5.0,Divorced,No
Udon,5.753388431267263,31.0,High School,0.4883044986091377,61721.60585047871,Suburban,F,3.0,Single,Yes
Udon,5.130998679523689,34.0,College,0.43719948207747106,64476.90644434089,Suburban,F,7.0,Married,No
Mahasarakam,4.90285944108455,27.0,College,0.34735252194037775,66032.48617843169,Urban,F,2.0,Married,Yes
Udon,5.680179647144353,16.0,College,0.5297527945295613,56221.032485058175,Urban,M,5.0,Divorced,Yes
Udon,4.9853164744257565,,High School,0.3590300446194289,59493.83700103652,Suburban,M,2.0,Single,Yes
,5.686835846788858,37.0,College,0.31162667169965563,52716.499015409834,Rural,F,3.0,Divorced,Yes
Mahasarakam,5.90676405179707,35.0,High School,0.7109148235316542,49067.757915206865,Urban,F,5.0,Single,Yes
Udon,5.562539684034579,37.0,College,0.7956921156586468,58796.4981888348,Urban,M,2.0,Single,Yes
Mahasarakam,2.5932600126251444,9.0,High School,0.6109768300637113,77281.38753752428,Suburban,F,2.0,Single,Yes
Udon,5.3398169027256905,27.0,College,0.27284338339906045,48896.26136358849,Urban,F,5.0,Divorced,Yes
Mahasarakam,2.809343991391536,33.0,College,-0.3463905004555379,45259.50429302809,Urban,M,7.0,Single,Yes
Khon Kaen,5.047870749081399,38.0,Graduate School,-0.05483057803607089,52688.738190529235,Urban,F,6.0,,Yes
Mahasarakam,3.3379482430122493,25.0,High School,0.09487060388030033,64420.49163847065,,F,5.0,Divorced,Yes
Udon,4.772789472835944,28.0,Graduate School,0.4086256138833467,56628.54984765671,Urban,M,3.0,Divorced,Yes
Khon Kaen,5.158177163231108,33.0,High School,-0.20951342426490482,59668.83826573565,Rural,M,5.0,Single,No
Mahasarakam,5.120770037460697,34.0,Graduate School,0.07753812444116456,62118.49233843285,Urban,F,5.0,Single,Yes
Udon,5.499747453027306,25.0,High School,0.5788060403340194,69153.285101695,Urban,F,2.0,Divorced,Yes
Mahasarakam,5.043802241785041,39.0,High School,0.13789791147654343,49588.54926425714,Urban,F,5.0,Divorced,Yes
Khon Kaen,,31.0,Graduate School,0.4169776948127436,45466.89170109738,Urban,F,3.0,Divorced,Yes
Mahasarakam,6.36062931022526,36.0,Graduate School,,52790.26290889397,Rural,F,2.0,Divorced,Yes
Mahasarakam,3.5977542849063524,38.0,High School,0.3996360677738173,79599.18256616611,Urban,F,3.0,Divorced,Yes
Udon,5.423405463815407,44.0,Graduate School,0.7723049495150237,58470.27204692003,Rural,M,5.0,Married,No
Udon,3.1190457846681197,40.0,Graduate School,0.038103667215631104,59327.550999041334,Suburban,F,6.0,Divorced,No
Mahasarakam,5.501264453824664,,High School,-0.20870912220333682,47967.87043995704,Rural,M,6.0,Married,No
Udon,4.1179984474366575,22.0,High School,0.39146667127652723,67997.63627584872,Suburban,M,4.0,Married,Yes
Mahasarakam,6.8173270656940925,23.0,College,0.10711710184156509,43033.25166042689,Urban,F,4.0,Married,Yes
Udon,4.354268271594848,33.0,College,-0.8380828813588246,50715.68826722009,Suburban,M,3.0,Married,No
Udon,4.496829871037863,39.0,High School,0.07126367405206852,66053.59155284839,Rural,M,6.0,Divorced,Yes
Udon,5.29327808192199,28.0,Graduate School,0.021104082080368847,65418.87630512374,Suburban,F,5.0,Married,No
Udon,6.130461860451434,39.0,High School,0.41786867407429606,66426.4482055128,Suburban,M,5.0,Single,Yes
Udon,4.256114760225565,26.0,College,0.35114414567681135,59762.67731250517,Suburban,M,4.0,Divorced,Yes
Khon Kaen,5.881150852412524,37.0,High School,0.38642864324906645,37335.44790189016,Urban,M,5.0,Single,Yes
Mahasarakam,6.223443049422274,32.0,High School,0.9286676805876851,54224.60568457249,Suburban,M,0.0,Divorced,Yes
Mahasarakam,4.552001422334008,41.0,College,0.4326182026276183,50020.5410543132,Urban,M,4.0,Divorced,Yes
Khon Kaen,4.7583408326691945,21.0,Graduate School,0.610748182400054,41051.09802383745,Rural,,6.0,Married,No
Khon Kaen,7.689358324733043,34.0,High School,0.2780055033168653,41329.46192014178,Urban,M,2.0,Single,Yes
Mahasarakam,3.2603938623657944,37.0,College,0.3565785313450886,60365.024577599994,Urban,F,4.0,Divorced,Yes
Mahasarakam,3.5636298335147,31.0,High School,0.35599168402063874,64543.24535776418,Rural,M,5.0,Married,No
Udon,6.82574674370689,20.0,Graduate School,0.8938880350150322,42313.542281363305,Suburban,F,2.0,Divorced,Yes
Udon,5.103063463614395,46.0,Graduate School,-0.35551459486421433,54262.2854745152,Urban,F,5.0,Single,Yes
Khon Kaen,5.313966165383036,12.0,College,-0.20016627504429363,54943.57480919538,Rural,F,5.0,Married,No
Udon,5.508801600968293,16.0,Graduate School,0.20270635128349385,52587.521015097285,Suburban,M,4.0,Divorced,Yes
Khon Kaen,5.226716106809391,38.0,College,0.20488948025312384,54612.91090869009,Urban,M,4.0,Single,
Udon,7.7410759953445645,29.0,College,0.7790755138856922,38277.89014819632,Urban,F,4.0,Single,Yes
Khon Kaen,4.027357245209687,21.0,High School,0.034212202907657946,62559.187576836805,Urban,M,5.0,Married,Yes
Khon Kaen,5.096853056512714,28.0,High School,0.43705110709194184,68039.7335818587,Urban,F,3.0,Divorced,Yes
Khon Kaen,6.512738234387859,48.0,High School,0.27979592158123373,42843.667495941445,Suburban,F,7.0,Divorced,Yes
Khon Kaen,4.197630430327449,32.0,College,0.37899076243410557,52987.39331770077,Urban,M,4.0,Single,Yes
Khon Kaen,3.406397141955669,22.0,High School,0.10608715001369187,,Suburban,F,6.0,Married,No
Mahasarakam,,34.0,College,0.4212306353503261,61809.46705889169,Rural,F,4.0,Divorced,Yes
Khon Kaen,5.599262048784437,42.0,Graduate School,0.3784717463157038,51835.74380545724,Urban,M,4.0,Single,Yes
Udon,4.651084177058239,25.0,High School,-0.19950338403861306,46913.694574212575,Suburban,M,5.0,Single,No
Udon,6.950148222809977,40.0,College,0.6856626113743776,51945.05300556713,Suburban,M,3.0,Married,Yes
Khon Kaen,5.748513746600919,17.0,College,0.04417461307635934,66462.51621888124,Suburban,F,6.0,Married,No
Udon,3.5648848958304225,36.0,High School,-0.5478168407956413,67102.17591636066,Rural,M,4.0,Married,No
Udon,3.2782670901708766,42.0,Graduate School,0.04621236057708944,55168.20155641055,Urban,F,5.0,Single,Yes
Mahasarakam,4.597941316005022,31.0,,0.11277856588452947,49626.17009653659,Urban,M,6.0,Single,Yes
Khon Kaen,6.50326383895443,49.0,Graduate School,0.8411223411078417,61296.967638208764,Urban,M,2.0,Single,Yes
Khon Kaen,7.141113327979503,34.0,Graduate School,0.11552981159348527,52095.4940099989,Suburban,F,4.0,Married,Yes
Khon Kaen,3.005651414708892,33.0,Graduate School,0.5741353701731031,60002.362357486476,Rural,M,4.0,Single,Yes
Udon,3.190125016308678,27.0,Graduate School,0.776889754964602,73505.20990554389,Suburban,F,3.0,Divorced,Yes
Khon Kaen,5.683342927493107,26.0,College,0.971188284433554,57299.59514813532,Urban,F,1.0,Divorced,Yes
Khon Kaen,4.732395260157793,46.0,Graduate School,-0.16623593732291664,61123.79124290668,Urban,M,3.0,Married,No
Mahasarakam,6.608921425126326,23.0,Graduate School,0.13607320598355885,61518.47166449527,Rural,M,4.0,Married,No
Mahasarakam,2.2681586215938525,37.0,College,-0.04170494446899675,51277.34743081854,Rural,M,5.0,Single,No
Mahasarakam,6.04336610433832,26.0,High School,0.46988788656662595,47282.423666296345,Suburban,F,3.0,Divorced,Yes
Udon,6.305303851432177,27.0,College,0.8205550410106737,51133.17573023724,Urban,M,5.0,Divorced,Yes
Khon Kaen,5.0614404727193865,26.0,Graduate School,1.1397115367894994,71014.73888966211,Urban,M,0.0,Divorced,Yes
Udon,6.069069506060226,39.0,College,0.009175474452441712,63732.78374084334,Rural,F,5.0,Married,No
Mahasarakam,5.781461744207773,45.0,High School,,63434.652691285104,Suburban,M,2.0,Single,Yes
Udon,5.227090024168693,24.0,College,0.7021088488003797,49124.578192617235,Suburban,F,8.0,Single,No
Mahasarakam,5.031138233881993,29.0,College,0.15431283028596518,44086.619901728736,Suburban,M,4.0,Single,Yes
Khon Kaen,3.7271031039018476,26.0,College,0.8467939674308402,50314.72687780382,Urban,F,4.0,Single,Yes
Khon Kaen,5.414738674153631,5.0,Graduate School,0.7043324730560558,48560.00249328819,Urban,F,3.0,Divorced,Yes
Udon,5.638069341958045,35.0,Graduate School,0.1950657078369039,45964.58527898552,Urban,F,5.0,Divorced,Yes
Mahasarakam,5.236993668695677,27.0,Graduate School,0.9290189604272724,64602.667210409825,Suburban,F,1.0,Divorced,Yes
Mahasarakam,5.5419787126088575,39.0,Graduate School,0.42836545651043345,58594.62147299766,Urban,F,3.0,Single,
Khon Kaen,5.937559939047759,27.0,High School,1.0569162123894977,,Suburban,M,1.0,Married,Yes
Khon Kaen,2.934932173056426,41.0,High School,0.16757967867119927,68372.72154556186,Rural,M,4.0,Married,Yes
Udon,4.634042175500322,35.0,Graduate School,-0.15352291189443296,49007.934137402175,Suburban,M,5.0,Married,No
Udon,6.091700290418274,38.0,College,-0.03134212394262731,,Urban,M,5.0,Single,Yes
Khon Kaen,6.385197741051012,34.0,High School,-0.309822711757784,62288.90017051298,Rural,F,5.0,Single,No
Udon,4.915050290432328,38.0,,0.8601173127182306,50182.517449560284,Suburban,M,6.0,Single,No
Mahasarakam,3.0613044716666025,33.0,High School,0.1685828497763069,65405.07196505764,Urban,F,4.0,Single,Yes
Mahasarakam,5.126270563458468,26.0,College,1.1244203100809065,72653.7975687947,Suburban,F,3.0,Married,Yes
Khon Kaen,4.584455264435517,35.0,Graduate School,-0.3894208040127407,42825.34246668195,Suburban,F,6.0,Single,No
Mahasarakam,6.24841488888546,31.0,,0.5736775532069995,61629.24776618032,Urban,M,1.0,Single,Yes
Udon,5.924660769760576,53.0,Graduate School,-0.3471383544665132,62789.34712580476,Urban,,4.0,Married,No
Khon Kaen,2.8499769359086833,28.0,High School,-0.10264966037786943,60266.49615501869,Rural,M,4.0,Married,Yes
Mahasarakam,4.85155019718273,18.0,High School,0.24129949876953136,39332.820769043174,Suburban,M,6.0,Married,No
Khon Kaen,3.759261180456467,39.0,College,0.5786741799434092,52708.89688003772,Urban,F,4.0,Divorced,Yes
Udon,5.443514488950548,23.0,Graduate School,0.16505267703673682,51137.94784853581,Urban,M,6.0,Married,No
Khon Kaen,3.346330639302172,29.0,Graduate School,0.08828827294034078,43885.75254907437,Rural,M,7.0,Married,No
Khon Kaen,2.5053442030968442,40.0,High School,0.13661942019946813,62747.18534408593,Rural,,,Divorced,Yes
Khon Kaen,6.27280368711993,29.0,High School,0.7046295542302622,52262.421709815986,Urban,M,2.0,Divorced,Yes
Mahasarakam,4.228238366845382,31.0,High School,-0.3214116813760771,57958.49025023886,Urban,M,3.0,Married,Yes
,2.28714139228414,30.0,College,0.7665422561556632,76118.35233296033,Suburban,F,3.0,Single,Yes
Mahasarakam,2.843789088203727,35.0,College,-0.02405272649128609,72845.55248733789,Urban,M,4.0,Single,Yes
Mahasarakam,4.585669121286497,31.0,High School,0.8568351890480839,63162.561719366604,Suburban,M,3.0,Single,Yes
Udon,,36.0,High School,0.6013399930450067,55512.437132884304,Rural,F,3.0,Single,Yes
Mahasarakam,5.389933924536411,45.0,Graduate School,0.18744465442405198,56948.144868353986,Suburban,M,6.0,Married,No
Khon Kaen,3.1354896659915,20.0,Graduate School,-0.20305980502480686,44588.56081109398,Urban,M,8.0,,Yes
Mahasarakam,5.38309757625624,35.0,Graduate School,0.22194473691686384,33763.029232332534,Suburban,F,7.0,Single,Yes
Mahasarakam,4.45786033547123,25.0,College,0.2682606509137463,64578.28312432739,Rural,F,6.0,Married,No
Khon Kaen,5.402861048417047,17.0,College,-0.26025150334254654,74801.84201447501,Urban,M,3.0,Married,No
Mahasarakam,4.358433634204606,25.0,High School,0.3772666635690597,54602.08427708011,Suburban,M,5.0,Divorced,Yes
Mahasarakam,6.636722275274465,32.0,High School,0.7726957120799456,56343.94948682456,Urban,M,3.0,Divorced,Yes
Udon,5.071070416511757,30.0,Graduate School,-0.21813000489758322,64759.33475000491,Rural,M,4.0,Married,No
Mahasarakam,6.041761385162889,22.0,Graduate School,0.5898432876246579,73666.86355087181,,F,2.0,Divorced,Yes
Mahasarakam,4.762315893276774,52.0,College,0.3772960438479734,48386.76116230031,Urban,M,4.0,Single,Yes
Udon,4.226238397487566,23.0,College,0.07319816849548902,46517.93929342254,Suburban,M,6.0,Married,No
Udon,3.3979949928201023,17.0,Graduate School,-0.6619315674779147,60375.46923383399,Rural,M,4.0,Divorced,No
Khon Kaen,2.721812928970525,31.0,High School,,67665.88663800292,Suburban,F,4.0,Married,No
