Sex,Education Level,Renew,Online Activity,Marital Status,Monthly Income,Months with Company,Brand Loyalty,Location Code,City,Years after high school graduation
Male,Graduate School,Yes,5.99920982170075,Single,6061.985114321486,59.0,0.17988276151739696,Suburban,,48.0
Male,College,Yes,6.6958435906019655,Single,4794.593750637002,21.0,0.24744039306617055,Urban,New Castle,20.0
Female,College,No,4.962829861516837,,5198.240907587246,,0.4698565502029808,Suburban,London,28.0
Female,Graduate School,Yes,6.545547208582504,Divorced,7109.000223746846,45.0,0.8360295721595528,Urban,London,31.0
Female,College,Yes,6.945423962243363,Single,6823.34710636489,64.0,0.07741274693815375,Urban,London,31.0
Female,College,Yes,5.428447520958952,Divorced,4116.975576892256,27.0,0.2082007328708143,Urban,Manchester,35.0
Male,College,Yes,5.752833189145534,Married,5146.0924731828045,46.0,,Urban,,32.0
Male,High School,Yes,6.0273860995657405,Single,4746.758529610617,23.0,0.3018029595891252,Suburban,New Castle,15.0
,College,No,3.303835794761958,Single,5971.697410599187,41.0,0.24956413600364225,Suburban,Manchester,43.0
Male,Graduate School,No,4.354511111594866,Married,4557.88431914901,41.0,0.43536017668032156,Rural,Manchester,30.0
Female,Graduate School,No,4.147471060223976,Married,7168.993743265368,23.0,0.7482706496129798,,Manchester,37.0
Male,Graduate School,No,7.808412045270124,Married,2535.494054227789,96.0,0.12167454407650724,Suburban,New Castle,25.0
Male,High School,No,4.690804919222752,Married,4809.051216328278,75.0,0.388930538333896,Rural,New Castle,49.0
Male,College,No,4.107517799679053,Married,5755.170629878081,80.0,-0.08805614137921543,Suburban,New Castle,40.0
Female,College,No,4.195349513860301,Single,4768.313067407983,33.0,0.4844837295074219,Rural,London,32.0
Male,College,Yes,8.79774879422382,Divorced,,22.0,0.1009915872285353,Urban,New Castle,31.0
Male,Graduate School,Yes,6.422954625229578,Divorced,5231.727724281551,40.0,0.1976682778848723,Urban,New Castle,39.0
Female,,No,6.056467129734476,Married,4867.886478157152,55.0,-0.08859636790961457,Rural,New Castle,40.0
Male,Graduate School,No,4.428919431086461,Single,5342.289716420491,51.0,0.5566844517461579,Rural,London,19.0
Male,Graduate School,Yes,6.268987787332372,Divorced,6499.426765275486,36.0,0.6244722529834765,Rural,New Castle,25.0
Female,College,Yes,6.141645238254455,Divorced,6309.770928202401,62.0,0.1878322745165511,Suburban,London,43.0
Male,Graduate School,Yes,6.722451562254799,Divorced,2803.0395222172915,21.0,0.007423534339039195,Suburban,London,24.0
Male,College,Yes,6.040475901117654,Divorced,3950.9896811393805,33.0,-0.0423358492514512,Rural,Manchester,26.0
Male,College,No,4.243101545761119,Single,,75.0,-0.18818431023853163,Urban,New Castle,35.0
Male,Graduate School,No,4.355344157684867,Married,4562.150949300263,29.0,0.643148968502608,Suburban,London,47.0
Male,College,No,3.7712188846395,Married,5246.287770816422,58.0,-0.32670235046229024,Urban,Manchester,49.0
Male,College,Yes,5.6199716699033715,Single,5606.997115110892,36.0,0.3004709024389979,Suburban,Manchester,44.0
,High School,Yes,5.988181315478199,Married,4890.074600687693,46.0,-0.07621693208182823,Rural,London,42.0
,College,No,3.45305599849306,Married,4248.392400520731,64.0,0.22231911863519283,Urban,Manchester,31.0
Male,,Yes,7.35295453780336,Divorced,5909.416633107556,28.0,0.7052432067822278,Urban,Manchester,28.0
Female,College,No,4.223197257954536,Single,4821.334882945612,62.0,-0.06393893235829023,Rural,New Castle,42.0
Female,Graduate School,Yes,5.802180711981508,Divorced,4660.521202334019,46.0,-0.24728008033832077,Urban,London,38.0
Female,High School,Yes,7.409437440228898,Married,6165.226622377124,33.0,0.7262702465024643,Urban,New Castle,
Female,College,Yes,4.790386686332273,Married,4312.69719515226,65.0,-0.6178136303784292,Urban,Manchester,9.0
Female,Graduate School,Yes,7.485029304020338,Single,3000.4483764317824,31.0,-0.3484970952387916,Rural,,39.0
Female,High School,Yes,2.7834153781293103,Married,3022.9896280279163,21.0,-0.23386820504968697,Suburban,Manchester,15.0
Male,Graduate School,No,4.91453404309619,Divorced,5243.000791054126,80.0,-1.0760704261962286,Rural,Manchester,53.0
Female,Graduate School,No,5.051806806137023,Married,3330.8191336167993,60.0,0.21150069035005675,,London,36.0
Female,Graduate School,Yes,5.9610207546934575,Divorced,4676.044520518577,54.0,-0.3677995760779893,Urban,Manchester,39.0
Male,High School,Yes,7.80195952417486,Divorced,4372.603417340644,63.0,-0.5279152900251118,Urban,London,28.0
Female,Graduate School,Yes,7.455984018394087,Divorced,4085.851240933911,10.0,0.6550037994982995,Urban,London,37.0
Female,High School,Yes,7.05076703784091,Divorced,5582.016683749964,66.0,-0.06159495852689448,Urban,,41.0
Female,Graduate School,No,4.89363344533661,Married,4032.558037313228,59.0,0.16780444845281384,Suburban,New Castle,30.0
Female,Graduate School,Yes,7.681748261519017,Divorced,4907.736747715386,57.0,-0.1440339074831526,Suburban,New Castle,29.0
Female,Graduate School,No,4.6795156785193015,Married,4361.140577842195,42.0,0.4563085431099204,Suburban,,27.0
Female,High School,Yes,5.142605386566847,Divorced,4353.338366866599,48.0,-0.6545109863219093,,Manchester,40.0
Male,High School,Yes,7.754094809335317,Married,7647.999049285936,58.0,0.8510665594521905,Urban,London,40.0
Male,College,No,5.439503355342448,Married,3702.486436630945,60.0,-0.21967949893901498,Suburban,London,29.0
Male,College,Yes,8.159276804574594,Divorced,6295.908657330953,63.0,0.05297046451876092,Urban,London,24.0
Male,College,Yes,6.300742295333191,Divorced,6899.624182941265,74.0,0.052256291610041666,Urban,Manchester,
Male,College,No,4.175573398592413,Married,5662.8554141686545,92.0,-1.0713401083908458,Rural,New Castle,28.0
Female,College,Yes,6.419176388252121,Single,4807.113353266087,63.0,-0.38730839041056886,Urban,Manchester,38.0
Male,High School,No,4.493615341491752,Single,4404.149176890433,61.0,-0.4790732160659408,Rural,New Castle,29.0
Male,Graduate School,No,4.226013994625644,Single,5037.543441066865,66.0,0.2676398002782714,Rural,Manchester,
Female,Graduate School,No,5.050616550130172,Divorced,3865.5970702822533,116.0,-0.5402768773320058,Suburban,London,23.0
Male,,Yes,8.034369079224984,Divorced,6267.402489933445,69.0,-0.16051392601668374,Urban,London,25.0
Female,Graduate School,Yes,6.174380453746638,Divorced,5590.807616272285,58.0,0.11382824617423837,Suburban,New Castle,31.0
Female,College,Yes,7.305058436007762,Single,4289.685248134215,33.0,0.1513330465554954,Suburban,Manchester,31.0
Female,Graduate School,Yes,5.271977968020169,Single,4871.048632909995,37.0,0.19171932720151535,Urban,New Castle,37.0
Female,Graduate School,No,4.627564101357154,Divorced,5264.084107727782,38.0,0.4399464293388451,Suburban,London,20.0
Male,College,Yes,5.657668199500427,Divorced,5319.757271597224,51.0,-0.037597486068109365,Urban,New Castle,22.0
Female,High School,No,3.8919531088593056,Married,5086.454751041829,73.0,-0.5145725870474686,Rural,New Castle,40.0
Female,Graduate School,No,4.9191992826390685,Divorced,,47.0,0.8484693001641093,Rural,Manchester,18.0
Female,High School,Yes,4.279729499197052,Single,6113.564923984875,48.0,0.0647523302387662,Urban,Manchester,36.0
Male,High School,Yes,7.807269176576261,Married,5199.734358886638,47.0,,Urban,London,22.0
Female,Graduate School,Yes,6.085320150244969,Single,2884.145769508914,19.0,-0.27329512582812376,Urban,,34.0
Male,High School,Yes,5.984237908275118,Divorced,5411.895828402139,,0.07587196682288472,Urban,Manchester,24.0
Female,High School,Yes,5.544248951341275,Married,7040.350352604898,46.0,0.6986757052507256,Suburban,Manchester,43.0
Male,High School,Yes,8.2211334400856,Single,2713.531720629938,13.0,,Suburban,London,
Male,Graduate School,No,3.7156590860539014,Married,5562.283057714934,64.0,0.7084325152851563,Urban,London,42.0
Male,College,Yes,8.79645620137353,Single,6269.8839523804,34.0,0.6822836205696553,Urban,New Castle,17.0
Female,High School,No,3.3435762818915356,Married,5562.285817199676,49.0,0.5568004501114453,Rural,New Castle,47.0
Male,High School,No,4.92036270243185,Single,3930.8604248130655,79.0,-0.3810254692772136,Urban,Manchester,33.0
Female,College,No,4.688887427518184,Single,5690.447527660694,59.0,0.08257262872146337,Rural,London,47.0
Female,College,Yes,6.128190677639763,Divorced,3081.3079942866843,22.0,0.041949965944497486,Urban,Manchester,31.0
Male,High School,,3.3843973068193374,Married,5104.115017498883,68.0,0.33048610501764175,Rural,Manchester,16.0
Male,Graduate School,No,5.252749761371177,Married,5800.594193850418,61.0,-0.23556379215186685,Rural,Manchester,30.0
Male,Graduate School,Yes,8.22739752894931,Single,5469.054097060617,67.0,0.031006352844602625,Urban,London,35.0
Female,High School,Yes,5.435471533672766,Single,5458.625305533024,43.0,0.055422745166473164,Urban,London,32.0
Male,High School,Yes,4.972603396352704,Divorced,5923.37280822878,44.0,0.26286623284744126,Urban,London,30.0
Female,Graduate School,Yes,5.409298417460989,Divorced,4632.078875780998,46.0,-0.17811837179263207,Suburban,New Castle,18.0
Female,College,No,4.495478049651226,Married,4364.022201839245,51.0,-0.12757484885900328,Suburban,New Castle,26.0
Male,High School,Yes,5.839844096800476,Divorced,6328.936047429122,61.0,-0.0664420139573843,Urban,Manchester,21.0
Male,High School,Yes,4.181153030349294,Divorced,2096.2728599037423,43.0,-0.9209671136929148,Urban,New Castle,40.0
Male,High School,Yes,5.221550529061246,Divorced,3117.7477300826968,14.0,0.08603426671697789,Urban,London,32.0
Female,High School,No,4.993806257800706,Married,4461.887177346732,55.0,0.5953539381665864,Urban,London,30.0
Male,Graduate School,No,5.142220516864104,Divorced,3309.698458640225,,-0.15339623848781536,Suburban,New Castle,40.0
Female,,No,4.745042808692628,Single,3992.793850735479,52.0,-0.3159246455745002,Rural,New Castle,43.0
Female,College,No,4.018260235792483,Single,,71.0,0.4668697430992609,Suburban,Manchester,22.0
Male,High School,Yes,7.0150899981269434,Divorced,5163.906834879836,43.0,0.010776229559629091,Urban,New Castle,45.0
Male,High School,Yes,9.448463538408149,Single,5533.145076149283,35.0,0.7156092463442583,Urban,New Castle,39.0
Male,High School,Yes,5.731431432391074,Single,5826.175324315407,41.0,0.39256354255214243,Urban,Manchester,22.0
Female,High School,Yes,6.7014501413065535,Single,5719.171004542488,46.0,0.2048257046626396,Urban,London,39.0
Male,High School,No,5.54156330508289,Married,4351.251067969867,89.0,-0.7992575506537394,Rural,New Castle,37.0
Male,High School,Yes,5.066153947942984,Divorced,4838.767612105349,14.0,0.6398130254124953,Urban,London,18.0
Male,High School,Yes,6.577061629872958,Divorced,6072.900331139917,20.0,0.798091713796323,Urban,New Castle,
Female,College,No,5.1412734283612505,Married,5903.786547393502,69.0,0.31986036950026353,Suburban,Manchester,30.0
Female,College,Yes,7.38926414293903,Divorced,6417.98343658109,36.0,0.7707171064901903,Urban,Manchester,29.0
Male,Graduate School,Yes,8.544287334365025,Divorced,6686.298583082984,54.0,0.468357738811118,Rural,Manchester,31.0
Female,Graduate School,Yes,6.159214354624394,Married,6571.411052285515,59.0,0.22991924224807925,Urban,Manchester,29.0
Male,Graduate School,No,4.599442151379795,Married,6796.1704038906655,47.0,0.2527496342464256,Rural,New Castle,23.0
Female,College,Yes,3.552245984351579,Divorced,3784.389089475481,24.0,-0.15745792749486104,Urban,New Castle,41.0
Female,High School,Yes,5.901114041320168,Divorced,,64.0,-0.3353176299827946,Suburban,London,41.0
Female,College,Yes,5.005176085248481,Married,3984.9661381953433,23.0,0.0024109919656584156,Rural,New Castle,40.0
Female,College,Yes,4.243570946540372,Single,6247.517231280993,51.0,-0.0743685023061178,Suburban,Manchester,29.0
Male,Graduate School,Yes,6.5842291788314355,Divorced,5062.914539634065,8.0,0.917818452085656,Rural,Manchester,43.0
Male,High School,No,4.58255561082217,Divorced,3738.18558216992,41.0,0.41571626272455475,Rural,New Castle,49.0
Female,Graduate School,Yes,5.857746990610002,Divorced,5086.501059204591,50.0,-0.2300339401678011,Urban,New Castle,37.0
Female,Graduate School,No,5.071652856765038,Married,4220.674467246491,,-0.2453895531121296,Suburban,London,43.0
Female,Graduate School,Yes,6.431992361949329,Single,4417.326729511363,24.0,0.44303983176451256,Urban,Manchester,28.0
Male,Graduate School,Yes,7.467628852006443,Divorced,7251.72578611927,57.0,0.38675977217619206,Suburban,Manchester,34.0
Female,High School,Yes,4.610137725057766,Divorced,4937.802919031279,53.0,-0.2001683087698727,Rural,New Castle,39.0
Female,College,Yes,,Divorced,5726.555184079321,64.0,-0.2530852039218478,Urban,Manchester,31.0
Female,High School,Yes,6.567782782202078,Married,7147.832032881068,65.0,0.38585839589748716,Urban,New Castle,41.0
Female,College,Yes,7.0879674019208085,Divorced,6306.486556207861,62.0,-0.12714512045456294,Urban,London,24.0
Male,High School,No,2.942447731113691,Married,5401.515366063353,49.0,0.4033307077015923,Rural,New Castle,23.0
Female,High School,Yes,7.617705465160062,Married,7028.756979641622,45.0,1.0827330208024482,Suburban,New Castle,28.0
Male,High School,Yes,5.738604206194351,Married,4116.128241145206,47.0,-0.5143233401559635,Urban,Manchester,52.0
Female,Graduate School,Yes,6.021591726025561,Divorced,3731.6610421348173,39.0,-0.2167463386236248,Suburban,New Castle,26.0
Male,College,Yes,6.456485800174753,Married,3756.3629879687323,63.0,-0.7328594327252814,Urban,London,34.0
Female,Graduate School,Yes,,Divorced,3755.9541295520203,34.0,-0.3212855254464204,Suburban,London,31.0
Female,High School,No,5.588260151455306,Married,4475.625395286421,44.0,0.35912167848254917,Rural,New Castle,32.0
Male,Graduate School,No,5.889307695844706,Married,5568.937694147429,51.0,0.7782086742886862,Suburban,London,22.0
Male,College,Yes,6.275836986162742,Divorced,3493.179703163446,2.0,0.7254690738525301,Suburban,London,26.0
Female,High School,No,3.818325655338682,Married,6395.354785446307,82.0,-0.22053482432339722,Suburban,New Castle,23.0
Female,College,No,5.180605289904426,Divorced,4521.912796945791,44.0,0.4982030352004283,Rural,London,45.0
Female,Graduate School,No,4.2528861843024135,Divorced,3951.685716974893,62.0,-0.366601364368494,Rural,New Castle,30.0
Female,High School,No,5.282530168413768,Married,4130.128354199743,26.0,0.5542430683702039,Urban,New Castle,34.0
Female,Graduate School,Yes,6.607083975819359,Divorced,4776.996192898424,82.0,-0.8262380818266615,Urban,London,34.0
Female,High School,No,5.2223845472186685,Married,4015.9863032831354,31.0,0.8407699399239705,Suburban,New Castle,35.0
Male,Graduate School,No,3.047772826646577,Divorced,6507.374600883173,96.0,-0.8737504186597926,Rural,Manchester,36.0
Female,High School,No,4.503986709974161,Married,4775.671468034449,81.0,0.3804059329831665,Rural,Manchester,27.0
Female,High School,No,3.009298499559877,Divorced,4902.412976034584,33.0,0.37234354958438853,Rural,London,32.0
Female,College,No,4.083643794144469,Married,6547.124537794727,49.0,0.39432978797514984,Suburban,New Castle,41.0
Male,College,No,4.488888351833155,Married,5242.763917669115,57.0,0.1475521375879677,Rural,Manchester,29.0
Female,High School,Yes,5.638004145586815,Single,5798.898951312902,62.0,-0.16826123005977878,Suburban,London,20.0
,High School,Yes,5.673449030199955,Divorced,4426.5759406092775,12.0,0.5931363372716772,Suburban,New Castle,33.0
Male,Graduate School,No,5.120630392146194,Single,3874.557657263685,56.0,-0.3244179924237951,Rural,London,41.0
Female,High School,Yes,7.802795749090264,Divorced,6756.111435108673,65.0,-0.007016189485823582,Urban,New Castle,41.0
Female,High School,Yes,7.557842821529827,Single,5085.071428831523,35.0,0.3572193880589726,Urban,Manchester,32.0
Female,Graduate School,Yes,7.7286699593258605,Single,3853.6568189533577,,,Urban,Manchester,32.0
Male,Graduate School,Yes,6.642651482205361,Divorced,5468.819313516109,43.0,0.22403481144731197,Urban,New Castle,32.0
Male,College,Yes,4.521356592567507,Married,5027.878832844001,46.0,0.10383669869282741,Urban,London,34.0
Male,High School,Yes,4.544033609113056,Divorced,5563.430216880677,52.0,-0.17981003417155117,Urban,New Castle,25.0
Male,Graduate School,No,5.4585177012939585,Married,4076.484262313191,23.0,-0.037564780987711544,Suburban,London,37.0
Female,High School,No,4.574197173660477,Married,4163.0810935129475,28.0,0.503098638650412,Rural,Manchester,23.0
Female,Graduate School,No,4.674579335615407,Married,4906.817927280312,51.0,0.05896028594984415,Rural,London,37.0
Male,High School,No,3.2470416110458244,Divorced,7396.92112051077,68.0,0.36789752543754317,Rural,Manchester,41.0
Male,College,Yes,6.889021756895873,Divorced,2925.006790303498,36.0,-0.2526874639975639,Urban,,31.0
Female,High School,No,3.276802779567478,Married,5286.60502786424,51.0,0.6002641359246487,Suburban,New Castle,33.0
Female,High School,Yes,4.685761715800727,Married,3573.627038528397,17.0,0.10640964853395724,Rural,London,27.0
Male,High School,Yes,5.332309852860828,Divorced,6262.1891363433115,55.0,0.08037331774408052,Suburban,New Castle,30.0
Male,College,No,4.262723077609358,Married,4164.987920576756,33.0,0.658701413744332,Rural,London,24.0
Female,High School,No,5.084493723789377,Married,4032.5037405557537,39.0,0.2059174163346129,Rural,London,36.0
Male,Graduate School,No,4.45019004914781,Married,4270.636349129356,76.0,0.23800264941133398,Rural,New Castle,41.0
