Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Divorced,College,0.5094100638104618,6.706454558580408,29.0,Female,Yes,51337.435618091244,Urban,4.0,New Castle
Married,Graduate School,0.158622692824512,4.049692802872577,34.0,Male,No,52899.92543065048,Suburban,3.0,Manchester
Married,Graduate School,-0.7363338452364017,6.562059921397511,33.0,Male,No,59671.69747035033,Rural,2.0,New Castle
Married,High School,-0.02236254945216075,3.8303000708762927,37.0,Male,No,35655.962678294425,Rural,5.0,Manchester
Divorced,Graduate School,-0.2651893833479113,3.210613871771149,,Male,Yes,73296.30223730046,Suburban,6.0,London
Divorced,High School,0.5963361606595162,5.987689701278324,29.0,Male,Yes,50311.89689970112,Urban,4.0,Manchester
Single,Graduate School,-0.03499573239712085,6.209789514544163,37.0,Male,Yes,67781.20454902312,Urban,5.0,Manchester
Single,Graduate School,-0.6694813423910587,7.775786791752084,31.0,Female,Yes,57669.67273945407,Urban,4.0,London
Married,High School,0.5877756356783801,2.6905368240877303,20.0,Female,No,,Suburban,3.0,New Castle
Single,College,-0.05021976108885999,4.695237370435394,25.0,,Yes,65650.75590454694,Urban,4.0,Manchester
Divorced,Graduate School,-0.18691640003906002,6.029822548431361,28.0,Female,Yes,39172.31886816664,Urban,7.0,New Castle
Married,High School,-0.1312718840801084,4.3421692962329415,31.0,Male,No,53398.231101384576,Urban,5.0,London
Divorced,High School,0.17837422650680335,4.482967375489914,19.0,Female,Yes,44918.26877265733,Suburban,7.0,London
Single,College,-0.15090276117578602,5.117439783859169,28.0,Female,Yes,57364.18476439916,Suburban,6.0,Manchester
Divorced,College,0.22466274699734998,3.5634588548361,11.0,Female,Yes,53478.45938765537,Suburban,4.0,New Castle
Married,High School,0.3506980884894787,6.153273719448916,31.0,Female,,46553.21953344664,Rural,5.0,New Castle
Single,College,0.876343858196922,6.520434324970906,21.0,Female,No,46793.40860146726,Rural,3.0,London
Divorced,College,-0.24450535922781985,6.748313452865811,34.0,Female,No,60849.13045546251,Suburban,4.0,New Castle
Divorced,High School,-0.3862948327104252,5.8868764000059155,21.0,Male,Yes,72217.59473313473,Urban,5.0,New Castle
Divorced,College,-0.6138754952780543,7.026114276885528,25.0,Female,No,53993.918987810044,Suburban,3.0,Manchester
Divorced,High School,-0.5665415155245023,7.883988182365524,31.0,Male,Yes,39210.42041123628,Suburban,5.0,London
Single,High School,0.23963083256611192,5.7719339321063226,21.0,Female,Yes,60578.58802465211,Urban,6.0,London
Married,Graduate School,-0.14771676557182978,6.098748733547256,24.0,Female,Yes,53093.69468025918,Suburban,4.0,New Castle
Married,College,0.23954230007786684,4.124931210001174,51.0,Female,No,50404.80456114517,Suburban,4.0,Manchester
Divorced,High School,-0.5326618871286065,5.693232588287295,30.0,Male,Yes,58332.116298422356,Urban,6.0,London
Single,Graduate School,-0.44484642552608455,5.291469447080846,41.0,Male,No,67170.27281805198,Rural,4.0,Manchester
Divorced,College,-0.462990694386311,4.751670789436901,21.0,,Yes,43153.18647004239,Urban,5.0,Manchester
Divorced,College,-0.5602621050649947,5.993571495701177,27.0,Female,Yes,37556.51567051302,Suburban,7.0,New Castle
Single,High School,-0.055341298622286414,4.752341127185663,20.0,,Yes,63244.71628515847,Urban,3.0,London
Single,High School,-0.055647815543583196,5.463595002581646,21.0,Male,Yes,53969.729493608334,Suburban,2.0,New Castle
Single,Graduate School,-0.36149473007888494,6.1030171029705755,37.0,Male,Yes,64806.371857169346,Urban,4.0,Manchester
Divorced,High School,-0.4004726272705506,5.753950855933496,34.0,Female,No,51047.39435872881,Rural,5.0,London
Divorced,High School,0.6286421300141319,6.84203508738324,41.0,Female,No,53471.59072702442,Rural,5.0,New Castle
Married,High School,-0.47898080857117464,4.376135119905239,41.0,Male,No,54886.45406618304,Suburban,4.0,New Castle
Married,College,-0.5505503685479938,3.8133427596307072,22.0,Female,Yes,39391.02790223273,Urban,4.0,Manchester
Single,Graduate School,-0.114420416815288,9.388425117786804,32.0,Female,No,53439.59608809675,Suburban,3.0,London
Divorced,Graduate School,0.6576447832379644,5.008241797616236,18.0,Female,Yes,49064.66342080029,Urban,4.0,London
Divorced,High School,-0.14124888751127793,6.130163242514751,30.0,Male,No,70567.72252832519,Rural,6.0,Manchester
Single,College,0.5496362043061254,5.71274101274613,32.0,Male,Yes,69726.88783161058,Urban,4.0,London
Single,College,-0.2724926271498317,3.8921124996371015,18.0,Male,Yes,44161.90013426379,Urban,,New Castle
Divorced,High School,0.4954360895267788,5.610072972354471,35.0,Female,No,33849.67614827443,Rural,7.0,Manchester
Single,Graduate School,1.303421471438763,6.190693710731505,26.0,Female,Yes,48919.74243711807,Urban,6.0,New Castle
Divorced,High School,0.0951138026672588,4.723143484025904,22.0,Female,Yes,63056.27088552366,Suburban,3.0,Manchester
Married,High School,0.2862297876418042,4.637450864673743,36.0,Male,No,52936.657998649345,Rural,6.0,London
Married,High School,-0.24175233827783027,8.305733627510197,29.0,Male,No,58569.878729103264,Suburban,7.0,London
Married,College,-0.833928191459848,6.4067384919228925,38.0,Male,No,58318.150643397545,Rural,5.0,New Castle
Married,High School,-0.111328644955972,5.811779938929516,23.0,Female,No,42552.18705429783,Urban,6.0,London
Divorced,College,0.34878108124060897,5.436408125961811,25.0,Male,Yes,60707.56331686339,Urban,4.0,New Castle
Divorced,College,-0.34639122556927365,6.695130605085554,17.0,Female,Yes,62420.129570565914,Urban,3.0,New Castle
Single,High School,0.3311734250844804,6.814672390402746,30.0,Male,Yes,46999.12207173207,Suburban,1.0,London
Married,Graduate School,-0.6639423515600404,5.329235871450665,47.0,Female,No,53373.10137520731,Suburban,5.0,New Castle
Married,High School,-0.45902726373970015,4.658001253924123,42.0,Female,No,51998.40683185721,Rural,6.0,New Castle
Married,High School,0.5471279761135888,6.026141520027551,30.0,Female,No,44170.86677851614,Suburban,7.0,Manchester
Divorced,High School,-0.21309905121429845,4.3365529312281,24.0,Male,Yes,49639.924651143745,Urban,8.0,New Castle
Single,College,-0.3952036445489619,5.39889354446894,24.0,Male,Yes,41270.21685999574,Urban,6.0,London
Divorced,College,-0.4227184159115675,4.188418967907064,22.0,Female,Yes,67325.80023032868,Urban,5.0,Manchester
,High School,0.6402106695632753,5.039994567449645,20.0,Male,No,55403.753278136726,Rural,3.0,London
Divorced,High School,0.4704981156010241,7.640327635965831,31.0,Male,Yes,39850.42693168673,Urban,5.0,New Castle
Married,Graduate School,0.22698056495466054,6.901961732459965,48.0,Male,No,58302.330412230134,Urban,3.0,New Castle
Single,College,0.06813782641630689,6.54565727932286,23.0,Female,,68775.04934621259,Urban,5.0,London
Divorced,High School,-0.19898048463484297,4.4337433946151235,24.0,Male,Yes,36213.57612169027,Suburban,5.0,New Castle
Married,Graduate School,0.06883078765617041,3.1797114159636326,15.0,Male,Yes,69430.23423629464,Rural,4.0,New Castle
Divorced,Graduate School,0.8102897154582335,6.437783580867246,16.0,Male,Yes,51306.89078426873,Rural,5.0,Manchester
Single,Graduate School,0.035833145453942436,6.1404678572202505,28.0,Female,Yes,79584.84336759473,Urban,5.0,London
Single,Graduate School,-0.09287783340075637,5.055673075873958,21.0,Male,Yes,57423.836659536944,Urban,5.0,New Castle
Married,Graduate School,-0.12427511574331601,4.941192671973668,23.0,Male,No,41205.72255216943,Suburban,4.0,London
Divorced,Graduate School,0.19183969526216693,3.45484928128249,21.0,Female,No,62770.727141000156,Rural,10.0,London
Divorced,High School,,6.051260424554052,17.0,Male,Yes,69688.93464975615,Rural,1.0,New Castle
Married,Graduate School,-0.5922987046055197,6.539989402284769,16.0,Male,No,52595.81841624559,Rural,6.0,New Castle
Divorced,College,-0.012450076112727387,6.133121424923665,26.0,Female,Yes,51450.89757341801,Urban,7.0,Manchester
Divorced,Graduate School,-0.47964721291236534,4.479381193346659,42.0,Male,No,62281.93396321528,Suburban,4.0,
Married,Graduate School,-0.19869195586998817,6.0981202551363225,23.0,Male,No,41337.293999049434,Rural,6.0,London
Divorced,High School,0.2574693027588626,4.013309112636155,14.0,Female,Yes,66819.33450818143,Suburban,6.0,Manchester
Single,Graduate School,0.45854074128644945,2.62956411113053,36.0,Female,No,45010.12439862684,Suburban,7.0,
Divorced,High School,0.6189947607567243,5.29826018086837,24.0,Female,Yes,63525.33673442012,Urban,4.0,New Castle
Divorced,College,0.5545027805537305,5.3368889070201355,25.0,Female,Yes,36621.63004559279,Rural,5.0,New Castle
Single,Graduate School,-0.09347833186258017,5.709052848258004,39.0,Male,No,49701.214095709816,Rural,7.0,New Castle
Single,Graduate School,0.33564972715633173,6.196537250272474,17.0,Female,Yes,60810.53453733966,Urban,4.0,London
Married,Graduate School,0.6336194977694007,4.037459502897844,21.0,Female,Yes,56254.263937024785,Urban,4.0,Manchester
Single,High School,-0.4914628962639811,6.171730179118613,30.0,Female,Yes,71482.59830528649,Suburban,6.0,London
Single,High School,-0.20171130584013464,6.489301587342129,25.0,Male,Yes,67064.64985848645,Urban,3.0,New Castle
Single,Graduate School,0.05694991176835969,6.617896306295609,31.0,Female,Yes,43404.69135364617,Urban,5.0,New Castle
Single,High School,0.8842749374277334,5.178324934936733,29.0,Female,Yes,59468.29893979979,Urban,5.0,Manchester
Divorced,High School,-0.493677732638625,4.2688642358374365,17.0,Male,Yes,54358.46320303368,Suburban,4.0,Manchester
Divorced,Graduate School,0.1613843768932399,3.6229434215040177,13.0,Male,Yes,61995.76986963567,Rural,7.0,Manchester
Divorced,College,-0.04773080807414545,5.257729333364236,19.0,Female,Yes,69765.10555082941,Rural,7.0,Manchester
Married,High School,0.18430703181258654,8.098848567509524,40.0,Female,Yes,52237.34275020815,Urban,4.0,London
Divorced,Graduate School,-0.041274650117061204,6.634331785201686,27.0,Male,Yes,61317.034973166934,Urban,6.0,London
Single,Graduate School,-0.31249205823840676,7.536055599256507,22.0,Female,Yes,58891.12403127132,Urban,6.0,London
Married,Graduate School,-0.08013510462050705,5.32178540727096,31.0,Male,No,62179.58988388336,Rural,,London
Divorced,Graduate School,0.5776804218755179,5.049742414665323,19.0,Male,Yes,69918.85359573415,Urban,6.0,Manchester
Single,College,0.7023723754645593,7.754465192905803,40.0,Male,Yes,71549.7425080188,Urban,4.0,London
Married,High School,-0.2749532214981543,5.2005355972688925,49.0,Male,No,58845.908137298116,Suburban,3.0,Manchester
Divorced,College,0.15673123495843236,4.881212502927697,28.0,Male,Yes,70641.51205013618,Rural,4.0,New Castle
Married,High School,-0.3565978433947634,4.4529305092569675,20.0,Female,Yes,50290.67438651077,Suburban,5.0,London
Married,High School,-0.5213482878366146,7.870908403221878,23.0,Female,No,46845.26052427222,Suburban,6.0,Manchester
Married,Graduate School,0.11195188717288512,9.040466977247988,31.0,Female,No,66785.82203257133,Rural,7.0,London
Divorced,High School,-0.22372858067854107,2.4611528013315733,18.0,Male,Yes,64990.39960224012,Rural,5.0,London
Single,Graduate School,-0.0016320772440899245,7.161322950966822,37.0,Female,Yes,47339.31878456561,Suburban,4.0,New Castle
Divorced,High School,-0.28615873817822235,3.068900638536232,19.0,Male,Yes,64224.61483359878,Urban,6.0,London
Married,High School,0.10809067608303581,6.146651790786837,24.0,Male,No,44483.22999514827,Rural,6.0,London
Divorced,College,0.6596005808477934,5.956712686167918,23.0,Male,Yes,,Urban,6.0,Manchester
Single,Graduate School,-0.5208484116502838,7.040919859848135,,Male,No,83515.0813129289,Rural,4.0,Manchester
Married,High School,-0.16004410185047635,5.289451299639177,27.0,Female,No,22137.555583258356,Suburban,5.0,London
Single,College,-0.12408466587129816,4.155829899969329,27.0,Male,Yes,73478.73272205729,Urban,5.0,Manchester
Married,High School,0.07568008643927672,7.305313771054724,28.0,Male,,56855.49395113779,Rural,7.0,London
Married,Graduate School,-0.45579116534038167,6.376898728135207,31.0,Male,No,81792.98334581593,Rural,4.0,New Castle
Married,High School,-0.8474318105792068,8.291652584774045,19.0,Female,No,50111.71807806691,Suburban,,New Castle
Married,College,0.28862025732240254,6.80164740720461,23.0,Female,No,57663.58879849273,Urban,5.0,Manchester
Divorced,College,0.4102321779419085,5.590599864625702,32.0,Female,No,51498.75992649994,Urban,5.0,London
Divorced,High School,0.5485663152322928,6.072638860335475,28.0,Female,Yes,79919.43333229946,Suburban,6.0,Manchester
Single,College,0.4122211113073296,5.737316611090018,18.0,Female,Yes,62188.299348256645,Rural,5.0,London
Divorced,College,-0.3431258352432766,7.055826587354444,18.0,,Yes,63456.38845091284,Urban,,London
Married,High School,0.13654310571487488,6.7106577920307,32.0,Female,No,47967.72890319778,Suburban,6.0,London
Married,College,-0.35072497846759315,4.819899191329436,19.0,Male,Yes,57912.93133380682,Suburban,4.0,New Castle
Single,College,-0.043353498462780096,6.232185509626225,18.0,Male,No,53289.36366486014,Suburban,6.0,London
Married,High School,0.49987705891488077,5.069132642643546,12.0,Female,No,47039.367437846566,Urban,9.0,Manchester
Married,Graduate School,0.4297842096923859,,33.0,Female,No,34368.281106181195,Rural,3.0,
Married,Graduate School,-0.23920325287493138,5.3291647107631315,18.0,Male,Yes,58609.52579668795,Urban,6.0,Manchester
Divorced,College,-0.159287706875986,6.154989196203438,19.0,Female,Yes,39131.540752457855,Suburban,4.0,London
Divorced,High School,-0.4085676480292081,4.362539980098747,18.0,Female,Yes,52792.403546672234,Urban,3.0,London
Divorced,High School,-0.1953598915881387,4.855024920955333,26.0,Female,Yes,61384.89561145607,Urban,3.0,New Castle
Married,Graduate School,-0.42599645667971286,6.555071497551414,19.0,Female,Yes,36375.22372618479,Urban,2.0,
Divorced,College,0.6256188759245573,5.330239474379603,28.0,Female,Yes,65295.469465196606,Urban,,New Castle
Divorced,,-0.030236301492849144,5.528232975310744,19.0,Female,Yes,59173.19784791126,Suburban,5.0,London
Married,College,,6.25289043382155,,Male,No,40794.648877720756,Rural,2.0,New Castle
Divorced,College,-0.27060777801194735,3.4766135129555895,28.0,Female,Yes,74508.92255035647,Urban,6.0,Manchester
Single,Graduate School,,7.6385478529641055,28.0,Male,Yes,57714.63479688515,Rural,6.0,London
Divorced,College,-0.1998035147546821,3.104037783394708,4.0,Male,Yes,52978.57258012297,Urban,5.0,London
Single,High School,0.8145208643086674,3.427379250702496,25.0,Male,No,67980.8089103213,Rural,7.0,London
Divorced,Graduate School,0.14062524171893698,6.063318958684622,27.0,Female,Yes,69851.96718737965,Suburban,4.0,New Castle
Divorced,College,0.8153921632041418,3.4227751847189727,24.0,Female,Yes,54577.11304719617,Urban,3.0,Manchester
Divorced,,0.4803852229354298,5.319762469257243,14.0,Female,Yes,58506.82299534008,Suburban,3.0,New Castle
Single,High School,-0.27856119682350894,4.077233522438982,42.0,Male,No,59388.183998884095,Rural,8.0,New Castle
Married,College,0.4548831450798419,5.68842872971346,35.0,Male,No,66593.23537512039,Urban,2.0,Manchester
Single,Graduate School,-0.3886053714045756,8.9200695207332,19.0,Female,No,59589.6746938261,Rural,3.0,London
Divorced,High School,0.25493972096739176,6.401725985751659,35.0,Female,Yes,87139.12994039076,Urban,5.0,Manchester
Divorced,Graduate School,0.36543215759774555,5.8239588172135255,20.0,Male,Yes,44275.248973140624,Urban,4.0,New Castle
Single,Graduate School,-0.33011581712131666,4.631983648420254,26.0,Female,Yes,62403.81339379299,Urban,4.0,London
Divorced,High School,0.08186798627327994,5.829944363248627,17.0,Female,Yes,37002.6021470604,Suburban,5.0,New Castle
Married,College,-0.22224057702098893,2.776363133737641,31.0,Female,No,60941.42557404204,Suburban,3.0,London
Divorced,Graduate School,0.9345803999245295,2.582283403068836,11.0,Male,Yes,67025.31007159229,Urban,7.0,
Married,Graduate School,0.1269159326265735,4.824348185505147,29.0,Male,No,58296.590607224156,Rural,4.0,Manchester
,Graduate School,0.34701068971519283,7.1717364924104565,22.0,Male,No,61699.842376289766,Suburban,5.0,
Married,College,0.15954755971472406,6.325344540004608,34.0,Female,No,62738.384841681975,,5.0,New Castle
Married,College,0.379173860904836,3.5968114475757447,36.0,Female,No,72442.34835538751,Suburban,6.0,London
Divorced,High School,0.6843267127459942,3.542404354406285,2.0,Female,Yes,68801.1434987896,Suburban,6.0,London
Divorced,Graduate School,0.43278499851081365,3.780223369398173,34.0,Male,No,42264.45209142421,Suburban,7.0,New Castle
Divorced,College,0.24073750936951377,6.192320649187179,30.0,Male,No,45954.090026393445,Rural,4.0,Manchester
Divorced,Graduate School,0.5390345952151046,6.753212354843131,40.0,Female,Yes,30999.161428403542,Urban,6.0,New Castle
Single,,0.8224929429142611,6.3903958090231665,37.0,,Yes,46106.906396643244,Urban,6.0,Manchester
Divorced,Graduate School,0.5568587794440295,4.9052438879467175,32.0,Female,Yes,60584.42279006702,Rural,7.0,London
Married,High School,-0.08294660465678871,5.491281878558475,40.0,Male,No,67015.91331838303,Rural,2.0,Manchester
Married,Graduate School,0.19891516821785368,9.359936832664465,26.0,Male,No,52733.38845720255,,4.0,Manchester
Married,College,0.4361762348649279,6.2700623528214,46.0,Female,No,45578.622832104404,Rural,3.0,New Castle
Single,High School,-0.045801215025663755,6.683598938403348,29.0,Male,Yes,27988.985269309516,Urban,8.0,New Castle
