Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
Yes,5.0,Mahasarakam,Male,Single,Graduate School,4.931516691895979,Suburban,30.0,0.17813612283543956,3925.077324761122
No,4.0,Khon Kaen,Male,Single,High School,3.9574587467890203,Rural,16.0,-0.32538778331714335,7202.194873892029
Yes,,Khon Kaen,Male,Single,College,4.72802894147591,Rural,48.0,0.11652650687895977,4906.766602702599
No,2.0,Khon Kaen,Male,,High School,3.829212737267693,Rural,18.0,0.30135243429730346,5248.019604018172
Yes,4.0,Mahasarakam,Male,Divorced,College,5.5128376657239935,Suburban,26.0,,5636.081480482488
No,2.0,Mahasarakam,Female,Married,College,4.862124930627272,Suburban,28.0,-0.28172871794173915,6009.98649100743
No,2.0,Khon Kaen,Female,Married,High School,3.6595254570902056,Suburban,,-0.23555304109262212,4688.45388755328
Yes,4.0,Mahasarakam,Male,Divorced,Graduate School,5.72520411094653,Rural,13.0,0.15461444168771515,5246.28014935387
Yes,5.0,Khon Kaen,Male,Divorced,Graduate School,7.587042323454471,Urban,19.0,0.5506707876701753,6635.355369901614
No,6.0,Mahasarakam,Male,Single,Graduate School,3.3383333311728887,Rural,27.0,-0.9874145518368951,5315.227101265185
Yes,3.0,Khon Kaen,Male,Divorced,Graduate School,5.169065254194216,Urban,31.0,-0.06324681460728487,4097.536539232896
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,3.979500031305053,Suburban,29.0,0.37656102815299286,3869.8829545461135
No,4.0,Udon,Male,Divorced,High School,3.98568459734519,Rural,40.0,0.5080114672364874,6680.433387351637
No,5.0,Mahasarakam,Male,Married,Graduate School,4.284063492196503,Rural,38.0,0.9104459428596192,4461.687519835467
Yes,5.0,Udon,Female,Single,Graduate School,4.398773225359907,Rural,37.0,-0.16187918184391498,3579.4544840182025
Yes,7.0,Udon,Female,Single,High School,6.0095367108058575,Urban,26.0,0.21015648480723992,6290.739307756448
Yes,5.0,Khon Kaen,Male,Divorced,High School,5.021840899054869,Suburban,41.0,0.11232235927305756,5645.913418733844
No,7.0,Mahasarakam,Female,Divorced,Graduate School,3.4738972075260524,Rural,42.0,0.19991702132840383,4385.489902242877
No,4.0,Khon Kaen,Male,Married,High School,4.592159557967103,Rural,30.0,0.5752307767474314,4921.992524163856
No,3.0,Udon,Male,Married,Graduate School,2.6881235485261374,Suburban,40.0,1.1596931013278566,5118.1535916738285
No,4.0,Mahasarakam,Male,Single,College,3.585613838221149,Rural,27.0,0.4162303278800441,3032.809088237439
Yes,6.0,Khon Kaen,Male,Single,College,1.7808003295307215,Rural,26.0,-0.2734215560858921,3963.9127418910953
No,5.0,Mahasarakam,Male,Married,College,3.6015119812064946,Suburban,35.0,0.6311677980046287,3292.0561507148977
Yes,2.0,Udon,Female,Divorced,High School,5.539211296857588,Urban,49.0,0.14146468277885205,5608.895813837907
No,5.0,,Male,Single,Graduate School,3.2281232254547447,Rural,37.0,0.21160947728629703,4416.605735229175
Yes,6.0,Mahasarakam,Male,Married,Graduate School,4.65376035983128,Urban,9.0,-0.14687070084846504,6416.547706747065
Yes,4.0,Mahasarakam,Female,Single,College,3.887098860453732,Rural,39.0,-0.2813110623045208,4589.999912194139
Yes,5.0,Mahasarakam,Female,Single,High School,5.253578868913299,Urban,34.0,-0.034497842300898224,2968.7616221480243
No,5.0,Udon,Female,Divorced,High School,3.6445248689437655,Urban,30.0,0.4305702066888454,3998.1039299989125
No,6.0,Khon Kaen,Male,Divorced,Graduate School,3.6569578686951116,Rural,35.0,-0.5567745646891178,5980.672367000478
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,5.1718693701618825,Suburban,46.0,0.30388830036706943,5911.48253404924
Yes,4.0,Udon,Male,Single,High School,5.152001539277794,Urban,19.0,0.06392081656106474,4697.37823138098
Yes,6.0,Udon,Female,Single,College,6.972046286447387,Urban,27.0,0.6130677314443806,5745.43836549042
No,3.0,,Female,Married,College,1.808137773267275,Suburban,24.0,-0.09282114851687555,5793.436137830285
Yes,4.0,Mahasarakam,Female,Divorced,College,2.8275693984584773,Urban,14.0,-0.3409751123313586,
Yes,5.0,Khon Kaen,Male,Single,Graduate School,2.709020427812237,Urban,27.0,-0.18884139549006057,3731.1248974625905
No,4.0,Khon Kaen,Female,Married,Graduate School,4.348341873559169,Rural,19.0,0.031586171530033125,5978.858826329147
No,2.0,Udon,Female,Married,High School,4.491346697907628,Rural,34.0,,5263.410219636393
No,5.0,Udon,Male,Single,College,3.14534031503809,Suburban,52.0,-0.42671729925580193,6291.832349609418
Yes,5.0,Mahasarakam,Female,Divorced,Graduate School,4.798802441585072,Suburban,49.0,0.4288534556357396,4852.007630165219
No,3.0,Mahasarakam,Male,Married,Graduate School,1.6813871225642991,Rural,19.0,0.5145693660969126,4691.748536965798
Yes,4.0,Mahasarakam,Male,Divorced,College,3.520602754143443,Suburban,27.0,-0.2358955178706851,4887.673881068842
Yes,6.0,Udon,Male,Married,Graduate School,5.8950768149209285,Urban,41.0,-0.02537678212966049,5278.761488098469
No,4.0,Khon Kaen,Male,Married,Graduate School,3.6811885031370983,Suburban,36.0,0.3903289556943006,5537.940159055606
Yes,6.0,Mahasarakam,Male,Divorced,High School,4.9860554448427035,Suburban,28.0,-0.24926926415081907,5422.496442276328
Yes,6.0,Mahasarakam,Male,Divorced,,3.301151126275986,Suburban,31.0,-0.19723924402670795,3483.0451803086066
Yes,5.0,Khon Kaen,Female,,College,7.367558811833205,Suburban,31.0,0.04717459444319427,3936.622089981725
Yes,2.0,Khon Kaen,Male,Divorced,Graduate School,5.295866399644903,Suburban,33.0,0.13815860722390721,5651.873281414334
Yes,5.0,Khon Kaen,Male,Single,Graduate School,4.448322042565338,Urban,18.0,-0.4397659315135797,3104.261596467932
No,4.0,Udon,Female,Married,College,3.3809594069858315,Rural,36.0,0.14403977239180915,4255.697612837323
Yes,4.0,Mahasarakam,Male,Married,College,5.513072577930073,Rural,26.0,0.06067855761805763,4450.000531812635
No,6.0,Mahasarakam,Male,Divorced,High School,4.734516452849185,Rural,43.0,-0.14092648869733151,4527.874032466246
No,5.0,Khon Kaen,Male,,Graduate School,3.833215007831737,Rural,19.0,0.7331620449025197,3014.628526260403
No,2.0,Mahasarakam,Male,Married,College,3.785612543567927,Rural,25.0,0.05573192590049675,4464.079728447124
Yes,5.0,Udon,Male,Single,Graduate School,7.515572737921101,Suburban,28.0,0.08857403419701937,5719.044868842143
No,6.0,Khon Kaen,Male,Married,High School,3.18224490217379,Rural,35.0,0.07891579611153748,5765.091733083345
No,5.0,Mahasarakam,,Single,College,2.8534384084431426,Suburban,31.0,0.12485967250375357,5039.901005669582
Yes,5.0,Mahasarakam,Male,Single,High School,7.297589680250214,Urban,18.0,0.16122352091543818,5135.650288857038
No,4.0,Khon Kaen,Male,Divorced,College,5.499087444388891,Rural,38.0,0.7516219928952879,5088.009777723855
Yes,2.0,Udon,Male,Single,High School,3.628292843193611,Suburban,44.0,-0.24552688827522567,4329.364194022676
Yes,5.0,Khon Kaen,Male,Single,Graduate School,2.901796124764712,Rural,26.0,-0.2257649164745734,4739.67810136309
No,,Udon,Male,,College,3.591137057661223,Rural,31.0,0.8105887398163487,3562.526653755109
No,5.0,Mahasarakam,Female,Single,Graduate School,5.137927376921061,Suburban,29.0,0.28304622504191174,3406.576454478951
No,4.0,Mahasarakam,Male,Married,College,5.067747834399556,Rural,21.0,0.1778105811259813,4218.486804731518
Yes,5.0,Khon Kaen,Male,Divorced,College,6.669880453763955,Urban,28.0,0.3164988203452137,5371.493715048633
Yes,4.0,,Male,Single,,7.30142764158367,,25.0,-0.17597960508824972,3023.600412343724
No,4.0,Mahasarakam,Female,Married,High School,3.3631427916937184,Rural,17.0,0.17343743761434294,3825.083823438162
No,4.0,Udon,Male,Divorced,College,4.568347592841828,Rural,44.0,0.33305503784457036,3715.2936755073033
No,5.0,Udon,Female,Married,High School,3.359504733328678,Rural,26.0,0.0026101127124032453,4415.8396400090505
No,4.0,Udon,Male,,College,3.5707394535059396,Suburban,20.0,0.03568580435092905,6144.872259144923
Yes,6.0,Udon,Female,Divorced,High School,4.58597644180083,Urban,44.0,-0.25211108529309373,3824.4272288632174
Yes,2.0,Udon,Male,Divorced,College,5.616934241131558,Urban,25.0,-0.3779894596647465,3561.7171077757603
No,5.0,Udon,Female,Married,Graduate School,6.152030387733557,Rural,36.0,0.0829096390804811,3666.0513986299684
Yes,5.0,Khon Kaen,Male,Married,Graduate School,4.377562303402051,Suburban,36.0,-0.1677507054580818,5546.4632418289375
Yes,4.0,Mahasarakam,Male,Single,College,4.863445209968921,Urban,37.0,0.3104299365629467,5603.961341469976
Yes,2.0,Khon Kaen,Female,Single,College,4.681507617276446,Urban,39.0,-0.17591576810094575,5277.457263033164
Yes,6.0,Khon Kaen,Female,Single,High School,3.966943448700053,Urban,28.0,0.3738428439354654,3978.1773484885084
Yes,6.0,Udon,Female,Divorced,High School,5.1096903630219765,Suburban,40.0,0.012126943374281385,5519.065084835891
Yes,3.0,Mahasarakam,Male,Divorced,College,4.583098503157734,Suburban,34.0,-0.07013302823152526,5708.418134168065
No,3.0,Udon,Female,Married,Graduate School,2.4936005458406134,Suburban,40.0,-0.5397356232081387,6610.936197938157
Yes,3.0,Mahasarakam,Male,Divorced,High School,5.792004921340804,Urban,45.0,0.29038875176569107,5339.547828000984
No,4.0,Udon,Female,Married,Graduate School,3.902546161279591,Rural,37.0,0.5660438897054136,2643.354722519968
Yes,4.0,Udon,Male,Divorced,College,3.921797803841026,Urban,33.0,-0.13500456175974407,2663.692281964084
Yes,6.0,Udon,Male,Divorced,High School,6.539784878239294,Urban,30.0,0.3202302701234728,5720.1376463440765
No,3.0,Udon,Female,Divorced,Graduate School,3.3578749798175878,Suburban,30.0,0.286470810928536,5830.690845556453
No,6.0,Khon Kaen,Female,Single,College,4.399160852872933,Rural,37.0,,5522.314448529442
,5.0,Khon Kaen,Male,Divorced,College,4.384532210845396,Rural,33.0,-0.19628771529002034,6135.957464687376
Yes,6.0,Udon,Male,Single,College,3.7629845044826316,Suburban,37.0,-0.22218880773565758,4125.735471647684
Yes,5.0,Khon Kaen,Male,Divorced,,4.554249121000083,Urban,27.0,0.1573411483101031,5619.536736021629
No,6.0,Mahasarakam,Female,Married,Graduate School,3.86896969999867,Rural,,0.6647988342398929,5742.647109462654
Yes,5.0,Udon,Female,Divorced,College,5.911223259888741,Suburban,50.0,0.04093478145129706,3684.3690991866024
Yes,4.0,Khon Kaen,Female,Single,College,5.565045726422458,Urban,44.0,0.1393203021404108,4779.580144730851
Yes,3.0,Khon Kaen,Female,Single,College,5.405482541988763,Suburban,38.0,0.016660379250960172,4761.325321811977
Yes,3.0,Khon Kaen,Male,Married,Graduate School,2.855313043321609,Urban,,0.17988335966577934,4680.143678484001
No,5.0,Udon,Female,Single,College,4.038009554861533,Rural,33.0,-0.6292096978071341,7076.238859541048
No,7.0,Khon Kaen,Female,Married,High School,5.239043051145358,Rural,54.0,-0.04783344770749681,6010.99673270123
Yes,3.0,Udon,Female,Single,College,3.5490606286812003,Urban,35.0,-0.6350689898107321,3417.049828758405
Yes,4.0,Khon Kaen,Female,Married,College,4.765493097598588,Suburban,21.0,-0.016509566403693887,4582.741384473789
Yes,5.0,Udon,Female,Married,High School,6.696780800543115,Urban,41.0,-0.04020375295865422,3257.287628164675
No,5.0,Mahasarakam,Female,Married,Graduate School,3.479613528828259,Rural,33.0,0.45274412339450254,5451.074746777167
No,7.0,Udon,Male,Married,Graduate School,4.043488053266892,Urban,36.0,-0.056088992640006885,7607.196584308362
No,5.0,Khon Kaen,Male,Divorced,College,3.373530855342864,Suburban,42.0,-0.3888283808188281,4370.850543465743
No,2.0,Udon,Male,Married,College,4.072055273093426,Suburban,29.0,0.029422801749679373,4449.255292018167
No,4.0,Khon Kaen,Female,Married,High School,3.809263116343641,Rural,47.0,0.4867965865286582,
No,5.0,Udon,Male,Married,College,3.1725786400813996,Urban,42.0,0.006221084951918282,3167.632571858539
No,6.0,Mahasarakam,Female,Single,High School,4.581727039349455,Rural,42.0,-0.3058333602546872,5416.555277824787
No,3.0,Khon Kaen,Male,Married,College,3.77624230986806,Suburban,17.0,0.4397960585594064,5752.388846549752
Yes,5.0,Udon,Female,Married,College,7.452412341053239,Suburban,34.0,0.46677577397056746,5491.1424892201085
No,6.0,Mahasarakam,Female,Married,Graduate School,2.7302831643514964,Rural,38.0,0.5881152108635999,3771.0783877451604
No,5.0,Mahasarakam,Female,Divorced,College,4.796656763166274,Rural,27.0,0.805696623979764,4331.188247542016
No,7.0,Udon,Female,Divorced,Graduate School,2.827681016588248,Rural,29.0,-0.053258680095869065,
Yes,3.0,Udon,Male,Single,College,4.060607965545825,Rural,26.0,-0.013131420905196978,3599.756147775511
Yes,5.0,Khon Kaen,,Single,High School,5.583079896642943,Urban,47.0,-0.052088796356809824,3533.730635226502
No,3.0,Mahasarakam,Female,Single,Graduate School,3.1748108681537666,Urban,39.0,0.0351854134064134,4969.042184028626
No,6.0,Mahasarakam,Female,Married,High School,3.0513317730355363,,39.0,-1.3915255699879543,7022.739070803214
Yes,4.0,Mahasarakam,Female,Single,Graduate School,2.6731305959240736,Urban,19.0,-0.3570362603177928,4268.560609934213
Yes,2.0,Khon Kaen,Male,Single,High School,4.454999044015233,Suburban,46.0,-0.056193261221138935,4043.12960530325
Yes,6.0,Mahasarakam,Male,Divorced,High School,5.249212845007476,Suburban,37.0,-0.044580216359766556,5383.783524549213
No,6.0,Mahasarakam,Female,Single,College,3.4809526794495986,Suburban,26.0,1.0496649514988194,4793.610947860276
No,4.0,Udon,Female,Married,High School,3.275083612710533,Suburban,19.0,0.09564636016698735,3176.7891183544407
Yes,4.0,Khon Kaen,Female,Married,High School,6.510363084613976,Urban,44.0,0.2110871877687096,5383.911373044068
Yes,5.0,Mahasarakam,Male,Single,High School,5.254829819673772,Rural,23.0,0.25822508995783655,4929.623598848211
No,5.0,Mahasarakam,Male,Married,High School,5.427760098754686,Rural,47.0,0.47523711152634396,5207.624923663303
,4.0,Udon,Male,Married,College,4.602912165109687,Suburban,42.0,1.0301673548913024,4373.092175218753
No,5.0,Mahasarakam,Male,Single,High School,3.5531862429274437,Rural,28.0,-0.42172350928730284,4188.932514081091
Yes,6.0,Udon,Male,Divorced,Graduate School,6.34122217980183,Urban,17.0,0.10372989875308097,5484.6797379971495
Yes,6.0,Mahasarakam,Female,Single,High School,6.023976482977773,Suburban,38.0,0.25541328065129376,4857.3555859006465
No,4.0,Mahasarakam,Female,Single,High School,2.511680064319899,Urban,18.0,-0.1649132001769891,5953.608453627245
Yes,3.0,Udon,Male,Divorced,Graduate School,4.5040592172929985,Suburban,21.0,-0.12792865598408465,3742.9144639360497
No,5.0,Mahasarakam,Female,Married,High School,4.014246601385866,Rural,33.0,-0.1722990416017812,6359.792964902875
Yes,6.0,Khon Kaen,Female,Married,High School,5.147209479865252,Suburban,32.0,-0.0009674794863585023,4567.222055208243
Yes,6.0,Udon,Male,Single,Graduate School,3.99520127436829,Urban,27.0,0.15270400269371887,5120.214857117325
No,,Udon,Female,Single,Graduate School,4.968244123328353,Suburban,34.0,-0.18427183407716288,4244.728761684642
Yes,4.0,Khon Kaen,Male,Divorced,High School,4.5458920222619,Suburban,,0.240508242641082,4305.392287434613
No,5.0,Khon Kaen,Male,Married,High School,5.058133925180321,Suburban,,0.42725257981850573,3906.3961706051073
Yes,6.0,Khon Kaen,Female,Single,Graduate School,6.550790855000148,Urban,23.0,0.2500359528981791,6354.224245424293
No,6.0,Khon Kaen,Male,Married,High School,3.491738964843981,Rural,21.0,0.5782418757002323,3546.9191979509264
No,5.0,Udon,Male,Married,High School,3.9783215265877376,Rural,27.0,-0.11155633465030008,3972.942020262908
No,6.0,Mahasarakam,Male,Married,College,3.1124970123479767,Suburban,27.0,-0.4648347743133275,5388.713150233345
Yes,6.0,Khon Kaen,Male,Divorced,College,7.322067418951912,Suburban,31.0,-0.15320526240001955,4771.162327251657
Yes,6.0,Khon Kaen,Female,Divorced,High School,5.357299222891199,Urban,46.0,0.1183163349534419,2509.0733942805145
No,3.0,Khon Kaen,Male,Single,College,3.7552970413298334,Rural,41.0,0.7107342489147597,3905.506518475919
No,4.0,Khon Kaen,Male,Divorced,Graduate School,4.06265473827726,Rural,26.0,-0.8533651682062469,6481.825164378627
No,4.0,Mahasarakam,Female,Married,Graduate School,5.396598110700278,Suburban,49.0,-0.12131726450808854,4157.241378376164
Yes,3.0,Udon,Female,Divorced,College,5.478188698289854,Urban,48.0,0.09675352688337502,
No,5.0,Udon,Female,Married,High School,3.964141953226585,Rural,18.0,1.0538829883616498,3359.563631127759
Yes,2.0,Udon,Male,Divorced,High School,4.156740335537834,Urban,42.0,-0.37831416788734146,5507.348505674092
Yes,4.0,Mahasarakam,Female,Divorced,High School,3.981175336039196,Rural,28.0,-0.40897094470811923,4520.401722184732
Yes,5.0,Khon Kaen,Female,Divorced,High School,3.5899144597002492,Suburban,25.0,-0.48337859144466555,4178.568012979457
No,7.0,Mahasarakam,Male,Single,College,2.4364199235099164,Rural,47.0,0.18525686897589116,5045.122802789181
Yes,3.0,Udon,Male,Single,High School,6.508756382626259,Rural,25.0,0.41899084331083725,
Yes,4.0,Mahasarakam,Female,Single,Graduate School,6.477011878761736,Urban,27.0,0.1445155400257287,5895.217938828429
Yes,5.0,Khon Kaen,Female,Single,College,4.137342471365905,Urban,26.0,0.34550229601960447,5654.90832421324
Yes,6.0,Mahasarakam,Male,Single,Graduate School,5.06226785938335,Suburban,13.0,-0.7250584205199053,4280.878488347302
No,5.0,Khon Kaen,Female,Single,High School,2.5828799385470944,Suburban,21.0,0.32237675574364055,4321.655063789101
Yes,4.0,Mahasarakam,Female,Single,College,,Suburban,42.0,0.007437451468763234,5733.145365678374
Yes,3.0,Udon,Female,Divorced,College,5.344875076684323,Suburban,38.0,0.30101891652032187,5426.4942249767155
No,4.0,Khon Kaen,Male,Married,College,3.934396940117155,Rural,23.0,0.18184034927766718,4088.93022507451
Yes,5.0,Khon Kaen,Female,Single,College,,Urban,40.0,0.0015679433775131757,3978.601285699259
Yes,5.0,Khon Kaen,Female,Single,College,5.34116022847704,Urban,10.0,0.10910946784738684,7165.775899945591
Yes,4.0,Khon Kaen,Male,Single,Graduate School,4.851497265015039,Urban,29.0,0.30468997790624386,5151.802920601727
Yes,,Khon Kaen,,Divorced,High School,4.610085170428909,Urban,39.0,0.1373222449302685,4199.809424938431
Yes,4.0,Mahasarakam,Female,Divorced,High School,3.5122941282757236,Suburban,22.0,-0.1313060278253249,5692.204636175298
Yes,5.0,Udon,Female,Single,College,2.9553245274055593,Urban,27.0,-0.27167092545276417,3833.6303129524126
Yes,4.0,Mahasarakam,Male,Divorced,High School,7.251292012561191,Urban,30.0,0.3518578019620424,4741.454136173523
Yes,3.0,Udon,Male,Divorced,Graduate School,6.246055557857855,Rural,28.0,-0.23799655601964564,2953.9827369573086
Yes,4.0,Udon,Male,Divorced,High School,7.21108428033342,Urban,30.0,0.2108643960878831,4733.480473220651
Yes,4.0,Khon Kaen,Male,Single,Graduate School,2.3429745998823632,Suburban,40.0,-0.5766856724848711,2041.3379506284437
Yes,,Khon Kaen,Male,Single,College,6.9424287513125105,Suburban,26.0,0.2528294975442836,6673.381758678723
Yes,7.0,Udon,Female,Divorced,Graduate School,1.4738312789980155,Urban,42.0,-0.23874400398106624,3111.786226024313
No,5.0,Udon,Male,Single,High School,5.15197624724026,Rural,42.0,0.48601013364275325,3017.6812082401857
Yes,8.0,,Male,Single,High School,4.805456065137801,Urban,16.0,0.2853800715127117,5494.373678369529
No,5.0,Khon Kaen,Female,Married,Graduate School,5.586059696412178,Rural,,1.045690411507287,4440.187620904888
