Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Divorced,5.347901324655369,-0.5764979795297989,Male,Osaka,35.0,Yes,Urban,59462.19246340071,5.0,Graduate School
Divorced,,-0.5494896449835048,Male,Tokyo,47.0,No,Rural,42456.411859577536,4.0,High School
Divorced,4.598456955487116,-0.7276736851266837,Female,Osaka,39.0,Yes,Urban,47931.94457137623,4.0,High School
Married,6.428692231936056,-0.9897495592939274,Male,Tokyo,44.0,No,Rural,53923.42156731621,5.0,Graduate School
Divorced,6.712111707591048,0.21756333373629477,Male,Tokyo,45.0,Yes,Urban,55780.8432751971,6.0,Graduate School
Divorced,5.341346679716764,-0.497853948037614,Female,Tokyo,47.0,No,Suburban,61358.40061329304,4.0,Graduate School
Married,7.480591914376877,-0.2792383849133421,Female,Osaka,44.0,Yes,Urban,80588.38452631762,6.0,High School
Single,6.814071021886128,-0.49318876570346054,Male,Kyoto,56.0,No,Rural,61488.49083514323,6.0,College
Single,5.362257935832341,-0.8186500854776214,Female,Kyoto,29.0,Yes,Urban,46567.266143969086,6.0,High School
Divorced,7.43274379661332,-0.7901993641445988,Male,Kyoto,39.0,Yes,Rural,45498.05815604455,7.0,Graduate School
Married,2.606180545911611,-0.6001550390607818,Male,Kyoto,27.0,Yes,Suburban,50870.757042512174,1.0,High School
Married,6.279924415223573,-0.6639618627451909,Female,Kyoto,44.0,No,Suburban,62304.85015768241,4.0,Graduate School
Married,6.626315856533613,-0.6460579965387416,Female,Tokyo,39.0,Yes,Suburban,77148.6342813477,6.0,Graduate School
Single,5.910810041235126,-0.4395472962550101,Female,Tokyo,58.0,Yes,Urban,61067.9079575409,3.0,Graduate School
Divorced,6.3827513559055715,-0.3585926733688308,Female,Kyoto,35.0,Yes,Urban,63567.209105605405,6.0,College
Single,4.104747089149021,-0.11535700010049682,Female,Tokyo,39.0,Yes,Suburban,39482.90923124632,4.0,Graduate School
Married,4.530206798342077,-0.14664152351031767,Male,Kyoto,33.0,Yes,,56914.20912163365,5.0,Graduate School
Divorced,4.10162112968718,0.04612096601194948,Female,Tokyo,32.0,Yes,Urban,41077.97094152989,5.0,High School
Married,6.704916812583646,-0.4214907496338314,Female,Osaka,51.0,No,Rural,83028.28655461407,4.0,Graduate School
Divorced,5.262964738082614,-0.9127807812761485,Female,Osaka,51.0,No,,62707.41997973937,5.0,College
Divorced,4.2901247027034595,-0.31311233959549356,Female,Tokyo,29.0,Yes,Urban,48360.70864348053,5.0,High School
Divorced,6.03278314844131,-0.5259608634621451,Male,Kyoto,34.0,Yes,Urban,69649.54189740084,6.0,Graduate School
Single,8.21158018231031,0.3350676630741225,Male,Tokyo,56.0,Yes,Urban,60430.73956628634,6.0,High School
Divorced,6.436914559986792,,Male,Tokyo,46.0,No,Suburban,46326.26940780441,4.0,Graduate School
Married,7.342995543970005,-1.2799670559893253,Male,Osaka,44.0,No,Urban,74719.64004737465,4.0,Graduate School
Single,3.972220034204531,-0.6413589150377781,Male,Tokyo,,No,Urban,64912.957516043454,4.0,High School
Married,4.860083759131597,0.1007722579588698,Female,Osaka,51.0,No,Rural,71383.34501255686,4.0,High School
Divorced,4.026552631982469,-0.5680319048995864,Female,Tokyo,37.0,Yes,Urban,48267.13586470022,3.0,Graduate School
Divorced,5.447668766730835,-0.7248046430312922,Female,Tokyo,31.0,Yes,Urban,46161.98033324851,6.0,High School
Single,5.4314455861961175,0.008818797371794806,Female,Tokyo,42.0,Yes,Rural,56740.88773266806,4.0,College
Divorced,6.673955560640785,-0.11835311574011764,Female,Tokyo,53.0,No,Suburban,51153.36428152758,4.0,College
Married,5.88750073470205,-0.6005528733848231,Male,Tokyo,47.0,No,Rural,65416.86996673844,5.0,College
Married,5.4902379422564405,-0.8968319570145211,Female,Kyoto,34.0,No,Rural,54873.986276698415,4.0,Graduate School
Married,6.2449647319525186,-0.13081115110564362,Male,Tokyo,61.0,No,Rural,44337.70454064752,6.0,High School
Divorced,6.056956637584005,-0.29589782965990097,Male,Kyoto,39.0,Yes,Urban,43529.96254733734,6.0,College
Divorced,4.243266503311216,-0.8497795391969232,Female,Kyoto,30.0,Yes,Urban,53559.89162311242,5.0,Graduate School
Divorced,5.578651608723005,0.3276960263421558,Female,Osaka,54.0,No,Rural,64449.910150326825,5.0,Graduate School
Married,4.997136328802733,-0.27822552120740285,Female,Tokyo,40.0,Yes,Suburban,42302.9634672012,4.0,High School
Divorced,6.0795102964001675,0.20830854214791406,Male,Kyoto,56.0,Yes,Urban,67857.52189916887,3.0,Graduate School
Single,5.951776977154755,-0.3750171205785579,Female,Tokyo,36.0,Yes,Urban,49010.6516357939,5.0,Graduate School
Divorced,7.31648567168845,-0.15337661466145325,Male,Kyoto,50.0,Yes,Suburban,59055.619752199505,6.0,Graduate School
Divorced,6.574715485172051,-0.22109100184096375,Male,Kyoto,44.0,Yes,Suburban,54465.72999259027,6.0,High School
Divorced,4.792995502921637,-0.46503628281033943,Male,,41.0,Yes,Rural,40686.15554460845,4.0,Graduate School
Married,6.144906093311427,-0.08965983581588594,Female,Kyoto,56.0,No,Rural,59963.92056102929,6.0,High School
Married,4.125114902258488,0.16933176184127785,Female,Tokyo,46.0,Yes,Urban,48130.13100699216,3.0,
Single,5.599550814387343,-0.5460352581747412,Male,Kyoto,51.0,No,Urban,49856.177884160206,5.0,Graduate School
Divorced,8.28535416549159,0.12128089887514037,Female,Osaka,57.0,Yes,Urban,33113.75821037107,7.0,High School
Single,5.015423916320602,-0.48573471456772965,Male,Osaka,43.0,Yes,Urban,49381.13824462658,4.0,Graduate School
Divorced,6.13667492494476,0.6105357062022624,Male,Kyoto,52.0,Yes,Urban,61467.23544226582,5.0,College
Divorced,4.339849017017948,-0.14301948509182588,Female,Osaka,37.0,Yes,Suburban,58376.09552203591,4.0,College
Married,5.7508416824306305,0.9024029327339068,Female,Tokyo,54.0,No,Suburban,44754.990373027365,6.0,High School
Married,5.412364223665594,-1.0637680422899711,Female,Osaka,39.0,No,Rural,36266.9770201865,3.0,College
,5.992002220625924,0.4553209304817285,Male,Osaka,68.0,No,,72954.09778695504,8.0,High School
Married,4.068322650640965,0.04699193341452923,Female,Osaka,42.0,Yes,Rural,55326.786870893186,3.0,High School
Married,5.856926480033168,0.3261385666251734,Male,Osaka,66.0,No,Urban,56209.15203660265,6.0,Graduate School
Married,4.7259041473659,0.17694926320150428,Female,Osaka,64.0,No,Urban,72938.00072498398,6.0,Graduate School
Divorced,5.676972844439242,0.07898144641919758,Female,Osaka,48.0,Yes,Urban,63051.64881476712,4.0,High School
Single,5.051336584971056,-0.11228406385514478,Male,Tokyo,46.0,Yes,Urban,71667.24365099157,4.0,High School
Single,5.804182555352114,0.3516071728945682,Female,Kyoto,74.0,No,Suburban,,7.0,Graduate School
Single,5.85058638079732,0.4043212480266958,Male,Kyoto,54.0,Yes,Suburban,20570.337335420547,5.0,High School
Single,6.961453947672055,0.5099775623989456,Male,Osaka,54.0,Yes,Urban,52810.84772267118,6.0,College
Married,6.926649589783433,-0.22317977074854017,Male,Osaka,52.0,Yes,Suburban,29400.32483310007,5.0,Graduate School
Single,5.869036889971778,-0.47636734482686754,Female,Tokyo,45.0,No,Rural,67457.01946712626,3.0,Graduate School
Divorced,,-0.7447814538921131,Female,Osaka,48.0,No,Suburban,64380.384928962245,,High School
Married,4.960198061006437,-0.6476743277264865,Female,Kyoto,49.0,,Suburban,47075.49922374064,4.0,High School
Married,5.803083965666044,-0.14920508578681424,Female,Kyoto,50.0,No,Rural,45383.27556161414,5.0,High School
Divorced,5.95505181856696,-0.5884332992203711,Female,Kyoto,30.0,Yes,Urban,48461.12132151799,5.0,College
Married,5.204684513680521,-0.6844039076980992,Female,Osaka,58.0,No,Rural,48641.37938194749,5.0,High School
,3.813271470979693,-0.9845459275409829,Female,Tokyo,24.0,Yes,Urban,44177.22235007664,4.0,Graduate School
Single,5.8723901191650265,0.4056234019681777,Male,Kyoto,47.0,Yes,Urban,51411.234119613204,4.0,High School
Married,4.651237195098453,0.01831034831034073,Male,Tokyo,59.0,No,Rural,70314.02182747699,6.0,High School
Single,6.834960227611459,-0.30245439495612714,Male,Tokyo,39.0,Yes,Urban,66795.14511496191,6.0,High School
Single,4.682058729555225,-0.5143816611641896,Male,Osaka,47.0,Yes,Urban,69813.0433278322,4.0,College
Single,4.94718573107826,0.5594426895583481,Male,Osaka,54.0,Yes,Suburban,59781.206856326884,3.0,High School
Single,4.165804540720444,-0.19402379379188595,Female,Osaka,35.0,Yes,Urban,,4.0,College
Divorced,5.583209373395693,-0.3633739617052253,Female,Tokyo,43.0,Yes,Urban,68647.13285243562,5.0,College
Single,6.340539168486709,-0.9062053720020641,Female,Kyoto,42.0,Yes,Urban,58332.902167150176,6.0,Graduate School
Divorced,5.6964561683246675,-0.1426583480765336,Male,Tokyo,35.0,No,Urban,51067.356187901154,4.0,High School
Single,4.4685491981505185,-0.3211383090717612,Male,Osaka,30.0,,Suburban,59151.55115632947,5.0,College
Divorced,6.149282060327622,-0.2603272419570911,Male,Kyoto,38.0,Yes,Urban,53640.86335262363,6.0,Graduate School
Single,4.55714579010469,0.20694613609837065,Male,Tokyo,46.0,Yes,Urban,56716.52421019772,4.0,College
Divorced,5.9863916898295555,0.2696162056961051,Male,Kyoto,51.0,Yes,Urban,51722.59865290864,5.0,High School
Married,5.477137886643335,0.24587240910160435,Male,Kyoto,55.0,No,Rural,61325.88374305492,5.0,College
,6.578349450811563,0.37855691552251525,,Osaka,50.0,Yes,Urban,53992.35927790224,5.0,High School
Single,5.739807162349496,0.5283026355420389,Male,Osaka,56.0,Yes,Rural,72522.10946823863,3.0,High School
Single,7.373542862232556,-0.5620084577085102,Male,Osaka,36.0,Yes,Urban,69956.36958993517,7.0,Graduate School
Divorced,6.1373716142001555,-0.17724108184009035,Male,Osaka,48.0,Yes,Suburban,55153.56005724248,5.0,College
Divorced,5.607515872173286,0.10982670951997042,Male,Tokyo,42.0,Yes,Urban,55928.168470477634,5.0,Graduate School
Married,5.651123052327213,0.0006194340916222396,Male,Osaka,60.0,No,Urban,47349.43323522815,7.0,College
Single,5.521169449664525,-0.1210265137517697,Female,Osaka,44.0,No,Rural,60942.498049922855,4.0,College
Single,5.442710630257363,0.46874884283855955,Female,Osaka,53.0,Yes,Urban,48635.568899225196,4.0,Graduate School
,5.929562648720577,-0.27467350429799914,Female,Osaka,41.0,Yes,Suburban,46110.31827065205,6.0,High School
Divorced,4.7048710064241845,-0.17009505754319737,Female,Kyoto,38.0,Yes,Suburban,68996.08854987092,5.0,College
Single,4.383443111347531,-0.4708504535877093,Female,Osaka,40.0,Yes,Urban,41904.528160816866,,Graduate School
Divorced,6.636148228820716,-0.29054162320296706,Female,Osaka,44.0,Yes,Urban,63581.09445614375,5.0,Graduate School
Single,5.360447613152866,-0.6075564361313277,Male,Osaka,37.0,Yes,Suburban,54858.6998295499,4.0,High School
Married,6.182283995711256,0.028083586469832778,Male,Tokyo,44.0,Yes,Urban,54935.94750518139,6.0,College
Married,3.1425877429889333,-0.3308252450378082,Female,Kyoto,33.0,Yes,Suburban,45704.00244490568,3.0,High School
Married,5.789764341410902,-0.15550656423266568,Male,Osaka,54.0,No,Rural,60064.35496896473,6.0,College
Single,5.709346790160554,-0.6685025794502273,Female,Osaka,29.0,Yes,Urban,50210.27957486101,7.0,High School
Single,,-0.21213712518404904,Male,Osaka,50.0,No,Rural,30229.207365528622,5.0,Graduate School
Divorced,5.752555394540488,-0.5806152712011345,Female,Tokyo,66.0,No,Suburban,54661.226934065395,6.0,Graduate School
Married,5.654165198523067,-0.07770129282750066,Female,,52.0,,Rural,60121.404334202605,6.0,College
Single,4.650365894406453,-0.29474399679356206,Female,Tokyo,38.0,Yes,Urban,43611.42363714459,4.0,Graduate School
Married,4.8173902882518735,0.3820197053486898,Female,,65.0,No,Rural,49185.38012723199,6.0,Graduate School
Married,3.5686201611909265,0.04331631925035362,Female,Osaka,60.0,No,Rural,53987.20714772783,7.0,High School
Single,,-0.32081262750515566,Female,Tokyo,56.0,No,Suburban,57734.44897545429,5.0,College
,4.305620959726221,-0.3107263203640812,Female,Kyoto,37.0,Yes,Suburban,58172.940924126466,3.0,High School
Divorced,7.376410069189672,-0.970325170523471,Female,Kyoto,41.0,Yes,Urban,48093.835050538386,6.0,High School
Married,5.64809844743643,0.8142114854594512,Female,Tokyo,49.0,No,Rural,42385.12707603228,6.0,Graduate School
Single,5.819936688367462,-0.032575281684650015,Female,Tokyo,43.0,Yes,Suburban,36132.483701226,5.0,College
Married,5.7628833989340675,-0.0024577728401923293,Female,Kyoto,40.0,No,Rural,50670.03339336963,3.0,College
Married,5.482124037471938,-0.782699440115582,Female,Osaka,31.0,Yes,Rural,36618.29792822263,5.0,College
Married,6.061161458975982,0.05493999333544697,Male,Tokyo,52.0,No,Rural,57677.18935487866,5.0,Graduate School
Married,5.7145998820724175,0.3187798405177831,Female,Tokyo,52.0,No,Suburban,53558.55669501596,,College
Single,5.015902226938611,-0.2298984168683757,Male,Kyoto,41.0,Yes,Urban,55115.86055581899,,High School
Divorced,6.000463515222417,-0.5992216548113638,Female,Kyoto,57.0,No,Suburban,58814.47877811135,4.0,High School
Divorced,4.531714313696642,-0.5441555336275916,Male,Tokyo,31.0,Yes,Urban,100000.0,4.0,High School
Divorced,4.468731497313608,-0.5812279294382415,Male,Kyoto,46.0,Yes,Urban,52723.61356472603,3.0,High School
Divorced,3.991541447863207,-0.7823907235169509,Male,Osaka,31.0,Yes,Urban,49399.52807401148,3.0,Graduate School
Divorced,6.002863940686426,-0.535516507352482,Female,Tokyo,38.0,Yes,Urban,45058.84157223841,5.0,College
Divorced,5.099303564187501,-0.3151673985704313,Male,Osaka,47.0,Yes,Suburban,62590.817622428694,4.0,College
Single,7.511228419737533,-0.15288794632629288,Female,Kyoto,41.0,Yes,Urban,62787.23743297084,7.0,High School
Married,5.921415887591696,-0.07136589710545033,Male,Kyoto,48.0,Yes,Suburban,48908.27059827025,5.0,Graduate School
Divorced,5.297184966416183,-0.5375726217623684,Female,Osaka,51.0,No,Suburban,67956.33452451034,4.0,High School
Divorced,5.2361924169407486,-0.5480046530293067,Male,Osaka,36.0,No,Suburban,55451.46080351528,4.0,Graduate School
Divorced,5.495058296315527,,Male,Kyoto,39.0,No,Urban,65357.850867250345,4.0,High School
Divorced,3.9499479176533203,-0.9524412050519164,Male,Osaka,35.0,Yes,Urban,41368.137619860776,3.0,High School
Married,5.924264459497916,-0.613114409788612,Male,Tokyo,55.0,No,Rural,41782.04978757685,5.0,Graduate School
Married,3.7285229702903075,-0.49460501190772477,Male,Osaka,37.0,Yes,Urban,49930.95908603627,3.0,Graduate School
Single,3.899498065375643,-0.21607680657220718,Female,Tokyo,35.0,Yes,Urban,79085.6384226822,3.0,High School
Single,6.2271221520231785,-0.5734828650162793,Male,Tokyo,34.0,Yes,Urban,44253.71524314513,6.0,College
Divorced,5.555219996006917,-0.26183190578857285,Female,Osaka,41.0,No,Rural,76991.64699903691,4.0,Graduate School
Single,7.0995157072850015,-0.3290002599742071,Female,Tokyo,41.0,Yes,Rural,63874.78694536347,6.0,High School
Divorced,7.6175351885362765,-0.30936997979670006,Female,Osaka,54.0,Yes,Urban,58263.614629818076,6.0,College
Divorced,5.489597244227084,-0.1100477574161699,Male,Kyoto,58.0,No,Rural,45994.941354722185,5.0,Graduate School
Single,4.829711288904886,-0.7823382898938331,Female,Kyoto,31.0,Yes,Suburban,53335.75439760054,5.0,High School
Divorced,3.9806434176403873,-0.3643121121550601,Female,Tokyo,41.0,Yes,Suburban,58917.57398749051,3.0,High School
Divorced,5.347706194218046,-0.7285724446748306,Male,Kyoto,45.0,No,Rural,48947.25761432134,5.0,College
Divorced,7.860955438215084,0.01788630340804631,Male,Tokyo,51.0,Yes,Urban,66269.88354782425,7.0,High School
Divorced,5.913643999265028,-0.499720005913626,Female,Kyoto,53.0,No,Suburban,72396.44223412834,4.0,High School
Single,7.988797608190099,-0.7234291808989552,Female,Osaka,42.0,Yes,Urban,34870.70383633589,8.0,High School
Divorced,6.314169684165908,-0.0757087046018709,Female,Kyoto,44.0,Yes,Suburban,66094.80538871653,6.0,Graduate School
Single,,-0.07579465389786377,Male,Osaka,42.0,Yes,Suburban,37798.4199456638,4.0,Graduate School
Single,6.219967096707265,-0.278654368124748,Female,Osaka,48.0,Yes,Suburban,67430.68640254879,5.0,College
Divorced,5.56441983952637,-0.3583959285294595,Male,Tokyo,44.0,Yes,Urban,42857.27005887781,4.0,College
Married,5.865183269313157,0.25597873671246363,Male,Osaka,43.0,Yes,Suburban,38601.66212132202,4.0,Graduate School
Divorced,5.820065493398202,-0.2363958625867693,Male,Osaka,44.0,,Rural,52626.06266602756,5.0,College
Single,5.2172386162775215,-0.26857020859390723,Male,Tokyo,63.0,No,Rural,53108.695679691315,8.0,Graduate School
Divorced,3.758964139099313,,Male,Tokyo,38.0,Yes,Suburban,70656.71625576733,4.0,Graduate School
Divorced,5.509900190948146,-0.3379606565284178,Female,Osaka,33.0,,Urban,58865.18989530241,7.0,High School
Divorced,5.02288035918825,0.03406053806842202,Male,Kyoto,40.0,Yes,Urban,57350.86265696104,4.0,High School
Single,5.147403485424776,-0.032308028157211566,Male,Kyoto,40.0,Yes,Urban,57434.04480469426,5.0,College
Married,5.525298296825966,-0.14093371977190006,Female,Osaka,40.0,Yes,Urban,58236.828917051505,4.0,High School
Married,6.170415749059274,0.21631508216865003,Female,Kyoto,42.0,No,Rural,61947.95121424971,4.0,Graduate School
Single,5.000111862301284,-0.4453417648419213,Female,Kyoto,35.0,Yes,Urban,52684.77596386823,5.0,High School
Married,6.263073506731795,-0.1416262071412328,Female,Osaka,39.0,Yes,Rural,54373.16799175928,5.0,College
Divorced,6.502612970912877,-0.2642448595460867,Female,Osaka,50.0,Yes,Urban,66419.62685566598,5.0,College
Divorced,6.3169817578939895,0.10033199014070537,Male,Tokyo,51.0,Yes,Suburban,55247.12228497379,5.0,Graduate School
Divorced,8.442135442834298,,Male,Tokyo,50.0,Yes,Urban,49496.56272190201,8.0,College
Married,6.246017728298752,-0.37693835304380263,Male,Kyoto,55.0,No,Suburban,32717.206597650515,6.0,Graduate School
Divorced,6.478040774945444,-0.1369327554674431,Male,Tokyo,43.0,Yes,Urban,49375.243225625214,6.0,College
Divorced,6.259603363684586,0.028858158680201917,Male,Tokyo,51.0,Yes,Urban,55982.266062842595,5.0,High School
Married,5.199330274970778,-0.020413166435796937,Male,Tokyo,52.0,No,Suburban,64735.44815072974,5.0,College
Married,4.45519567418886,-0.17888394817210884,Female,Osaka,61.0,No,Rural,71003.14319622885,6.0,College
Divorced,6.92888232284707,-0.00268542451646403,Female,Osaka,50.0,No,Rural,53202.80112802452,5.0,College
Divorced,4.25273523791286,-0.45990767296888524,Male,Tokyo,35.0,Yes,Urban,57076.694982428104,4.0,College
Married,4.453235044629523,-0.14407691746282575,,Tokyo,49.0,No,Suburban,57465.789444814975,4.0,High School
Divorced,5.650427792667067,-0.17550769525259208,Male,Tokyo,33.0,Yes,Urban,52538.78554654438,7.0,High School
Married,5.578678610014062,-0.41356910107703554,Female,Kyoto,58.0,No,Suburban,41858.98942059632,5.0,High School
Married,6.2410823669894375,0.17620460787746195,Male,Tokyo,57.0,No,Suburban,76089.39164292348,5.0,High School
Single,6.328905230996596,-1.014696892770731,Male,Tokyo,32.0,Yes,Urban,62005.9600167967,6.0,Graduate School
Divorced,6.02428499546709,0.05553989248511548,Female,Kyoto,46.0,No,Suburban,57747.1859093517,5.0,High School
Single,5.610713350624118,-0.3867628338814089,Female,Tokyo,42.0,Yes,Suburban,59925.185978516434,5.0,Graduate School
Divorced,7.180086121932733,0.3079108613398034,Male,Kyoto,53.0,Yes,Suburban,61462.04940253881,6.0,Graduate School
Divorced,3.655857073528199,-1.0468862485537558,Male,Tokyo,38.0,Yes,Urban,54600.65355211927,2.0,College
Married,6.240005355291511,-0.3315458410777802,Female,Tokyo,49.0,No,Suburban,54936.52181981545,4.0,High School
Married,6.249607477661223,-0.4324557559575034,Male,Kyoto,58.0,No,Suburban,52421.058062793396,7.0,College
