Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Urban,,44.0,4.7414198401486045,Graduate School,London,-0.3280039573363298,4188.87998575182,Male,,Married
Urban,Yes,34.0,6.584910593197905,College,New Castle,0.08150087972131437,7475.027048717546,,78.0,Single
Suburban,Yes,49.0,5.291879145729906,Graduate School,London,-0.05672062476551634,5236.175362635001,Female,85.0,Divorced
Urban,Yes,52.0,8.312044112678112,Graduate School,Manchester,-0.17553296531769666,4200.651028811927,Male,73.0,Single
Urban,No,36.0,5.1876170380495354,High School,New Castle,-0.572454730221962,5239.0092034878435,Female,55.0,Married
Suburban,Yes,48.0,4.810813678811414,Graduate School,London,-0.4611993813342756,3325.275475295111,Female,61.0,Divorced
Urban,Yes,57.0,4.573667069267818,High School,Manchester,0.3879882580874663,4605.868479257835,Male,48.0,Single
Rural,No,55.0,5.536490544440567,College,New Castle,-0.9673332336271915,4372.7407052857525,Male,76.0,Single
Urban,Yes,41.0,6.097177783648972,College,New Castle,0.5386284732009936,4642.164937111296,Female,63.0,Married
Rural,No,41.0,5.885953824070573,High School,Manchester,-0.6101674993125402,5709.198295706573,Female,56.0,Single
,Yes,50.0,4.982559088377727,High School,Manchester,0.44752236130323675,5486.444269120853,Female,67.0,Married
Rural,No,61.0,7.402575829732321,College,Manchester,-0.048501126418090845,3553.0747512258467,Female,72.0,Married
Urban,Yes,44.0,,College,London,,5058.3665756444425,Female,78.0,Divorced
Suburban,Yes,50.0,6.704112299719541,Graduate School,New Castle,-0.4442257889534043,4944.110051328254,Female,29.0,Divorced
Urban,Yes,55.0,6.985552861609173,Graduate School,Manchester,-0.18817347634215462,,Female,53.0,Divorced
Urban,Yes,50.0,5.756372029968317,High School,Manchester,-0.5022252133026368,4579.944878575292,Female,39.0,Divorced
Rural,No,54.0,4.9720660040821185,College,New Castle,0.21388895346318848,4069.071366086595,Male,62.0,Divorced
Rural,Yes,48.0,4.842192220383771,College,London,-0.38115734413410307,5145.146152799881,Male,66.0,Divorced
Suburban,No,49.0,6.539128865004779,College,New Castle,-0.0019896697224031645,2850.417161066999,Male,70.0,Married
Rural,No,36.0,4.256394879579354,Graduate School,Manchester,-1.0350187918290072,5808.484101113106,Female,75.0,
Urban,Yes,52.0,5.863118637831107,High School,New Castle,0.8245358340480964,4487.200857932298,Male,68.0,Divorced
Suburban,Yes,55.0,6.177298884459443,College,New Castle,-0.539439588060328,5821.563659209039,Male,72.0,Single
Rural,No,51.0,4.291877329920731,College,London,0.2202984531726656,4555.700803019129,Male,62.0,Single
Urban,Yes,53.0,6.721068575317554,High School,Manchester,-0.061648474130378605,3180.095592974232,Male,81.0,Divorced
Suburban,Yes,39.0,4.888757083622502,College,New Castle,-0.8196458217792416,4818.066956407085,Female,59.0,Divorced
Rural,No,66.0,6.706166922710941,College,New Castle,0.5743081811940719,4504.668500577002,Male,64.0,Married
Suburban,Yes,56.0,4.965731611826595,High School,New Castle,-0.2068975722108954,4384.9968538977255,Male,99.0,Divorced
Rural,No,45.0,6.315169184027582,High School,New Castle,0.10736984955212242,4137.638027113636,Female,56.0,Single
Rural,No,60.0,6.589593249825099,Graduate School,Manchester,0.14223685358366156,3184.5184514141356,Male,68.0,Married
Suburban,No,59.0,5.021092824150891,Graduate School,New Castle,0.15621063680201075,4816.830044498801,Female,79.0,Single
Suburban,No,60.0,5.6127813132007205,College,London,0.6459934356547102,4391.97373688574,Male,80.0,Married
Urban,No,60.0,6.212726598026383,College,London,,4937.3374941149605,Female,70.0,Single
Urban,Yes,38.0,5.816414014220098,Graduate School,London,-0.5057074113073784,3095.964390350855,Female,35.0,Divorced
Urban,Yes,49.0,4.528946627390656,High School,London,-0.4810699950474238,3515.6983526976614,Female,27.0,Single
Urban,Yes,52.0,5.3193532092886775,Graduate School,Manchester,-0.26784554434727353,4036.1813497530143,Male,77.0,Single
Urban,Yes,36.0,5.455013509045305,Graduate School,New Castle,-0.2825953129392964,4129.570808979207,Female,88.0,Divorced
Urban,Yes,51.0,5.648733207460952,High School,New Castle,-0.4256148845624705,6500.007466477453,Male,109.0,Divorced
Suburban,No,50.0,4.37407071936664,High School,Manchester,0.20798037183529328,4126.288434776387,Female,82.0,Single
Urban,Yes,44.0,,High School,New Castle,0.04966188874609512,5346.511442937505,Female,83.0,Divorced
Rural,Yes,52.0,6.861653715009112,Graduate School,London,-0.052622147521943025,5151.205182659156,Female,55.0,Divorced
Suburban,No,44.0,4.915137753294417,High School,New Castle,-0.07409357996964239,4052.677928783957,Female,70.0,Single
Urban,Yes,63.0,5.375329004981712,Graduate School,Manchester,-0.3163513925639884,4205.663188813462,Female,37.0,Divorced
Suburban,Yes,41.0,7.115978807640456,High School,London,-0.8920768720153621,,Female,63.0,Single
Urban,Yes,47.0,4.288145070312073,Graduate School,London,-0.5580718066457777,3707.70108471545,Male,69.0,Divorced
Urban,Yes,54.0,5.303454963215817,Graduate School,New Castle,-0.7626677766489004,4331.107812063538,Male,59.0,Single
Rural,No,55.0,4.455834278813062,High School,New Castle,0.5027026672363947,4862.80402165132,Male,58.0,Single
Rural,No,50.0,5.333141460823418,Graduate School,London,-0.5630088530962174,4510.321605512075,Female,75.0,Divorced
Urban,Yes,41.0,4.164011867613253,High School,London,0.0633757602990167,4736.052207526876,Female,53.0,Divorced
Rural,No,43.0,6.483802726903282,Graduate School,London,0.13300312698206995,3473.5920158111767,Female,73.0,Married
Suburban,Yes,34.0,5.241307802796391,College,London,-0.45555170994993166,5009.4307499942,Female,30.0,Divorced
Urban,Yes,51.0,6.76195906665604,High School,Manchester,-0.6039311553779982,5568.39999803858,Female,76.0,Divorced
Rural,No,57.0,6.816085295676002,College,London,-0.2616820021183084,5698.332892472201,Female,82.0,Married
Urban,Yes,42.0,7.690823123329248,College,London,-0.48309270860319437,4807.464029466825,Female,51.0,Divorced
Suburban,No,60.0,4.07701594717242,Graduate School,London,,5232.202881979005,Male,71.0,Married
Urban,Yes,48.0,8.255152868424043,College,London,-0.2892494473551023,3716.0051342796914,Female,47.0,Single
Rural,No,46.0,6.974056910706329,Graduate School,New Castle,0.23083185112195215,5315.045053996295,Female,56.0,Single
Suburban,Yes,52.0,6.116542739814975,High School,London,-0.4476869847942891,5156.689456720285,Female,85.0,Single
Rural,Yes,44.0,2.9946961586081366,High School,London,-0.08175311425843715,4954.596504545855,,50.0,Divorced
Suburban,No,56.0,3.2992192394555553,Graduate School,London,0.15509646847201958,4261.030820019034,Female,63.0,Divorced
Urban,Yes,64.0,7.15150828829269,High School,Manchester,0.3331733106109743,5460.430029131013,Female,56.0,Married
Rural,No,54.0,5.278348517595023,Graduate School,New Castle,0.35804815742390894,4514.617979584363,Female,62.0,Divorced
Suburban,No,51.0,5.000477504676411,College,London,-0.6400618254929539,5541.493029249316,Female,51.0,Married
Suburban,Yes,41.0,7.561144011325492,Graduate School,London,-0.7572705504832227,4028.261297926935,Male,,Divorced
Urban,Yes,43.0,5.0869334036942915,Graduate School,New Castle,-0.050302851496391576,3546.83290149172,Female,35.0,Divorced
Suburban,No,58.0,5.616565743819038,Graduate School,New Castle,0.4755416697462552,6733.48454227095,Male,61.0,Divorced
Urban,No,53.0,5.907083839223906,High School,London,-0.3146117648703722,4464.58563020818,Female,71.0,Married
Rural,No,33.0,6.666042842497546,Graduate School,New Castle,-0.053810611220817345,4144.061648008646,Male,55.0,Married
Urban,Yes,47.0,9.145862014971364,,New Castle,-0.594918218767768,4834.280039493013,Female,38.0,
Urban,Yes,44.0,6.009773136123227,College,New Castle,0.30578438525104956,4636.5536339315095,Male,30.0,Divorced
Urban,Yes,62.0,4.066674090270997,College,London,-0.011847831260104358,5920.537065261232,Male,78.0,Divorced
Rural,No,60.0,5.819797088577154,Graduate School,New Castle,0.24016871949401386,5916.522208288703,,70.0,Married
Rural,No,45.0,4.8380902893717455,High School,New Castle,-0.6859806252187547,5669.291302344545,Male,63.0,Married
Rural,No,45.0,5.767905753354296,Graduate School,New Castle,-0.7522426555514183,4804.886591135693,Male,61.0,Divorced
Rural,No,42.0,5.439822881828612,College,Manchester,0.21459260287279902,3802.0434240148916,Male,47.0,Divorced
Rural,No,47.0,7.036972294862972,College,New Castle,-0.7593016993937084,6185.552231357249,Male,53.0,Married
Rural,No,51.0,4.494483348536051,High School,New Castle,0.11348883914056496,5335.043867967296,Female,66.0,
Rural,No,55.0,4.945259076156828,College,London,-0.7840723098273741,5888.485220640774,Male,69.0,Single
Urban,Yes,47.0,7.586585192970432,High School,London,0.6188003740862162,3986.286937623948,Female,68.0,Married
Rural,No,39.0,7.011642253919167,College,Manchester,-0.1826066622622461,3551.600221621293,Female,65.0,Single
Urban,Yes,46.0,4.363582131063014,Graduate School,Manchester,-0.0920094475614951,4939.382608719622,Male,62.0,Divorced
Rural,No,34.0,4.694266358571537,Graduate School,New Castle,0.08912889680962766,4829.91336579987,Female,55.0,Married
Urban,Yes,33.0,6.207378770228747,College,Manchester,-0.5144165224069462,6048.106356438986,Female,85.0,Single
Suburban,Yes,44.0,6.721364771529007,Graduate School,Manchester,-0.22418272311069481,4316.914705670828,Female,56.0,Married
Suburban,No,58.0,5.327405294116837,High School,London,-0.6068136704385444,5676.877193112549,Female,88.0,Single
Rural,No,47.0,7.242633367099838,High School,New Castle,0.2778183041742114,3554.4260223559813,Male,57.0,Married
Rural,No,56.0,5.8119281409544765,High School,London,0.9541880710037376,4406.927045779404,Female,65.0,Single
Urban,Yes,53.0,5.8781888643726035,College,London,0.21913820388378247,5617.7868357350235,Female,74.0,Married
Urban,Yes,43.0,6.029325593402983,College,London,-0.25544674377564563,5616.530496098118,Female,98.0,Divorced
Rural,No,60.0,7.244502855029897,College,New Castle,-0.33373800972648193,3715.3534787837825,Female,65.0,Married
Suburban,Yes,45.0,5.09184732232752,Graduate School,Manchester,-0.5665731098648811,,Female,88.0,Single
Rural,No,56.0,,High School,London,-0.26154222545926054,5792.9728226175475,Male,66.0,Married
Suburban,Yes,46.0,7.0329151839986555,Graduate School,New Castle,-0.40200889802682904,5283.561040313569,Male,58.0,Single
Suburban,Yes,48.0,8.497915726521413,High School,Manchester,-0.3132817711780907,2824.8063484317495,Female,50.0,Divorced
Rural,Yes,40.0,5.953620996634173,Graduate School,London,-0.1154486580903214,6671.294503961075,Female,84.0,Single
Urban,Yes,53.0,6.395109094640741,Graduate School,New Castle,-0.43208137050518725,,Female,43.0,Married
Suburban,Yes,58.0,6.531829593756523,High School,New Castle,0.4184084837995492,3100.1052354491876,Female,75.0,Single
Suburban,No,40.0,7.242367451820429,High School,New Castle,0.9943349939090973,5015.7464045514325,Female,56.0,Married
Rural,No,53.0,5.7059063169899025,High School,London,0.22736064020545987,5026.701898368134,Female,61.0,Married
Suburban,Yes,50.0,5.898003800634533,High School,London,-0.6478111907987654,6378.296733178185,Male,45.0,Married
Urban,Yes,49.0,7.181098404213005,High School,New Castle,0.3447766449278409,5907.864060430418,Male,80.0,Single
Urban,Yes,45.0,5.518779874600872,College,London,-0.500895548711108,4842.450377521408,Male,87.0,Single
Rural,No,55.0,4.314784575114539,College,London,-0.6038574697671084,,Male,70.0,Married
Urban,Yes,49.0,5.749843250880628,Graduate School,London,-0.3287719154601997,3142.389301685049,Female,76.0,Divorced
Urban,Yes,51.0,5.612515642805147,College,London,-0.9011433060541924,3832.1733801633472,Female,44.0,Divorced
Urban,Yes,,5.317284117397107,High School,New Castle,0.033217067653239785,4127.994601512011,Male,49.0,Married
Suburban,Yes,58.0,5.621874145245225,High School,London,0.47117793913475126,4965.076371244936,Female,78.0,Divorced
Urban,Yes,41.0,7.681748182155369,College,New Castle,-0.11054693739404947,4405.70383910684,Female,62.0,Married
Urban,Yes,52.0,6.550007125376345,College,London,-0.13763000349693882,2369.1402621919015,Female,95.0,Divorced
Urban,Yes,40.0,5.532927689530505,College,New Castle,-0.31898673920751264,5666.3634133942915,Female,,Single
Urban,Yes,33.0,6.363558903546668,College,London,-0.6416225350001754,3601.583337189906,,59.0,Divorced
Urban,Yes,42.0,3.8673431538065675,College,Manchester,-0.5746813558212667,3378.5686839373566,Female,67.0,Divorced
Suburban,Yes,56.0,5.791340425481474,High School,New Castle,-0.4871084961794502,4355.501536358284,Female,66.0,
Rural,No,47.0,4.958373769348316,High School,New Castle,-0.5764130028004335,6114.898327214003,Female,67.0,Single
Urban,Yes,44.0,5.206397321718681,Graduate School,New Castle,-0.1062734111335305,4092.6691722618493,Female,43.0,
Urban,Yes,49.0,4.808490706307854,Graduate School,New Castle,-0.5052934341818771,4369.892477496506,Male,65.0,Divorced
Rural,Yes,39.0,6.8275440545337505,Graduate School,London,-0.5281697549391641,5595.0468340514035,Female,37.0,Single
Rural,No,61.0,7.849904109264447,Graduate School,New Castle,0.6692430678987797,5331.140266843766,Female,67.0,Single
Suburban,Yes,58.0,5.672568758264831,College,New Castle,-0.1694797323845238,2845.7788813921634,Male,83.0,Divorced
Rural,No,46.0,3.0978752144278285,High School,London,0.7217178559002915,4747.495416767501,Male,55.0,Married
Rural,No,49.0,4.634469441613298,Graduate School,New Castle,0.5192607643705917,3029.6325481718895,Female,63.0,Married
Rural,No,44.0,4.700419695641171,College,Manchester,1.003938422357804,5035.043909447627,Male,56.0,Married
Urban,Yes,46.0,6.482501172151389,Graduate School,New Castle,-1.2495445502522706,6305.036132044384,,40.0,Divorced
Urban,Yes,48.0,5.609378114697709,Graduate School,New Castle,-0.5985557443089109,5317.991352368284,Female,83.0,Divorced
Rural,No,59.0,5.236825027088214,Graduate School,New Castle,0.2725129770853061,4380.512982067982,Female,65.0,Married
Suburban,No,55.0,6.0226039154007065,Graduate School,Manchester,0.10684074474126304,4609.285348528116,Male,56.0,Divorced
Suburban,Yes,44.0,7.293103989302132,High School,London,-0.4260889634157125,3914.7685797999916,Male,73.0,Divorced
Suburban,Yes,46.0,5.098860232972627,College,Manchester,0.17373802522774145,4803.5497810135785,Male,62.0,Divorced
Rural,No,39.0,7.117549343815436,High School,Manchester,0.5175259372178382,5203.682065107521,Male,56.0,Divorced
Suburban,Yes,59.0,5.7386738150928265,High School,New Castle,0.31467734154771243,3677.1164440973503,Female,43.0,Divorced
Rural,No,51.0,4.240953404015086,High School,London,-0.44231926622522993,5299.383721966296,Female,80.0,Married
Suburban,No,47.0,5.5495303845084605,High School,London,-0.4789030429347191,5717.317050653787,Female,68.0,Divorced
,Yes,50.0,4.540383267006467,Graduate School,New Castle,-0.19882795370604012,4642.61037451169,Male,60.0,Divorced
Rural,No,37.0,3.794387392841333,High School,London,0.09134475293059613,5185.335351180475,Female,59.0,Married
Suburban,Yes,54.0,6.4052103289871685,College,New Castle,0.4251350941545058,3656.1669333206037,Male,76.0,Divorced
Urban,Yes,44.0,3.8397664036975145,High School,New Castle,-0.6027039939757476,5544.592774133855,Female,78.0,Divorced
Rural,No,49.0,5.861673585859192,College,Manchester,-0.4020495861315707,4638.4514674378015,Male,62.0,Married
Suburban,Yes,50.0,6.5468260047114875,Graduate School,London,0.05989720370983759,4310.377122873452,Female,55.0,Married
Suburban,Yes,45.0,4.580610163237413,High School,New Castle,-0.23895435433396117,6544.336674521866,Female,58.0,Divorced
Suburban,Yes,46.0,8.091127936214871,College,Manchester,0.23353861448257318,3768.2691635114793,Female,77.0,
Suburban,Yes,57.0,4.756559310318582,High School,Manchester,0.6576676557741361,4656.899747456171,Male,45.0,Single
Suburban,Yes,42.0,6.406497137175503,High School,London,-0.12448968001084698,3962.187120050694,Male,47.0,Single
Suburban,Yes,47.0,6.343740553205529,Graduate School,Manchester,0.6397731767460009,5072.157850165802,Female,66.0,Married
,Yes,58.0,5.6141034406099,High School,London,0.4503565494044649,4263.070377926633,Female,85.0,Divorced
Urban,Yes,56.0,5.771810346408451,Graduate School,New Castle,-0.07073373172168151,5941.052483268973,Female,58.0,Single
Rural,No,49.0,3.4122684791185187,College,Manchester,0.26133259453072455,4054.8722295164544,Female,58.0,Divorced
Urban,Yes,45.0,6.186200348546042,High School,Manchester,-0.4798103346460971,5577.503172622644,Male,31.0,Single
Urban,Yes,51.0,4.742765048275925,High School,London,0.5185853878865908,4458.5104193091975,Female,86.0,Divorced
Suburban,Yes,46.0,5.706539636841856,Graduate School,London,-0.7808996523528948,4619.790086587083,Female,55.0,Divorced
Suburban,Yes,50.0,5.670369771227485,Graduate School,London,0.23705362453940504,2767.668491791498,Female,96.0,Single
Urban,Yes,50.0,4.784408117887766,High School,Manchester,0.22280539290977353,4260.662969377876,Male,66.0,Single
Rural,No,59.0,4.667075042464841,High School,London,-0.5697424369360423,6997.835225613371,Female,74.0,Divorced
Urban,Yes,48.0,6.577687896074764,Graduate School,Manchester,-0.15658081038814192,3937.177899341032,Male,63.0,Divorced
,Yes,50.0,4.445321556133964,High School,Manchester,-0.09379389516572542,3088.8230059269226,Female,81.0,Divorced
Suburban,No,46.0,8.927010415209192,High School,London,-0.698459747813296,4854.1032894963155,Female,72.0,Divorced
