Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Suburban,68.0,31016.000055606888,53.0,Single,Khon Kaen,Male,Yes,-0.45225421493600293,7.235600462676559,High School
Suburban,54.0,47734.73693024928,47.0,Single,Mahasarakam,Male,Yes,-0.3232092469579868,7.632790704882782,College
Rural,43.0,72811.32143872723,29.0,Married,Khon Kaen,Male,No,-0.007285912818623758,3.8305368738159986,High School
Rural,77.0,63581.757128975645,55.0,Single,Mahasarakam,Male,No,-0.31533070275063513,4.544590163271402,Graduate School
Urban,52.0,49502.202984404124,48.0,Single,Udon,Male,Yes,1.1022268345101212,6.4898217139894125,High School
Suburban,66.0,49347.979617156496,59.0,Married,Mahasarakam,Male,No,-0.031175640358607704,4.81331031411193,High School
Suburban,91.0,40720.013237912994,49.0,Married,Khon Kaen,Female,No,0.21790639090226332,7.836680065950818,Graduate School
Urban,23.0,50920.250021354324,44.0,Divorced,Mahasarakam,Female,Yes,-0.10719067072077076,8.360730873874644,College
Suburban,54.0,73772.27997622803,51.0,Married,Mahasarakam,Male,No,-0.24924510918982673,5.275622471152852,High School
Suburban,53.0,34125.11909106264,31.0,Divorced,Khon Kaen,Male,Yes,-0.44300170452417914,6.76591948394683,High School
Urban,56.0,79704.80915792212,54.0,Married,Mahasarakam,Female,No,-0.7836385806233067,5.567668501579933,Graduate School
Rural,,71113.11956617232,32.0,Married,Mahasarakam,Female,No,-1.016571666919239,6.583977659485604,College
Urban,28.0,64059.44648373162,38.0,Divorced,Khon Kaen,Female,Yes,0.48106165845918797,7.376813455701479,Graduate School
Suburban,46.0,59724.2301666196,41.0,Single,Mahasarakam,Male,Yes,0.4143157555331979,7.439415172246894,College
Urban,61.0,37497.45508710267,61.0,Divorced,Udon,Female,Yes,0.6522403442171696,,Graduate School
Rural,67.0,41871.908207586835,59.0,Married,Khon Kaen,Female,Yes,0.14466507865481965,5.979399257205415,College
Urban,38.0,52416.18703127764,53.0,Single,,Female,Yes,0.3179025368079832,7.119691614986614,Graduate School
Urban,57.0,32007.843129032528,49.0,Single,Udon,Male,Yes,-0.3786350056290271,6.570218380741702,College
Urban,60.0,23236.15175560614,45.0,Divorced,Khon Kaen,Female,Yes,-0.47297973080872857,7.521577612989622,High School
Rural,89.0,45110.28465868921,39.0,Divorced,Khon Kaen,Male,No,-0.7291730164083634,6.316675806279217,High School
Rural,86.0,58759.15810815943,50.0,Single,Udon,Male,No,-0.3263228700271853,7.9314559997802725,College
Urban,56.0,62073.811683703694,40.0,Married,,Female,No,-0.12684801002606128,3.403950027135375,High School
Suburban,65.0,37046.961802865226,60.0,Divorced,Udon,Female,,0.04548075352782078,6.646240242711225,High School
Suburban,57.0,76276.32076052576,50.0,Single,Udon,Female,No,0.3907341513788261,2.8866860001899153,
Suburban,76.0,44494.15576460841,46.0,Divorced,Udon,Female,,0.011316062391175122,5.225939470825976,High School
Urban,68.0,42908.73684628516,58.0,Single,Mahasarakam,Male,Yes,0.498421938464014,5.910738854597773,Graduate School
Suburban,43.0,48547.30173276827,41.0,Divorced,Udon,Female,Yes,0.22468723462141235,7.409674078509271,High School
Suburban,72.0,47529.32865999349,41.0,Single,,Male,No,-0.17476413001618596,4.976256563876374,High School
Suburban,57.0,70598.57967328231,50.0,Single,,Male,No,0.23648993300028537,2.8360614751002537,
Urban,60.0,39603.458706065096,36.0,Divorced,Khon Kaen,Female,Yes,-0.21781321787745211,5.46113413459047,Graduate School
Urban,65.0,48022.27804431739,53.0,Single,Mahasarakam,Female,Yes,0.49567306555266216,5.26284639028331,High School
Suburban,,40646.883000403366,37.0,Divorced,Khon Kaen,Female,Yes,0.19848655683023433,6.107871826374575,College
Rural,26.0,53503.32571228079,34.0,Divorced,Udon,,Yes,0.6788101182141937,7.706548605926312,Graduate School
Urban,68.0,30940.760910123,37.0,Single,Khon Kaen,Female,Yes,0.05822098552586531,5.2121822973226255,College
Suburban,31.0,51578.05034004978,47.0,Single,Khon Kaen,Male,Yes,0.061799119745447995,8.796566049741381,High School
Rural,52.0,52369.663333120305,36.0,Single,Mahasarakam,Female,Yes,0.36198686103460176,6.0753108096153285,High School
Rural,111.0,38410.869519751184,52.0,Divorced,Mahasarakam,Female,No,-0.362352865808295,9.12004115152572,High School
Rural,69.0,64917.920415099325,54.0,Married,Mahasarakam,Female,No,-1.0309803635461179,6.662121261316196,High School
Urban,38.0,43040.044309138444,50.0,Married,Mahasarakam,Female,Yes,0.02974670337518691,8.474663443802598,Graduate School
Suburban,46.0,51512.73522616843,54.0,Divorced,Udon,Male,,0.6585871113365266,5.814804523676625,College
Rural,48.0,76210.01948637658,59.0,Married,Khon Kaen,Female,No,-0.5712614364804992,5.002058211342554,College
Suburban,56.0,44389.740568241126,56.0,Divorced,Mahasarakam,Male,Yes,0.7179186522312022,5.901456923608414,College
Rural,46.0,67465.69630477922,44.0,Single,Khon Kaen,Female,Yes,1.1448361877801818,4.42181277740169,High School
Urban,64.0,36362.64014427582,50.0,Single,Khon Kaen,Male,,0.371091700275141,5.06366383921871,College
Urban,23.0,51986.400657378814,57.0,Divorced,Udon,Female,Yes,-0.14741377851417556,9.398152294896104,High School
Urban,74.0,42400.235522878575,36.0,Divorced,Khon Kaen,Male,Yes,0.06762497910107329,5.705148136624343,Graduate School
Urban,30.0,66738.6500587185,48.0,Divorced,Khon Kaen,Female,,0.7742783210837396,7.238836878740944,Graduate School
Urban,38.0,47925.245822008554,46.0,Married,Khon Kaen,Female,Yes,0.07903690504037267,7.975331849847686,High School
Suburban,58.0,24291.848625290408,43.0,Divorced,Udon,Male,Yes,-0.5432172756154506,6.7358225986502465,College
Rural,80.0,52100.67129215952,42.0,Married,Khon Kaen,Female,No,0.2899472151156242,4.962670861720815,Graduate School
Rural,73.0,68057.02489041146,63.0,Married,Mahasarakam,Male,No,-0.16777043918791748,3.375278072210779,College
Suburban,33.0,68483.56259141106,34.0,Married,,Female,Yes,0.3822730755705045,6.0641221301752175,High School
Rural,56.0,78798.11722792742,37.0,Married,Khon Kaen,Female,No,-0.08937184818331836,5.723299946711546,College
Rural,66.0,54829.4336719799,41.0,Married,Khon Kaen,Male,,0.007198990632387846,6.860110351534043,High School
Suburban,20.0,62083.890928416986,58.0,Single,Udon,Female,Yes,1.1574697424724523,6.601107517484698,Graduate School
Urban,12.0,58295.04492203376,41.0,Single,Khon Kaen,Female,Yes,0.4881698866273849,8.024897544984798,College
Suburban,59.0,43097.26222775598,38.0,Married,Udon,Female,Yes,-0.06460794116569275,6.990222462181195,High School
Suburban,74.0,35067.58275353146,51.0,Divorced,Mahasarakam,Female,Yes,-0.40379179112737096,6.705723428458586,College
Rural,68.0,37213.40326438225,55.0,Single,Mahasarakam,Female,Yes,0.08491820055760863,6.3803656230127785,College
Suburban,49.0,75219.85602204336,49.0,Single,Khon Kaen,Male,No,-0.4750507046668231,5.436677515407418,College
Suburban,26.0,56120.3950846232,51.0,Single,Khon Kaen,Female,Yes,-0.260316118876317,8.205352193430732,
,61.0,85593.91293036124,56.0,Married,Khon Kaen,Male,No,-0.44205115804875994,7.032673631786942,High School
Urban,84.0,35951.66897494854,51.0,Married,Mahasarakam,Female,Yes,-0.1005328553150055,5.963992057442164,High School
Suburban,19.0,59523.65746957958,45.0,Single,Khon Kaen,Male,Yes,0.4302566947896038,8.090464289473777,College
Urban,80.0,29629.07797154419,44.0,Divorced,Udon,Male,Yes,-0.013543764917048826,5.693241767347394,Graduate School
Urban,54.0,44819.36373368634,43.0,Single,Mahasarakam,Male,Yes,0.46592093777758964,4.782110327257985,Graduate School
Suburban,,33112.02873453795,35.0,Single,Mahasarakam,Female,No,-0.10640570733833132,3.635161544148353,Graduate School
Rural,67.0,82214.29643340058,47.0,Divorced,Mahasarakam,Male,No,-0.40860315402668607,5.961375953270185,High School
Rural,47.0,52408.887704056244,34.0,Married,Udon,Male,Yes,0.7385855907334467,5.736660178882403,College
Rural,54.0,71927.01842611413,51.0,Married,Mahasarakam,Female,No,-0.6200801772760614,6.163010086948817,
Urban,55.0,65025.45851651923,49.0,Married,Mahasarakam,Male,Yes,0.20798567418706346,6.888290527023749,College
Urban,82.0,40576.63444564138,31.0,Divorced,Khon Kaen,Male,No,-0.016673597127957254,3.474917427727723,High School
Rural,60.0,,35.0,Single,Udon,Female,Yes,-0.016653126330445314,6.761055227825113,High School
Urban,61.0,44197.28063004741,58.0,Single,Khon Kaen,Female,Yes,0.11199561344188846,5.978147904799157,College
Urban,57.0,31115.94066261105,28.0,Divorced,Udon,Female,Yes,-0.51019648768769,7.649183132081387,College
Suburban,45.0,48446.879125243395,38.0,Single,Udon,Female,Yes,0.49229130569065577,6.551333109907461,Graduate School
Urban,65.0,23367.6571429408,61.0,Divorced,Khon Kaen,Female,Yes,-1.0717092506957713,7.845816496857513,College
Rural,77.0,55486.304723396526,29.0,Married,Udon,Male,No,0.04124523049038571,6.001684891167324,College
Suburban,47.0,73629.99501872426,58.0,Single,Khon Kaen,Male,No,-0.6244881960416121,4.303957177568844,High School
Urban,42.0,37160.88807475247,34.0,Single,Udon,Female,Yes,-0.04696468013470281,7.545210197060852,High School
Suburban,79.0,40736.21703271135,44.0,Divorced,Udon,Female,Yes,0.2545329987876347,4.5088223006343435,Graduate School
Suburban,60.0,59133.76201114815,27.0,Married,Mahasarakam,Female,No,-0.5589881019224132,4.935525520585163,High School
Urban,59.0,36413.7656069063,40.0,Single,Mahasarakam,Male,Yes,0.35921695113612295,4.801602309921222,High School
Rural,75.0,50969.48905164441,54.0,Married,Mahasarakam,Female,No,-0.2472842979747189,7.040452103683629,College
Suburban,58.0,38041.078260686685,34.0,Divorced,Mahasarakam,Female,Yes,-0.007035654060153086,5.68813677838604,College
Rural,86.0,54467.26600498332,61.0,Single,Udon,Male,No,-0.3815224442976552,8.536793667034848,High School
Rural,75.0,39951.23172132102,52.0,Married,Udon,Female,No,-0.7913809078079987,5.506310793668706,High School
Urban,56.0,86547.89589285344,39.0,Married,Udon,Female,No,-0.9583431522514148,5.423532413765418,Graduate School
Suburban,64.0,52238.30058395952,46.0,Married,Khon Kaen,Male,No,-0.20868202121643187,2.2011101897969874,Graduate School
Urban,63.0,46197.002334055316,64.0,Divorced,Udon,Male,Yes,0.22212800895268564,5.991093174032207,Graduate School
Suburban,67.0,,26.0,Single,Khon Kaen,Female,Yes,-0.05324537603181338,5.94038588554084,College
Urban,72.0,54485.96328301544,48.0,Married,Udon,Male,No,0.3897427440697739,4.161856935328609,College
Rural,79.0,70142.1304421316,34.0,Married,Udon,Female,No,-0.40149838520625314,4.394327595272678,Graduate School
Suburban,62.0,55888.90438250812,49.0,Divorced,Khon Kaen,Male,No,-0.030915780038138413,3.7785069951287036,High School
Suburban,12.0,57555.36996077897,49.0,Single,Udon,Female,,0.12475571506344411,9.615582209371585,College
Suburban,44.0,52032.80452778061,41.0,Divorced,Mahasarakam,Female,Yes,0.5310888045963215,7.115967949189276,College
Urban,52.0,38837.36456311529,51.0,Divorced,Khon Kaen,Female,Yes,0.1961329698705562,6.5428256562526785,College
Urban,40.0,52484.0281284128,35.0,Married,Khon Kaen,Male,Yes,0.19244788601848473,6.730376040299605,College
Suburban,55.0,33475.38265331957,52.0,Divorced,Udon,Male,Yes,0.26069340026774945,6.540352887503707,High School
Urban,54.0,39093.81951463989,51.0,Divorced,Khon Kaen,Male,Yes,-0.24377751966756767,7.285092865119342,High School
Urban,53.0,41087.44577393077,34.0,Divorced,Udon,Male,Yes,-0.37799826459717156,8.517163027773696,College
Urban,40.0,46555.60228363747,45.0,Divorced,Khon Kaen,Male,Yes,-0.767332562952598,9.600104020167024,College
Urban,48.0,36062.247947895616,45.0,Single,Khon Kaen,Female,Yes,0.07164781026897861,5.8578429706630875,Graduate School
Urban,39.0,54559.03657422081,45.0,Married,Mahasarakam,Female,,1.0358279630765126,6.24379383468781,College
Rural,52.0,66501.11060700388,42.0,Married,Mahasarakam,Male,No,-1.2857073982468759,7.367053985901763,High School
Suburban,,68107.6654314778,49.0,Divorced,Khon Kaen,Female,No,0.7503833992281133,5.302252898910462,High School
Suburban,34.0,32689.77727060352,56.0,Divorced,Udon,Female,Yes,-0.3619762063431229,8.53118193470001,College
Suburban,26.0,57221.70794086529,57.0,Divorced,Udon,Female,Yes,0.5090930127590966,7.695537128680838,High School
Suburban,22.0,56585.49069865566,41.0,Single,Udon,Female,Yes,0.32762413757796505,8.826342369691385,Graduate School
Suburban,38.0,62695.827595766925,57.0,Single,Mahasarakam,Male,Yes,0.8325327423730201,6.935418993676967,College
Rural,56.0,60065.96831855206,57.0,Divorced,Mahasarakam,Female,No,0.4355093753935078,5.911112330471611,College
Suburban,50.0,76630.34992507382,30.0,Married,Khon Kaen,Male,No,-1.164078922775082,8.114810343436513,College
Rural,83.0,44142.11153582589,,Single,Khon Kaen,Male,No,0.10518073465197472,5.4345689945573765,College
Urban,34.0,59144.86233544779,23.0,Single,Mahasarakam,Male,Yes,1.1962498559777357,5.479724583606637,Graduate School
Rural,39.0,77784.31876370762,55.0,Married,Udon,Male,No,-0.20938777542173703,6.41096559345349,Graduate School
Suburban,49.0,48424.32311224864,43.0,Single,Khon Kaen,Female,Yes,-0.44140827021990436,7.719027381197609,Graduate School
Urban,29.0,56633.026897849755,53.0,Divorced,,Female,Yes,-0.007040023320739011,8.512306619114852,High School
Urban,25.0,50856.25316258028,53.0,Single,Mahasarakam,Male,Yes,0.45970535775170746,7.888103102447394,Graduate School
Urban,63.0,35188.33460622441,60.0,Divorced,Udon,Female,Yes,0.1441341985637447,5.647430747125406,Graduate School
Rural,91.0,50469.14229000026,50.0,Married,Khon Kaen,Male,No,-0.3233112697313542,5.8659942213487355,High School
Suburban,58.0,42362.09654634622,59.0,Divorced,Khon Kaen,Female,Yes,0.5224924563194915,5.375539481784583,College
Rural,80.0,51947.639926497155,47.0,Married,Khon Kaen,Female,No,-0.9721561498166797,5.674472584135329,College
Rural,93.0,47171.16344122803,50.0,Married,Khon Kaen,Female,No,0.2325092427728153,5.393131803252393,College
Rural,50.0,63453.89431688505,58.0,Married,Mahasarakam,Female,,-0.38849814762856333,5.016640815105362,College
Rural,98.0,41680.147679810194,49.0,Married,Udon,Male,No,0.48154328457551726,4.700509134813094,College
Rural,64.0,65091.11191444695,53.0,Single,Khon Kaen,Male,No,0.0943890185758284,5.648090423096384,High School
Rural,51.0,64438.89124089146,49.0,Married,Mahasarakam,Female,No,-0.9746808200187702,5.933653088737519,High School
Urban,63.0,53068.801111012915,53.0,Married,Udon,Male,Yes,1.0756471069823716,3.6340134407795928,High School
Suburban,61.0,58875.09603038834,47.0,Married,,Male,No,-0.5712706172314753,2.4615019485731073,College
Rural,26.0,77555.91921459543,36.0,Married,Udon,Male,No,-0.7820613474701907,,High School
Urban,47.0,44272.31244031754,36.0,Divorced,Mahasarakam,Male,Yes,0.6151056162909125,7.002805554485309,Graduate School
Rural,95.0,51795.29073404679,42.0,Divorced,Khon Kaen,Female,No,-0.9894683325398379,7.655108007534039,College
Rural,75.0,60098.45149359621,41.0,Single,Khon Kaen,Female,No,-0.40964298254648485,6.133881554601552,College
Rural,87.0,46366.92855302723,53.0,Married,Khon Kaen,Male,No,-0.2513280593293493,6.50485986423906,College
Suburban,49.0,,50.0,Divorced,Udon,Male,Yes,1.0464237504609875,5.728419171369097,College
Suburban,52.0,59940.781623025505,35.0,Married,Mahasarakam,Female,No,-0.8030193454532719,8.69426969457767,College
Suburban,61.0,48471.437697476256,55.0,Single,Khon Kaen,Male,Yes,0.24603746053050807,5.443362452196544,High School
Urban,54.0,45199.09108275154,60.0,Single,Mahasarakam,Male,Yes,0.4377312373434699,6.327848217751875,High School
Urban,29.0,42327.50192422237,54.0,Single,Udon,Female,Yes,0.5062537399530656,7.231007201235923,College
Suburban,99.0,47873.85061962544,35.0,Married,Mahasarakam,Female,No,0.10105325839237726,5.25726615804357,High School
Suburban,39.0,84041.79431191285,,Divorced,Khon Kaen,Female,No,-0.28158329046018915,5.991666467849255,High School
Rural,60.0,67806.57564247515,35.0,Married,Mahasarakam,Male,No,-0.554676309713422,5.751964585461851,Graduate School
Suburban,56.0,49866.87755578266,32.0,Divorced,Udon,Female,Yes,0.5921081314316351,5.541884077287131,Graduate School
Urban,62.0,28161.318561813718,54.0,Divorced,Khon Kaen,Female,,-0.2517731513641965,6.263594566891732,College
Urban,46.0,44096.238345895385,45.0,Divorced,Udon,Male,Yes,-0.22262840719380045,7.515291001303032,College
Rural,63.0,44253.714483073105,54.0,Single,Khon Kaen,Male,Yes,0.6053357050321047,5.105730259289179,Graduate School
Urban,44.0,48117.74400703377,69.0,Divorced,Udon,Female,Yes,-0.34645230547062167,7.88368862366524,High School
Urban,16.0,,47.0,Married,Khon Kaen,Male,Yes,0.053925539561455696,,
Urban,59.0,50167.07842186978,35.0,Married,Khon Kaen,Female,Yes,0.7144598157487494,4.632871585001831,High School
Rural,85.0,44651.93831458906,42.0,Divorced,Udon,Female,No,0.47574550706422025,6.790995883806731,High School
Suburban,36.0,53197.628292334026,34.0,Single,Udon,Female,Yes,0.8758360587367913,6.098222688260761,High School
Suburban,75.0,29156.26969645484,51.0,Divorced,Mahasarakam,,Yes,0.21390683539703312,5.063290468772385,High School
Suburban,73.0,64059.43644955812,45.0,Married,Khon Kaen,Male,No,-0.3559272125518019,4.819248318837301,College
Urban,57.0,62503.83459874103,32.0,Married,Udon,Male,No,0.2325358209655457,4.980610015050098,College
Suburban,75.0,33508.78940725753,,Married,Udon,Female,Yes,0.4301273315112455,4.4160009223643035,Graduate School
Urban,47.0,45587.62152232109,45.0,Single,Mahasarakam,Male,Yes,0.03890457336816768,5.946103955281089,Graduate School
Urban,71.0,49395.39542040907,58.0,Married,Khon Kaen,Male,No,0.20973169250321955,4.692907250596697,Graduate School
Suburban,43.0,63853.692027172925,42.0,Single,Udon,Male,Yes,0.6614461516223663,6.75621944152012,College
Suburban,57.0,83465.02647699823,42.0,Married,Mahasarakam,,No,-0.5534435753762345,6.789802936349229,College
Suburban,42.0,81931.844614487,60.0,Single,Udon,Female,No,-0.9462192640034041,5.828994157899151,College
Urban,20.0,,51.0,Divorced,Mahasarakam,Male,Yes,1.2213663151716994,6.11378188358588,Graduate School
Suburban,61.0,45286.262881051836,46.0,Single,Udon,Male,No,-0.5500211943881463,3.330866958721122,Graduate School
Rural,88.0,50585.58883248139,32.0,Married,Mahasarakam,Male,No,-0.21663814211703536,6.724127659483956,College
Urban,44.0,51899.10750663145,36.0,Divorced,Udon,Female,Yes,-0.1133300090761066,7.808679066838839,Graduate School
Suburban,42.0,37884.70087389981,44.0,Divorced,Mahasarakam,Female,Yes,0.3342886986458873,6.896335056895858,High School
Urban,60.0,47877.643947620934,39.0,Married,Khon Kaen,Male,Yes,0.7328930007960318,6.553277065584187,Graduate School
,104.0,47508.230800457844,37.0,Married,Mahasarakam,Male,No,0.5805826230898289,4.424141320298329,College
