Annual Income,Active online hours,Years subscribed,City,Gender,Education Level,Renew,Brand Loyalty,Marital Status,Age,Location Code
,5.798347667763695,5.0,New Castle,Female,College,No,-0.011890085967413755,Married,57.0,Rural
46260.23151240593,3.270467735679831,5.0,London,Female,College,,-0.09699934370361338,Divorced,52.0,Suburban
39640.46270772201,7.7048015386569055,4.0,London,Male,Graduate School,Yes,0.3374154868371204,Divorced,61.0,Suburban
50487.331697642156,5.4344088963891,4.0,London,Male,College,Yes,0.3821202722939615,Single,41.0,Urban
,,4.0,Manchester,Male,Graduate School,Yes,0.061536657074837436,Divorced,40.0,Urban
64832.27122565309,6.745268581813077,6.0,New Castle,Male,High School,Yes,-0.2599421883686115,Single,60.0,Suburban
45739.60104851068,5.149289837833824,2.0,New Castle,Male,High School,No,0.04262669757453044,Divorced,54.0,Suburban
52279.063221527715,5.509391795108963,3.0,London,Female,College,Yes,-0.059721852406872764,Divorced,54.0,Urban
48086.205695488214,5.284988664049922,4.0,Manchester,Female,Graduate School,No,0.2985736903649631,Divorced,59.0,Rural
51323.43825261475,5.082500792037864,3.0,London,Male,High School,No,0.08775582060444365,Divorced,57.0,Rural
,7.060494212017322,5.0,Manchester,Male,Graduate School,Yes,-0.5686596586943453,Single,72.0,Urban
42605.52762104909,5.825154382645817,4.0,Manchester,Female,Graduate School,Yes,0.24106659240609796,Divorced,53.0,Suburban
51317.502488641716,5.826402626147059,4.0,New Castle,Female,College,Yes,-0.026732792370339403,Single,52.0,Suburban
65421.24599727936,6.72140407941051,6.0,Manchester,Male,Graduate School,Yes,-0.3704554216906759,Single,59.0,Urban
65428.30243403012,7.258906638223118,7.0,New Castle,Female,College,Yes,0.2727384213453962,Divorced,35.0,Urban
73691.84419719513,5.366403056312943,5.0,New Castle,Male,Graduate School,Yes,-0.2817930534522001,Single,48.0,Urban
62372.64993811384,6.328129945541564,7.0,Manchester,Male,College,Yes,0.26204232681500694,Divorced,,Suburban
65931.24771625717,5.767757022321978,4.0,New Castle,Male,Graduate School,Yes,0.04914288147978485,Divorced,60.0,Suburban
47936.00035942759,6.539992261205732,5.0,Manchester,Female,College,Yes,0.1155602814025879,Single,43.0,Urban
46064.21298207293,4.512325065336164,4.0,Manchester,Female,Graduate School,No,0.0698526880111352,Married,43.0,Suburban
47933.840451922544,2.5949126525488255,5.0,New Castle,Female,High School,No,-0.08011542465150397,Divorced,57.0,Rural
15000.0,2.8393179742777077,5.0,London,Male,High School,No,-0.38713113193846516,Married,54.0,Rural
61961.0822444909,5.556521158821281,7.0,London,Male,College,Yes,-0.09241854102384846,Divorced,44.0,Urban
61794.99891147556,4.701617706953379,6.0,London,Female,High School,Yes,0.10646659260091029,Married,47.0,Urban
60504.24851859568,6.621099420505609,3.0,New Castle,Male,High School,No,0.4051064870414587,Single,47.0,Rural
51672.31446351863,6.5805228533128535,3.0,Manchester,Male,College,Yes,-0.31978518665221667,Divorced,52.0,Suburban
56877.64531587088,5.377735164552304,4.0,Manchester,Male,Graduate School,No,-0.3370501337574482,Divorced,47.0,Suburban
55092.12296490138,6.974058884763756,5.0,New Castle,Male,High School,Yes,-0.2080632047250788,Single,69.0,Urban
57950.69356120093,4.729519573053271,4.0,London,Female,College,Yes,-0.2661630700997845,Single,54.0,Suburban
59414.14488261247,5.9488255943119395,2.0,Manchester,Female,,No,-0.36264224461866906,Married,,Suburban
44622.64767906972,,,Manchester,Female,Graduate School,Yes,0.3187683340642271,Married,41.0,Urban
66613.11370881848,5.6146383227588466,3.0,London,Female,Graduate School,Yes,-0.3305639011053638,Divorced,45.0,Suburban
62202.463440456835,5.110167330382874,4.0,New Castle,Male,High School,Yes,0.048149362359615505,Single,59.0,Urban
50970.26868028631,4.740044187891682,3.0,New Castle,Male,High School,No,-0.4636497649877273,Married,36.0,Suburban
56468.984575221475,5.288986394534145,3.0,New Castle,Male,College,No,-0.04273476309038232,Married,,Rural
68964.69079387301,6.218845182824839,2.0,London,Female,College,No,0.5031611794687014,Single,53.0,Rural
53489.09961597029,7.692498306042928,1.0,Manchester,Female,High School,Yes,-1.5,Divorced,,Suburban
52113.80063739438,5.395428112601334,,London,Female,High School,Yes,0.3694814565959095,Divorced,55.0,Urban
59657.01068515187,6.566120985122393,4.0,London,Female,High School,Yes,-0.42808257794021587,Single,49.0,Suburban
63135.889062901806,5.012119487442631,3.0,New Castle,Male,College,No,0.13381658906278937,Single,50.0,Urban
48424.116070148484,4.39985227502529,4.0,London,Male,Graduate School,No,-0.458259460319508,Married,52.0,Urban
49069.193637521326,6.245325656347679,4.0,New Castle,Female,Graduate School,Yes,-0.09211819524361033,Divorced,55.0,Urban
48243.46463052912,7.279538856881797,6.0,London,Male,Graduate School,Yes,-0.37502597462631376,Divorced,38.0,Rural
49678.510300561364,6.121586373206345,3.0,New Castle,Female,Graduate School,Yes,-0.5978417447197893,Single,46.0,Rural
49619.61612082695,4.440498264829235,5.0,London,Male,High School,Yes,0.5517391920894837,Divorced,52.0,Urban
50479.13415280028,3.2250974770451406,4.0,London,Female,College,No,-0.022104074560737874,,61.0,Rural
48795.37894813661,5.904072701703368,6.0,Manchester,Male,College,Yes,0.11531025525280741,Divorced,62.0,Urban
70697.41880840618,4.570012165824338,5.0,Manchester,Male,High School,Yes,0.14521049011434162,Married,51.0,Urban
58107.23876335528,7.463325139473451,5.0,London,Male,Graduate School,Yes,-0.2044933705311276,Divorced,52.0,Urban
45713.08773493075,6.162888364069702,5.0,Manchester,Male,College,Yes,-0.11634739077839777,Divorced,62.0,Urban
53764.48710366472,,6.0,London,Male,College,Yes,-0.5468288291313512,Divorced,51.0,Suburban
,7.284084229511046,6.0,Manchester,Male,College,Yes,0.46610043564262704,Divorced,68.0,Urban
60735.56499433386,6.277744421131967,2.0,London,Female,Graduate School,No,0.19628629414442045,Married,46.0,Rural
61162.85270232257,6.317164398375473,4.0,New Castle,Female,College,Yes,-0.18583202897346052,Divorced,60.0,Urban
37926.08231715343,7.261972817837396,5.0,New Castle,Female,High School,Yes,-0.18126435405128705,Married,57.0,Urban
44453.77649407085,6.746085403399495,5.0,London,Male,Graduate School,Yes,0.253686570586643,Single,46.0,Suburban
75761.9740137167,5.850697225675897,5.0,Manchester,Female,Graduate School,Yes,-0.2802484948410455,Married,55.0,Urban
45501.587367013184,5.5168549305068195,6.0,London,Female,College,,0.2809778387386298,Divorced,46.0,Urban
37411.682999746714,4.352109074765023,4.0,London,Male,High School,No,-0.35933784788607115,Married,32.0,Rural
52216.84718613184,6.377355972912188,4.0,Manchester,Female,College,Yes,-0.31891938119610547,Single,61.0,Urban
50870.26011118146,4.062173412003287,5.0,New Castle,Male,Graduate School,No,0.2431013688197698,Married,44.0,Suburban
74407.21884683796,5.288903941744402,5.0,New Castle,Male,High School,Yes,0.3803351356526331,Married,52.0,Urban
57036.25124283183,4.6972959506531655,3.0,New Castle,Female,Graduate School,No,-0.10861660338462065,Divorced,48.0,Suburban
67515.125993814,3.817162373069541,8.0,London,Male,High School,Yes,1.006518917929543,Divorced,43.0,Urban
50621.89467989776,6.244528939092494,4.0,Manchester,Female,College,No,0.20090242677447123,Married,56.0,Rural
,5.320491082129523,5.0,Manchester,Female,College,Yes,0.3144194043502215,Divorced,31.0,Rural
50382.471917451294,7.438966263348367,5.0,Manchester,Female,High School,Yes,-0.15780301255804915,Divorced,58.0,Urban
63607.22949911587,5.629277716774368,4.0,London,Female,College,Yes,-0.15403088257005737,Single,41.0,Urban
53988.02379778983,7.883913101872839,5.0,New Castle,Female,High School,Yes,-0.764948644599447,,49.0,Urban
28771.11164223406,3.6741748417678677,5.0,London,Male,Graduate School,No,-0.08758592916102036,Married,42.0,Suburban
59845.07035587132,5.7186583968592215,4.0,New Castle,Female,Graduate School,Yes,0.7554239977646688,Divorced,62.0,Urban
72859.07104349695,6.650032644505414,2.0,Manchester,Female,College,No,0.46568790588534903,Married,35.0,Rural
46272.24491236051,3.8053810295040527,6.0,New Castle,Male,High School,No,-0.20163049568500566,Married,28.0,Rural
41527.41516887845,7.163721065746804,3.0,Manchester,Male,College,Yes,-0.6655331217348888,Single,39.0,Rural
41467.70917667451,3.9294365375703135,5.0,New Castle,Female,College,No,0.19658524817361106,Married,51.0,Rural
48063.09528955106,7.248342121468334,4.0,London,Female,High School,Yes,-0.14649918907439446,Divorced,54.0,Urban
44152.828344185175,3.540077320897372,4.0,Manchester,Female,High School,No,0.13204926529238098,Married,,Urban
52498.5587699204,4.313272499659087,6.0,New Castle,Male,College,Yes,0.7129008662933823,Single,60.0,Suburban
47107.90895962616,6.426611177782083,3.0,London,Male,High School,Yes,-0.2698080649483029,Divorced,49.0,Rural
39932.06218059959,4.623228074032451,3.0,London,Male,Graduate School,No,-0.4130426119787437,Married,58.0,Suburban
69589.41172266495,6.8004140471731045,5.0,Manchester,Male,College,Yes,-0.4678844262590949,Single,61.0,Suburban
59060.03734047117,6.215711326998999,3.0,New Castle,Female,College,No,0.021521864199564755,Married,50.0,Rural
66797.92665784652,6.976220443294975,3.0,New Castle,Female,Graduate School,No,-0.23493672689522604,Married,38.0,Rural
63980.3305006694,4.6086461549684135,5.0,New Castle,Male,College,Yes,-0.2060196508436029,Divorced,51.0,
59839.11463790301,6.094468122021799,7.0,Manchester,Male,Graduate School,Yes,-0.30430099260047144,Divorced,47.0,Urban
41719.178741350974,7.002241742808985,5.0,Manchester,Female,Graduate School,Yes,-0.27482744382701507,Divorced,37.0,Urban
63012.44122067606,6.4571224312117845,5.0,London,Male,High School,Yes,-0.396270746498782,Divorced,57.0,Urban
62943.799990127845,5.481918652337949,6.0,London,Male,Graduate School,Yes,-0.08407017806052927,Divorced,49.0,Urban
66270.46109222811,6.244685994479857,1.0,Manchester,Male,College,No,0.3451423863000167,Divorced,45.0,Rural
56515.29162016217,5.556011618325599,,London,Male,College,No,0.28141159449660635,Married,54.0,Rural
42664.478900904105,3.166052521017402,5.0,Manchester,Female,College,No,0.052221412576290094,Single,54.0,Rural
57436.97026032358,5.028227120869398,4.0,London,Male,Graduate School,Yes,0.385507411302056,Single,47.0,Urban
57457.22333775452,3.6148216871983614,5.0,New Castle,Male,Graduate School,No,-0.16868773264217138,Single,52.0,Rural
58402.22414357814,5.005425979074072,7.0,Manchester,Male,Graduate School,Yes,0.2696327869895499,Divorced,49.0,Urban
63240.69502460007,4.738571353575035,6.0,London,Female,Graduate School,Yes,0.459312307975556,Divorced,47.0,Urban
66184.85070684344,6.638075546443139,5.0,London,Female,High School,Yes,-0.5330048921283664,Divorced,31.0,Urban
45439.4285581905,3.7796470004178193,4.0,Manchester,Male,College,No,-0.04136994446378689,Single,68.0,Suburban
53422.699394653275,5.166824747717858,6.0,New Castle,Male,High School,Yes,0.8864539724818361,Divorced,77.0,Suburban
32977.59077472874,3.861865433637153,3.0,New Castle,Male,College,No,-0.5673274434560338,Married,36.0,Rural
70706.38358814227,4.607461273977435,3.0,London,Female,,Yes,0.5356592031950278,Single,46.0,
67641.27948061774,6.623277795998427,2.0,London,Male,High School,No,0.4529506860160597,Single,61.0,Suburban
59243.83484766657,3.9724032095096,4.0,New Castle,Male,Graduate School,No,-0.1914304124122574,Married,50.0,Rural
51550.617437389126,5.332166108717424,2.0,New Castle,Male,Graduate School,No,0.13853969631808527,Married,62.0,Urban
58125.70203087225,5.318080288913518,5.0,New Castle,Male,High School,Yes,0.27931073244842125,Single,65.0,Urban
63725.79376815332,6.415874085404477,7.0,London,Female,Graduate School,Yes,-0.13305684203839757,Divorced,57.0,Urban
51140.37721629165,,5.0,New Castle,Female,College,Yes,-0.2345137779347054,Married,45.0,Urban
56317.25200248476,6.031672645330542,5.0,London,Male,Graduate School,Yes,0.06595248470827986,Divorced,50.0,Urban
51981.40291891599,2.9587727590583586,4.0,New Castle,Female,High School,No,-0.287429043351189,Married,40.0,Rural
69238.53269586529,5.512922606208622,6.0,London,Male,College,Yes,0.29804381920878936,Married,33.0,Suburban
41908.9823032553,6.986578882497297,6.0,Manchester,Male,High School,Yes,0.07630027254360616,Single,55.0,Suburban
57679.529445171334,6.722904815055762,4.0,London,Female,High School,Yes,-0.00793104464683439,Divorced,49.0,Rural
76447.11798707514,7.053909905382163,3.0,Manchester,Female,High School,No,0.4748910132684723,Married,50.0,Rural
70803.36790224825,7.896656261455821,0.0,New Castle,Male,Graduate School,No,0.416518438898998,Married,41.0,Suburban
54925.180765863784,5.351474908518138,3.0,Manchester,Female,High School,No,0.28735652391920846,Single,35.0,Suburban
58660.06418433436,4.306805499274343,3.0,New Castle,Male,College,No,0.6183968553951809,Married,39.0,Rural
45570.78411245043,7.472172035099259,5.0,New Castle,Female,College,Yes,0.9241572800990592,Married,57.0,Suburban
71372.64312051363,5.807600344957279,7.0,New Castle,Male,College,Yes,-0.38852791235833795,Single,33.0,Urban
41734.31657067308,6.190381533997677,6.0,Manchester,Female,College,Yes,0.6501711337975642,Divorced,52.0,Urban
37381.58806978367,6.617286246572835,4.0,London,Female,College,Yes,0.36274161607432,Married,45.0,Urban
38501.48412695479,8.060199905702273,4.0,Manchester,Female,College,Yes,-0.39953549391645393,Divorced,39.0,Rural
68462.58227513076,5.513029802313248,5.0,New Castle,Female,Graduate School,Yes,0.4639798421332577,Divorced,69.0,Urban
53391.6212192796,4.921838684232715,4.0,London,Female,,No,-0.019078855503535413,Married,58.0,Rural
67436.86205054409,5.717080722556442,6.0,Manchester,Female,High School,Yes,0.0022221917409983305,Married,55.0,Suburban
72762.87363796262,6.342351264992331,7.0,Manchester,Male,Graduate School,Yes,-0.5458231787460088,Divorced,29.0,Rural
68287.41318937432,6.188486126949391,4.0,London,Male,High School,No,0.6668143438781305,Married,42.0,Rural
68919.11339465617,6.380949866317638,3.0,London,Male,College,No,0.5497024791379941,Divorced,56.0,Rural
56109.83210124466,5.886585014435242,4.0,Manchester,Female,College,No,-0.012859682893220592,Married,33.0,
43250.2801225565,5.9395983332000295,6.0,Manchester,Female,College,Yes,0.344620172253883,Married,43.0,Urban
47548.60445681746,5.247251086389606,5.0,London,Female,High School,Yes,0.228261579283006,Divorced,50.0,Urban
56658.10468736399,5.0167363305001995,4.0,London,Female,College,No,0.4348314564783836,Single,57.0,Suburban
47766.5936580704,6.528937439551829,3.0,Manchester,Female,High School,Yes,-0.042352676319118376,Divorced,55.0,Suburban
33725.91669787439,4.477772659788909,4.0,London,Male,College,Yes,0.35536850487458194,Divorced,65.0,Suburban
71920.79380599548,5.181900289106818,4.0,London,Male,High School,Yes,0.21881291890951388,Divorced,48.0,Urban
44059.67053981219,4.721733502715166,5.0,Manchester,Male,High School,No,-0.17824744573254153,Single,53.0,Urban
35917.944161035295,3.225039614891109,4.0,London,Female,High School,No,-0.06782502561914944,Single,48.0,Suburban
53017.76456243048,7.372122859965772,5.0,New Castle,Male,High School,Yes,0.21546012699545836,Married,48.0,Urban
52267.769794848675,4.7844117568158,5.0,New Castle,Female,,No,-0.024108146902446226,Married,31.0,Rural
77791.80788276758,5.298267738728322,2.0,Manchester,Male,Graduate School,No,-0.0023461459835576737,Married,49.0,Rural
62321.10369266445,7.542715512566215,6.0,Manchester,Male,College,Yes,-0.09673520537018028,Divorced,62.0,Urban
56365.37101970759,4.679262266672933,3.0,Manchester,Male,College,No,0.6042254546813169,Single,58.0,Rural
63247.72865230938,7.30242923186109,7.0,New Castle,Male,Graduate School,Yes,0.17126722725434151,Divorced,71.0,Suburban
54858.54894653131,5.038928823285685,5.0,Manchester,Male,College,Yes,-0.20902210107813324,Single,66.0,Suburban
43214.22794284181,6.383253092054377,7.0,Manchester,Male,College,Yes,0.28835877270994376,Divorced,47.0,Urban
44315.15592608079,4.3340132790103905,5.0,Manchester,Male,Graduate School,No,0.24506932574030316,Divorced,49.0,Rural
47989.175768504385,5.327331224156334,4.0,,Male,Graduate School,Yes,0.5582695534555766,Divorced,40.0,Urban
37904.34116984614,2.5325645859094186,5.0,New Castle,Female,College,No,0.01882325616707123,Divorced,40.0,Rural
40702.56024532464,5.240719990383914,3.0,New Castle,Female,High School,No,-0.04350950278144319,Married,59.0,Suburban
54244.57804218049,4.3875163056923245,4.0,New Castle,Male,College,No,0.1126771707882459,Married,,Rural
70798.20779167881,5.038412352379076,,New Castle,Female,College,Yes,0.4030629279061727,Divorced,62.0,Urban
51689.2150760512,3.3267910500778,5.0,London,Female,College,No,-0.21917209426161527,Single,47.0,Suburban
36867.98738436207,7.256497678335468,3.0,London,Female,High School,Yes,-0.6111126537230069,Single,57.0,Urban
55607.989001236914,6.711593102100933,5.0,,Female,High School,Yes,-0.1262323561972239,Divorced,47.0,Suburban
58218.79227054148,4.0347635725547875,6.0,New Castle,Female,College,Yes,0.8977443224071757,Divorced,36.0,Urban
56764.05255127375,5.459695106919234,3.0,Manchester,Female,,No,0.6025839522569367,Divorced,50.0,Rural
46740.161452996945,5.611700850589505,6.0,London,Female,Graduate School,Yes,0.31897844801350406,Single,27.0,Urban
52938.93933849168,4.870149433147012,3.0,,Male,College,,-0.00890519323740302,Married,46.0,Rural
58519.8495332338,5.389558801967258,3.0,New Castle,Male,Graduate School,No,0.1007506836744832,Married,40.0,Rural
65601.78071715106,5.139549213412195,5.0,Manchester,Male,Graduate School,Yes,-0.3329387445766153,Married,51.0,Suburban
