Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Urban,57267.126499328675,27.0,Divorced,Female,Yes,0.05493672145539649,6.235977149029296,3.0,Udon,High School
Urban,49927.16213538578,25.0,Single,Male,Yes,0.02219145000860087,6.261193498286322,4.0,Udon,Graduate School
Rural,40567.87226867412,26.0,Single,Female,Yes,-0.09629436138119685,5.759149064495765,3.0,Mahasarakam,Graduate School
Suburban,54095.249377440974,24.0,,Male,Yes,-0.18366754265169136,5.2913293525338165,4.0,Mahasarakam,Graduate School
Urban,31718.27064825313,30.0,Single,Female,Yes,0.33249488977839925,6.16962432438814,2.0,Mahasarakam,College
Rural,41199.12389178197,32.0,Married,Male,No,-0.11827151618484344,5.143437901581096,5.0,Mahasarakam,College
Rural,42002.99225764677,27.0,Single,Female,No,0.8813374846610553,3.6231273352131987,2.0,Khon Kaen,Graduate School
Urban,63506.420868595334,,Divorced,Female,Yes,-0.9114695132851667,8.749841290271117,5.0,Udon,High School
Suburban,19078.44341874098,,Divorced,Female,Yes,0.8023694742432734,2.735056745536932,0.0,Mahasarakam,High School
Suburban,43206.74224567633,29.0,Divorced,Female,Yes,-0.3552738591847701,5.439165482104633,3.0,Khon Kaen,Graduate School
Rural,53698.969887990505,20.0,Single,Female,Yes,-0.6581066600310237,7.429344128411251,5.0,Khon Kaen,College
Urban,47449.937648127336,14.0,Divorced,Male,Yes,-0.5320724324869534,,4.0,Khon Kaen,High School
Rural,21866.895910227533,38.0,Single,Male,Yes,0.8355441612165624,,0.0,Udon,College
Urban,58827.748295057434,21.0,Married,Male,No,0.5045181625553229,4.858787809685795,6.0,Mahasarakam,Graduate School
Suburban,44258.23898016968,29.0,Married,Female,No,-0.48101522859314666,5.877750432124306,7.0,Mahasarakam,High School
Suburban,36235.273053556,43.0,Divorced,Female,Yes,-0.2930453259703022,5.673622491987473,2.0,Udon,High School
Suburban,22207.956460366702,28.0,Single,Female,Yes,0.845970085158531,3.9354190569235143,0.0,Khon Kaen,High School
Rural,36885.82024208642,28.0,Married,Female,No,0.5829526690812344,5.24672951027992,5.0,Khon Kaen,College
Urban,63116.36323628569,34.0,Married,Female,,-0.9210028320856525,5.828053239310345,7.0,Mahasarakam,Graduate School
Rural,26821.00600400476,28.0,Married,Female,No,0.026582284246039617,7.22236160886904,5.0,Mahasarakam,College
Rural,41736.03996000291,26.0,Married,Female,No,0.18220254990593054,4.602886455105937,5.0,Mahasarakam,College
Rural,29384.512136767986,36.0,Married,Female,No,-0.5901094644128692,5.339255190034228,6.0,Mahasarakam,College
Rural,32735.779087848165,29.0,Divorced,Female,Yes,-0.4009784654240784,5.496101938308424,1.0,Mahasarakam,High School
Suburban,37996.4314792802,33.0,Single,Male,Yes,0.2310879092194122,4.001965301079891,1.0,Khon Kaen,Graduate School
Suburban,43782.59067965692,41.0,Divorced,Female,Yes,-0.38274345540826477,7.076148719016825,3.0,Mahasarakam,Graduate School
Rural,39678.179398890585,35.0,Divorced,Male,Yes,0.3763608528850222,5.635592186057435,4.0,Mahasarakam,Graduate School
Urban,44791.52374272536,31.0,Divorced,Male,Yes,0.2288302926023167,5.276703369139269,4.0,,College
Suburban,50947.0362071983,23.0,Divorced,Male,Yes,-0.684224620378703,6.856679244380041,3.0,Mahasarakam,College
Suburban,33568.697140741926,49.0,Single,Male,Yes,0.010359243648289301,4.764965534260945,2.0,Mahasarakam,College
Rural,47977.91617337123,31.0,Married,Male,No,0.5457101079219406,4.0405321863427455,3.0,Khon Kaen,College
Suburban,63210.84049422275,16.0,Single,Male,Yes,-0.5029249003472662,8.041773229662311,4.0,Mahasarakam,College
Urban,,33.0,Divorced,Female,Yes,0.7947677618413778,4.263258915202112,2.0,Mahasarakam,Graduate School
Rural,41430.99964800682,,Divorced,Male,No,0.16495505227598622,5.40413071206492,6.0,Udon,Graduate School
Rural,54616.520463658984,40.0,Divorced,Female,No,0.3203401565443165,4.552857032359877,3.0,Mahasarakam,High School
Urban,35672.18175633576,52.0,Single,Female,Yes,0.3751992142398858,4.442673927396028,2.0,Khon Kaen,College
Urban,33581.43520783497,23.0,Divorced,Male,Yes,-0.4533287650791659,,3.0,Mahasarakam,High School
Suburban,44998.99961833905,50.0,Married,Female,No,0.5132411455114768,4.7119573437899085,2.0,Mahasarakam,Graduate School
Rural,43165.38430985394,34.0,Married,Female,No,0.15829678444277073,3.9692143051036353,6.0,Khon Kaen,College
Urban,40345.07761743651,19.0,Married,Male,No,0.304099717188499,4.749617256681624,2.0,Udon,Graduate School
Rural,77882.18424077814,41.0,Married,Female,No,0.07471984332060205,3.237517815102101,6.0,Udon,High School
Suburban,56235.45919837765,27.0,Single,Female,Yes,-1.0143606805251875,9.152868590888836,5.0,Khon Kaen,College
Urban,30783.933243612733,47.0,Divorced,Male,Yes,-0.136181530526377,5.728996258133163,1.0,Udon,Graduate School
Rural,57962.8450993285,31.0,Married,Male,No,-0.03424761786840308,4.246809980893739,3.0,Khon Kaen,Graduate School
Suburban,49246.42560227098,36.0,Divorced,Male,Yes,0.06620709909767766,6.186515208647056,4.0,Udon,College
Suburban,46364.267945211795,17.0,Married,Male,Yes,-0.03223765215052493,6.1333438224271735,2.0,Udon,Graduate School
Urban,59442.05890979641,45.0,Divorced,Female,No,0.4875091662940557,3.6140687990902234,5.0,Khon Kaen,Graduate School
Suburban,73769.38243267415,23.0,Single,Female,Yes,-0.5687685140156304,7.971291994850615,5.0,Udon,High School
Urban,44259.178950039,55.0,Single,Male,Yes,0.10961225750128573,6.034104676544707,4.0,Udon,College
Urban,26275.157198211706,25.0,Single,Male,Yes,1.039121750565537,,2.0,Udon,College
Suburban,34403.70061828099,29.0,Divorced,Female,Yes,0.2563872756306779,5.584622421023758,2.0,Udon,High School
Urban,56803.697979534154,36.0,Single,Male,Yes,-0.8118947311846136,7.181691458302414,5.0,Udon,High School
Urban,64752.46391334955,32.0,Divorced,Female,Yes,-0.5189490385134201,8.281207213001538,4.0,Mahasarakam,Graduate School
Rural,59453.99393267758,30.0,Married,Female,No,0.4347088849042806,5.884155633207997,5.0,Khon Kaen,College
,45132.69744987992,19.0,Single,Male,Yes,-0.14750328924325537,5.691203131307441,3.0,Khon Kaen,Graduate School
Suburban,50863.58038638473,23.0,Divorced,Female,Yes,-0.08494242668950401,6.278290026338176,3.0,Mahasarakam,Graduate School
Urban,27740.967355844128,31.0,Married,Male,Yes,0.38700938020107645,4.4874906614605035,0.0,Khon Kaen,College
Suburban,52545.24460651514,37.0,Divorced,Male,Yes,-0.6867469618033917,7.299753643781111,3.0,Udon,High School
Urban,41509.21281307587,34.0,Divorced,Male,Yes,0.15076260069463743,5.781500887945581,3.0,Udon,Graduate School
Suburban,61188.28148711346,35.0,Divorced,Male,No,0.8194216771748618,3.889043155868979,3.0,Udon,College
Urban,37622.72295008807,38.0,Divorced,Female,Yes,,5.1293201673855195,3.0,Udon,Graduate School
Rural,70889.61427270359,29.0,Single,Female,No,0.770055850652734,1.788037248404522,3.0,Udon,College
Rural,74444.89580334698,37.0,Married,Male,No,0.6350172583690952,4.2816648084945035,5.0,Khon Kaen,High School
Suburban,53119.695995243856,34.0,Married,Male,No,-0.6834389251830961,4.105419908951229,6.0,Mahasarakam,College
Suburban,38130.19818383049,31.0,Divorced,Male,Yes,-0.06823224187011123,5.13409868189834,3.0,Khon Kaen,College
Rural,41199.85098346007,34.0,Married,Female,No,-0.2553436659568602,4.0800669839357235,5.0,Mahasarakam,College
Urban,25534.518806449934,25.0,Divorced,Male,Yes,0.33755114954637255,5.146742239151136,2.0,Udon,Graduate School
Urban,41671.05110129298,23.0,Single,Female,Yes,0.08693754980022467,5.487485372195482,4.0,Udon,College
Urban,41589.78382786048,25.0,Divorced,Female,Yes,-0.6116506375749537,6.4727163036276165,2.0,Udon,Graduate School
Rural,66041.76808246777,38.0,Married,Male,No,0.2055070045491852,5.107840281209285,3.0,Mahasarakam,High School
,34543.67816038555,18.0,Divorced,Male,Yes,0.06812266536782435,6.5324219038743845,2.0,Udon,Graduate School
Urban,45961.49640698095,38.0,Divorced,Male,Yes,-0.22362641824447727,4.831999229989564,3.0,Khon Kaen,High School
Rural,64572.81528647967,32.0,Married,Female,No,-0.3163697834344993,4.616611747559296,5.0,Khon Kaen,Graduate School
Suburban,37602.72857263389,27.0,Divorced,Female,Yes,-0.02067139492817599,6.228130146163533,3.0,Mahasarakam,High School
Urban,63480.393674506435,49.0,Divorced,Female,Yes,-0.647728106066397,8.396003058295445,5.0,Mahasarakam,College
Suburban,33364.12556244028,43.0,Single,Female,Yes,0.2104034301568502,5.402070102078381,2.0,Khon Kaen,Graduate School
Rural,64317.173154358956,38.0,Married,Female,No,0.0028667177800267285,4.600140515836522,3.0,Udon,High School
Urban,55985.279805623504,30.0,Divorced,Male,Yes,-0.8294858050284403,6.147066506899182,3.0,Khon Kaen,High School
,44477.91795813492,41.0,Single,Male,Yes,-0.2365482448164026,5.458426131549284,3.0,Udon,College
Rural,52156.33902143832,38.0,Married,Male,No,-0.5093203265574503,4.955735404111509,4.0,Khon Kaen,College
Urban,31246.26784537188,32.0,Divorced,Male,Yes,1.1321141743641854,4.326321207120314,4.0,Mahasarakam,Graduate School
Urban,29545.254469423526,46.0,Divorced,Male,Yes,0.5894060826009128,4.450166928929052,1.0,Mahasarakam,High School
Suburban,55966.37141478087,30.0,Married,Female,No,-0.28776955351322,4.242424440766877,5.0,Mahasarakam,High School
Rural,43460.02191026857,42.0,Single,Female,No,-0.7311203305162877,3.5398288409891694,6.0,Khon Kaen,College
Suburban,35334.09522461405,49.0,Married,Female,Yes,-0.12893474320655185,5.272452367202073,2.0,Mahasarakam,Graduate School
Suburban,41616.859894834866,33.0,Divorced,Male,Yes,-0.3418247122450455,5.3731582766293124,3.0,Udon,High School
Urban,29488.107400679168,41.0,Single,Male,Yes,0.7726373948258836,4.7366864031637315,2.0,Khon Kaen,College
Suburban,53193.2344328326,43.0,Single,Male,Yes,-0.43794030432591274,6.4055877530501935,2.0,Khon Kaen,High School
Urban,39297.39968880889,34.0,Divorced,Male,Yes,0.3253071792929252,5.686489493984139,4.0,Khon Kaen,Graduate School
Rural,27708.51951757183,32.0,,Female,Yes,0.6711875047075927,5.365612062179885,3.0,Khon Kaen,College
Suburban,37345.383478022406,38.0,Divorced,Male,Yes,0.45228702756301054,4.606704662932668,4.0,Khon Kaen,Graduate School
Rural,74820.29556994821,15.0,Divorced,Female,No,0.5140079638986228,2.8390927061293367,6.0,Khon Kaen,College
Urban,25578.09605664339,21.0,Divorced,Male,Yes,0.9169448851164197,2.9334227099267984,,Mahasarakam,High School
Suburban,47462.09576771557,46.0,Married,Female,Yes,-0.08802390855548035,6.450355945166605,3.0,Udon,Graduate School
Suburban,53449.91227346818,24.0,Divorced,Male,Yes,-0.0712859553850638,7.023099330509703,4.0,Udon,College
Rural,43833.76942783352,35.0,Divorced,Male,No,-0.8807390389527066,6.570507114633861,4.0,Udon,Graduate School
Rural,53617.31663020456,40.0,Single,Female,No,-0.7514601174385775,4.267904477435967,3.0,Mahasarakam,High School
Urban,42666.71004252216,28.0,Divorced,Female,Yes,,5.835068145588491,2.0,Udon,College
Rural,46126.69283353889,50.0,Married,Female,No,-0.5478493194334701,6.157792901545747,4.0,Mahasarakam,
Urban,34849.699542911294,34.0,Divorced,Male,Yes,0.31006197967643045,4.6775384552228845,1.0,Mahasarakam,College
Urban,52301.943813064965,22.0,Divorced,Female,Yes,-0.7302831083520929,6.976030812988967,4.0,Udon,College
Urban,24877.45717298096,32.0,Single,Male,Yes,0.45641198315069775,3.381643870366729,1.0,Udon,College
Rural,68983.4732572924,30.0,Married,Male,No,0.6457158118849647,1.906648122869338,4.0,Mahasarakam,College
Suburban,41205.49746505246,24.0,Married,,No,0.22003056332775,6.12054302091976,5.0,Khon Kaen,Graduate School
Rural,29822.847628703552,45.0,Married,Female,No,,3.954507382530272,6.0,Udon,College
Urban,43288.41859573002,42.0,Married,Female,Yes,-0.0878704497840572,5.101609914152155,3.0,Khon Kaen,College
Urban,55702.21074929604,25.0,Single,Male,Yes,-0.23214478340993477,7.1103354320083945,3.0,Udon,High School
Rural,66334.64777191773,36.0,Divorced,Male,No,0.03428691142411319,5.439163647326167,5.0,Khon Kaen,College
Suburban,32971.74695558515,22.0,Married,Male,No,-0.2279809254012687,5.31172988577766,3.0,Udon,College
Suburban,41841.3838589969,21.0,Single,Male,Yes,-0.3066407968328002,6.047798123011589,4.0,Udon,Graduate School
Urban,42073.89909895743,27.0,Divorced,Female,Yes,0.11088599712511349,5.537747479891107,2.0,Udon,High School
Suburban,51600.95512315173,33.0,Married,Female,No,0.29368067822378996,5.051392677262645,6.0,,College
Urban,52616.47453147598,18.0,Divorced,,Yes,-0.22376424933950018,6.659322621584958,5.0,Udon,Graduate School
Suburban,29657.796932156623,31.0,Divorced,Male,Yes,0.6353590095418964,4.672498787736482,2.0,Mahasarakam,High School
Rural,52028.71227371722,31.0,Married,Female,No,0.4067386695702869,5.3589088534454845,2.0,Mahasarakam,College
Urban,,36.0,Divorced,Male,Yes,0.18776326675540805,5.90819644511864,3.0,Khon Kaen,High School
Suburban,58843.844544398584,17.0,Married,Female,No,-0.3284567296777826,5.479152362826467,5.0,Udon,Graduate School
Urban,15786.316246298833,40.0,Divorced,Female,Yes,0.7309761044635683,3.9844767532342598,1.0,Mahasarakam,College
Rural,58701.17498908466,23.0,Married,Male,No,-0.24806319263034757,3.267959970707058,6.0,Khon Kaen,College
Suburban,82702.58957487284,24.0,Married,Male,No,0.03579101344681554,3.433081212167263,2.0,Udon,High School
Urban,33880.03564713152,34.0,Divorced,Male,Yes,0.45724283070640603,3.7751645687646818,1.0,Udon,Graduate School
Suburban,54422.800051735285,37.0,Married,Female,No,0.543579243757374,5.10578251715159,3.0,Mahasarakam,High School
Rural,41984.72508870711,34.0,Married,Male,No,-0.8755313271232364,6.4571590705899755,5.0,Khon Kaen,Graduate School
Rural,50707.440255461544,37.0,Divorced,Male,No,0.9522175840755398,3.5776760782994614,6.0,Mahasarakam,High School
Rural,45558.94336914227,32.0,Single,Female,No,-0.12151835293857807,5.397369292082162,1.0,Mahasarakam,College
Rural,59085.39679915015,47.0,Married,Female,No,0.2016601693806893,3.520074859796523,5.0,Udon,College
Rural,53878.80663970939,52.0,Married,Female,No,-0.2763029404224936,4.845623371705548,3.0,Mahasarakam,College
Rural,53277.68444248591,20.0,Married,Female,No,-0.3525272695300288,6.145680226968267,6.0,Udon,High School
Suburban,64693.112176302275,20.0,Single,Female,Yes,-1.0102407580480217,7.848623264204031,5.0,Khon Kaen,High School
Suburban,46354.27296318671,47.0,Divorced,Male,Yes,0.5279367670822026,5.01207660102592,3.0,Udon,Graduate School
Rural,43798.10830227853,40.0,Divorced,Male,No,-0.4851715754392647,6.863735097347645,3.0,Mahasarakam,College
Suburban,64739.18507434639,33.0,Married,Male,No,-0.24826623731961567,4.444620242230988,8.0,Udon,High School
Rural,30673.644346708974,31.0,Married,Female,Yes,0.023047918482111657,5.019440775540367,2.0,Udon,College
Rural,28451.74247359613,37.0,Divorced,Male,No,-0.12287364113909205,5.357783200380907,8.0,Mahasarakam,College
Urban,48932.1991576418,36.0,Married,Female,No,0.1920573607037679,4.294548537943283,4.0,Mahasarakam,Graduate School
Suburban,61042.09485565672,46.0,Divorced,Male,No,0.5395006400797318,4.176738657882324,4.0,Mahasarakam,Graduate School
Suburban,58438.02294587779,34.0,Married,Male,No,-0.15978834032082778,4.6516576534745475,5.0,Mahasarakam,Graduate School
Suburban,65964.12470796928,30.0,Married,,No,0.6826944286942579,1.6648848870964237,6.0,Udon,College
,31926.63263072534,27.0,Single,Male,Yes,0.3902148185183657,4.3475585650143325,3.0,Khon Kaen,High School
Urban,56773.537277423464,35.0,Married,Male,No,-0.37583600046427224,6.576367237731345,3.0,Udon,Graduate School
Urban,,20.0,Single,Male,Yes,-0.008456753289669106,5.441535785315678,2.0,Mahasarakam,College
Suburban,56469.07809544103,43.0,Single,Female,No,-0.26492490977957095,4.955870384592593,5.0,Khon Kaen,College
Urban,42582.54486380308,35.0,Divorced,Female,Yes,0.5411546824564519,4.920770707432581,3.0,Mahasarakam,Graduate School
Urban,,33.0,Divorced,Male,Yes,0.643381893108268,4.828368228083432,2.0,Udon,
Suburban,68036.3484999414,33.0,Divorced,Female,Yes,-0.7666921793305257,7.61843119578924,4.0,Khon Kaen,College
Rural,42634.32356938975,41.0,Divorced,Female,No,0.2626606424642179,5.288705331450946,6.0,Khon Kaen,Graduate School
Suburban,41321.15811093899,41.0,Married,Female,No,-0.31067257692275185,5.264341089180744,2.0,Mahasarakam,Graduate School
Urban,43552.70073709667,26.0,Married,Female,Yes,0.03653707896253036,6.567577901898004,4.0,Mahasarakam,College
Urban,40435.32068108102,29.0,Divorced,Female,Yes,0.13209488578223372,5.830284649164291,4.0,Khon Kaen,Graduate School
Rural,51419.83109913539,35.0,Married,Male,No,0.05388027204759002,3.7414807460115402,5.0,Khon Kaen,College
Rural,38607.24056028127,34.0,Married,Male,No,0.27891956721924294,5.077529762604003,4.0,Mahasarakam,College
Rural,29438.161510954407,21.0,Single,Female,Yes,0.08085868010927638,5.023434789902182,2.0,Mahasarakam,Graduate School
Urban,65721.1794450063,23.0,Divorced,Female,Yes,-0.6161697971219828,7.897094199889885,7.0,Khon Kaen,Graduate School
Rural,51319.339156029906,27.0,Married,Female,No,0.28092129260743465,4.83781724206868,4.0,Mahasarakam,High School
Rural,74969.17552091408,41.0,Single,Male,No,0.42092784172916464,3.3560497685575443,7.0,Khon Kaen,
Urban,36682.285896611684,28.0,Divorced,Female,Yes,0.00849621332606662,5.0856476411025655,3.0,Udon,Graduate School
Urban,30352.295105798046,24.0,Divorced,Female,Yes,0.1084666195195732,4.5509565527817415,2.0,Udon,College
Suburban,52822.66551416267,32.0,Married,Female,No,-0.0963604700607443,5.32040165257091,4.0,Mahasarakam,High School
Rural,44595.96750795237,27.0,Single,Female,No,0.09429205650602657,6.440129628257608,5.0,Mahasarakam,College
Suburban,69100.50591683664,46.0,Married,Male,No,0.7783554757730479,2.4594172299346604,4.0,Udon,High School
Rural,71008.14996455838,25.0,Married,Male,No,0.016619673431494952,3.5945664385952885,4.0,Khon Kaen,Graduate School
Suburban,32475.965466901478,41.0,Single,Female,Yes,0.3166360792738593,4.699399953782149,2.0,Mahasarakam,College
Urban,40136.99180509611,27.0,Divorced,Male,Yes,0.39559213760598244,4.977892151193451,2.0,Mahasarakam,Graduate School
Suburban,39987.16459453481,21.0,Single,Female,Yes,-0.31024472056214997,5.618001901415087,2.0,Khon Kaen,High School
Urban,52754.37363765867,41.0,Single,Male,Yes,-0.016826832504996198,6.597365032512331,5.0,Udon,High School
Rural,43331.54359847803,44.0,Married,Female,No,-0.1439012713669354,4.492935885136636,5.0,Khon Kaen,High School
Urban,43798.11431209554,45.0,Divorced,Male,Yes,-0.2219060459974243,5.4845983797993965,3.0,Khon Kaen,High School
Urban,33954.46847984471,31.0,Single,Female,Yes,0.013739801014530817,5.128370798099206,2.0,Udon,High School
Urban,42579.74556450479,25.0,Divorced,Male,Yes,0.36310724074964795,5.64108071754479,4.0,Khon Kaen,College
Urban,35128.75998803444,35.0,Married,,Yes,0.3896138485826012,5.241764865982153,2.0,Mahasarakam,High School
Urban,56477.35337853106,39.0,Single,Female,Yes,-0.32451066721649796,7.08290117735434,,Mahasarakam,Graduate School
Urban,32208.665010500546,26.0,Single,Male,Yes,0.2663956612000988,5.2655686824406995,3.0,Mahasarakam,High School
