Months with Company,Location Code,Renew,Marital Status,Brand Loyalty,Education Level,Annual Income,Active online hours,Age,Gender,City
61.0,Suburban,Yes,Divorced,-0.1457891898218251,College,75765.37367410892,4.836883070545974,56.0,,New Castle
71.0,Rural,No,Married,-0.6711473231259559,College,62452.588604392804,7.619815963537642,37.0,F,Manchester
39.0,Urban,No,Divorced,-0.14281765026707693,High School,54263.6038450791,5.577215486773319,57.0,F,New Castle
35.0,Urban,Yes,Single,0.661534963835217,College,72588.60515509176,4.536317815291584,62.0,M,New Castle
64.0,Urban,Yes,Divorced,0.6382592844522262,High School,43021.98240087798,6.8744416711984355,54.0,F,London
62.0,Urban,Yes,Single,0.42678392357100414,Graduate School,61617.26114524146,7.498131708152897,49.0,F,New Castle
37.0,Urban,Yes,Married,-0.014833552972810221,Graduate School,,6.111565099948344,48.0,M,New Castle
64.0,Urban,Yes,Divorced,-0.13785874489090003,High School,67044.43426696601,5.866980302760903,56.0,F,London
41.0,Suburban,Yes,Married,-0.1838598953045184,Graduate School,57759.38009858258,5.592595095844866,39.0,F,New Castle
56.0,Urban,Yes,Divorced,0.20975807515853284,College,74431.42382123249,5.114794646004312,51.0,F,Manchester
40.0,Urban,Yes,Single,0.6612197235233164,Graduate School,57855.39760779677,5.494241174143695,55.0,F,New Castle
44.0,,Yes,Divorced,0.2241085874870289,Graduate School,66348.4541434792,4.705828327222583,66.0,F,London
61.0,Rural,No,Single,-0.2130333142024577,College,35560.43419304965,7.323190122255224,63.0,F,New Castle
30.0,Suburban,Yes,Divorced,0.2891242610629646,Graduate School,58325.30744453601,6.443681764926241,53.0,M,London
86.0,Urban,No,Divorced,0.04478808894123194,Graduate School,38227.567691209406,6.254508780226167,42.0,M,London
49.0,Urban,Yes,Divorced,0.1640185134283803,High School,50692.7946671271,5.347704825527451,49.0,F,London
33.0,Urban,Yes,Married,-1.1575603135144636,College,52657.63533454822,5.427158727338341,49.0,F,London
61.0,Urban,Yes,Single,-0.16162964637626814,Graduate School,62384.319710661635,6.344096914981217,52.0,F,London
44.0,Rural,Yes,Divorced,0.04144383999419046,High School,65406.78948991419,4.941937271441566,58.0,F,London
31.0,Urban,Yes,Married,-0.5153256484899701,High School,58376.26334842751,7.0295806210115925,56.0,F,London
71.0,Suburban,No,Married,0.46467965843368464,Graduate School,51657.036562738496,6.349721604894735,41.0,F,New Castle
,Rural,Yes,Single,-0.06266800869456203,High School,60768.055023411594,4.137876137732782,56.0,M,New Castle
51.0,Urban,Yes,Divorced,-0.0745107239312878,High School,51995.52848543606,6.537772090897754,45.0,M,New Castle
56.0,Rural,No,Single,0.38442176220194924,High School,47915.531210662135,5.980700292371827,42.0,M,Manchester
70.0,Rural,No,Single,0.20718850233485842,Graduate School,45998.235164261656,6.5790160051431235,48.0,F,New Castle
58.0,Rural,No,Divorced,0.18921079615272368,College,57996.806660694776,7.012491064542218,45.0,F,
84.0,Urban,Yes,,-0.028272695392113065,Graduate School,58224.80858218873,7.205406821913269,59.0,M,New Castle
50.0,Urban,Yes,Divorced,0.13544239996246313,College,65499.66282806982,5.396649166181208,58.0,M,Manchester
65.0,Rural,No,Married,0.42931101000545147,Graduate School,58223.05235045454,8.009707597587061,49.0,M,London
48.0,Suburban,Yes,Single,0.08143498750982944,College,55122.38878693252,4.467789323114913,51.0,M,London
51.0,Suburban,No,Divorced,0.05167069625693416,Graduate School,45665.04778840243,5.86507636199779,51.0,F,London
47.0,Rural,Yes,Divorced,0.050832008385839234,College,59952.82750994272,6.143292419340711,59.0,F,New Castle
81.0,Rural,No,Single,,Graduate School,63981.00388960494,8.032295327890436,51.0,F,New Castle
61.0,Rural,No,Divorced,0.16455884589777628,College,30550.024573778723,5.992489742553189,37.0,F,Manchester
77.0,Rural,No,Married,0.10158064818216331,Graduate School,51665.47511596333,6.828211921909076,47.0,F,Manchester
17.0,Urban,Yes,Divorced,0.26868156038685403,Graduate School,46524.49579075934,5.235190777197877,39.0,F,New Castle
31.0,Urban,Yes,Divorced,,,54666.21698337593,4.759691228750973,59.0,F,New Castle
21.0,Urban,,Divorced,-0.3927189453367213,College,59660.49688357211,2.638679698834965,51.0,F,New Castle
72.0,Urban,No,Married,0.4100978969683266,Graduate School,57138.96495573167,7.32427420129216,41.0,M,London
44.0,Urban,Yes,Single,-0.5669707443970426,Graduate School,58573.97263747701,3.600220149394824,49.0,F,London
64.0,Rural,No,Married,-0.12216919755440381,High School,50969.9146210821,6.8343369218104835,49.0,F,
,Urban,No,Married,-0.4624551530200862,Graduate School,49433.51492260583,8.193491706380888,45.0,M,New Castle
40.0,Urban,Yes,Divorced,-0.3419781152753111,High School,77573.58527629802,3.628837927549614,60.0,F,New Castle
35.0,Urban,Yes,Divorced,-0.15390197435544833,Graduate School,53076.1375967479,5.147937346867992,48.0,M,Manchester
102.0,Rural,No,Married,-0.02966556002459262,College,27113.403472288763,8.510318806699233,48.0,F,London
45.0,Urban,Yes,Divorced,0.3985694740381421,Graduate School,70171.12039136361,5.005817907881539,63.0,F,London
43.0,Suburban,Yes,Divorced,0.2822359787348348,High School,64457.87057093205,6.829120996315841,39.0,M,Manchester
40.0,Urban,Yes,Married,-0.6771431902760224,Graduate School,69099.97388381982,4.359495323655973,63.0,F,New Castle
57.0,Rural,No,Single,0.2365587559418072,Graduate School,56268.780032068666,,38.0,M,London
46.0,Suburban,Yes,Single,-0.06533128827581894,High School,50533.35749620878,8.028703663627246,52.0,F,London
40.0,Suburban,Yes,Divorced,0.9941687472539722,College,52002.778797781655,6.405044846021735,41.0,M,Manchester
47.0,Urban,Yes,Single,0.5159081204854434,High School,46495.25728181255,5.3611935773363175,60.0,M,New Castle
79.0,Suburban,No,Married,-0.14207995646079938,High School,52153.19867792189,7.659301554552556,33.0,M,London
63.0,Rural,Yes,Married,0.5802777471951084,High School,64742.70997775519,3.6300221474256866,79.0,F,New Castle
93.0,Urban,Yes,Divorced,-0.5414443696915341,Graduate School,67087.0037038299,8.103412293844158,49.0,F,New Castle
50.0,Urban,Yes,Single,0.41801017170307414,Graduate School,65044.10796392779,5.923429334836494,51.0,F,London
49.0,Urban,Yes,Divorced,0.18740651444977036,High School,51845.1375767641,6.159604520458982,52.0,M,New Castle
55.0,Rural,No,Married,-0.8516776995003977,College,41191.12672563915,7.581875158801192,53.0,F,New Castle
58.0,Suburban,No,Married,-0.2442812199301696,College,47210.34086957109,7.011339822225854,43.0,F,Manchester
101.0,Rural,No,Married,-0.20246313157628332,Graduate School,70149.97949754096,6.777432394205073,42.0,F,Manchester
54.0,Suburban,Yes,Divorced,0.3460109714635764,Graduate School,63515.69135308539,6.674312242434551,44.0,F,New Castle
46.0,Urban,Yes,Single,0.24267437881402443,High School,61296.89491549172,6.0874026563525945,54.0,M,New Castle
56.0,Rural,Yes,Divorced,-1.0028494011093358,High School,46093.04854668969,6.216580256328957,51.0,M,Manchester
,Rural,Yes,Married,-0.09194750033856666,High School,48206.79781590045,6.140094483138786,56.0,M,New Castle
40.0,Urban,Yes,Married,-0.43891976252074716,Graduate School,35358.70290276468,6.828465434199886,39.0,F,New Castle
74.0,Suburban,Yes,Divorced,-0.3917061922554907,High School,77306.87043296691,6.2577326660444,61.0,F,New Castle
39.0,Suburban,Yes,Divorced,0.4390285821991926,,50049.51142452108,5.304079042229653,53.0,M,New Castle
61.0,Urban,Yes,Single,0.4095184654981142,High School,51427.061563564195,5.933999235581594,56.0,M,Manchester
51.0,Rural,No,Divorced,0.18844944159679372,High School,55273.599944642,,49.0,M,Manchester
64.0,Rural,No,Married,-0.2038622209990859,High School,56503.48045139571,7.731087807996859,43.0,F,Manchester
62.0,Urban,No,Divorced,-0.0048933995097095034,College,68729.74154864084,5.862252017496675,31.0,M,London
51.0,Rural,No,Married,-0.5252865254616403,High School,60531.58743074139,7.571694852028865,41.0,F,Manchester
54.0,Suburban,Yes,Single,-0.9152267979150915,High School,59624.377223107804,5.007824977318477,53.0,M,London
82.0,Urban,Yes,Single,0.5258063354942096,Graduate School,85208.75396250925,5.290011978618988,67.0,F,Manchester
59.0,Suburban,Yes,Single,0.15172775938329267,College,60993.110039062056,7.184287582248976,51.0,F,New Castle
78.0,Suburban,No,Married,-0.7622580156346761,High School,50771.43496077815,6.0613171432885995,46.0,M,New Castle
81.0,Suburban,No,Married,-0.35757192833049156,Graduate School,66815.31279298832,9.479255512254191,49.0,M,New Castle
71.0,Suburban,Yes,Single,0.4464562533729979,Graduate School,61420.55191651038,7.128385674546913,58.0,M,Manchester
52.0,Suburban,No,Single,0.09461713456273069,High School,58446.96824174909,7.032896754050477,34.0,M,New Castle
71.0,Rural,No,Single,0.2776568602241018,College,56857.76746430493,6.159213506041527,60.0,M,London
46.0,Rural,No,Single,0.5796674353333351,Graduate School,62504.54058778811,6.524637544324999,37.0,M,London
22.0,Urban,Yes,Married,-0.9572958957349212,College,43057.556054495144,4.910600913827695,,F,
78.0,Rural,No,Divorced,0.08723254732450156,,49417.589421845834,7.070099589688692,34.0,M,London
73.0,Rural,No,Divorced,-0.2711925688192204,High School,54214.92296430013,7.3419224566503205,37.0,M,Manchester
58.0,Suburban,,Married,0.2883539701391415,Graduate School,50928.207040767775,6.019608249561314,49.0,F,London
42.0,Rural,No,Married,-0.4576959290115088,High School,46560.43646689533,7.117472017675238,46.0,F,London
66.0,,Yes,Divorced,0.08162853814881527,College,56722.62252392756,5.940758896794488,54.0,M,London
67.0,Suburban,Yes,Divorced,-0.46286752857047003,High School,42840.51319644725,6.499663402396232,54.0,M,Manchester
36.0,Urban,Yes,Single,0.531111210542785,High School,51499.31614607694,6.294713190084517,52.0,F,New Castle
21.0,Urban,Yes,Divorced,0.27478593371120585,College,22767.86297969521,4.982485342527237,46.0,F,New Castle
58.0,Rural,No,Married,-0.5023642248035405,Graduate School,44823.52537698952,5.613222132418815,52.0,F,New Castle
71.0,Rural,No,Divorced,0.11991631819721654,Graduate School,57184.9907145875,5.684034940543498,46.0,M,London
39.0,Suburban,No,Married,-0.6704369415923245,College,46269.26627859588,4.469395330591742,43.0,M,New Castle
53.0,Rural,No,Divorced,0.1368954151882931,College,44697.17400850354,6.257321254323072,51.0,M,New Castle
100.0,Suburban,No,Single,-0.1798848492421645,College,53637.301055719574,7.718601169547979,42.0,M,New Castle
66.0,Urban,Yes,Divorced,0.7510150250518566,College,62957.140665909625,6.8252040338682916,52.0,F,London
48.0,Urban,Yes,Divorced,0.3544015315410049,Graduate School,40080.62363856225,6.701276826134003,43.0,M,Manchester
72.0,Urban,Yes,Divorced,-0.22357717547361156,Graduate School,81088.14575672887,4.549027059789235,57.0,M,New Castle
42.0,Urban,Yes,Divorced,0.11625419760390643,Graduate School,60331.724863935444,6.2243523750442495,59.0,M,New Castle
84.0,Rural,No,Married,0.4225094889561365,High School,43345.79818072813,7.934867406321183,46.0,M,New Castle
54.0,Urban,Yes,Single,-0.2591024277893856,High School,,5.362390920283015,57.0,F,Manchester
74.0,Rural,No,Single,0.5245650842201592,College,54984.10975634752,6.046831981590222,54.0,F,New Castle
87.0,Suburban,No,Single,0.22352584656122793,College,46945.05953477249,7.639906672585049,40.0,F,New Castle
51.0,Urban,Yes,Divorced,-0.03315840471548965,Graduate School,49261.53063804161,5.933692257803707,50.0,M,
57.0,Rural,No,Married,0.30619491751640904,High School,47715.63515356998,5.98690173174332,61.0,M,New Castle
43.0,Urban,Yes,Single,-0.44465709284054294,Graduate School,60543.51112645508,4.903579222657495,58.0,M,New Castle
35.0,Urban,Yes,Single,0.16627556507377636,College,59672.32311168885,3.2342955398246276,,F,Manchester
50.0,Urban,Yes,Married,0.2870200100497874,Graduate School,59550.74904234777,6.614830566205187,47.0,F,New Castle
53.0,Rural,Yes,Divorced,-0.43516294042120135,High School,64487.83777124858,7.672006409991851,51.0,F,London
63.0,Rural,No,Divorced,0.8455086524586,College,63214.5778718247,7.571122495056706,41.0,M,Manchester
58.0,Rural,No,Divorced,-0.26296251754066047,Graduate School,44850.15253292231,7.061086010154872,40.0,M,Manchester
72.0,Urban,Yes,Divorced,0.18836621580440016,College,63508.31159340291,7.477143711460716,56.0,F,London
67.0,Urban,Yes,Married,0.632920063841628,High School,73310.02625007615,4.919956074942692,55.0,F,Manchester
27.0,Urban,Yes,Single,-0.38227884934448086,College,59804.329095938054,4.05885547382376,42.0,F,London
62.0,Urban,No,Married,-0.1970621386215584,College,45730.41747560958,5.668259433708567,47.0,F,New Castle
57.0,Suburban,Yes,Married,-0.13579957606940632,High School,49270.31828692078,7.05189038548261,52.0,F,London
65.0,Suburban,No,Married,0.5081419393383553,High School,46879.29942168257,5.773625907901073,44.0,M,London
58.0,Urban,No,Single,0.03621790394560663,College,46627.12161885512,5.249349011830585,47.0,F,New Castle
59.0,Urban,Yes,Divorced,0.16905120211052552,Graduate School,67065.03118254137,4.218111733617983,55.0,F,London
31.0,Rural,Yes,Single,-0.04098287061994126,College,58933.49266034455,4.416483923885936,45.0,F,Manchester
76.0,Rural,No,Married,-0.0741081347787266,College,48770.92924673784,6.404299244108035,44.0,M,Manchester
39.0,Rural,No,Married,-0.8748368311122848,College,27697.920271641855,5.679826879382779,54.0,M,New Castle
66.0,Suburban,No,Married,-0.15605255285939318,High School,,6.901622350755041,60.0,M,New Castle
54.0,Suburban,No,Divorced,0.8413471712480545,Graduate School,42385.962881015104,6.503820281948424,46.0,F,Manchester
70.0,Suburban,No,Married,,College,39242.39752252975,5.674075333027293,44.0,F,New Castle
35.0,Suburban,Yes,Divorced,-0.6862065040606552,College,58902.96096148025,5.882323967529218,53.0,F,Manchester
54.0,Suburban,No,Married,0.12184778681480199,High School,55253.47578904866,7.23981582534962,46.0,M,Manchester
33.0,Urban,Yes,Divorced,-0.9643187151640288,High School,46448.91141766207,4.884705040525937,54.0,M,Manchester
63.0,Rural,No,Married,0.09871030799975214,High School,44336.63627172849,5.507909854018984,54.0,M,Manchester
84.0,Rural,No,Married,-0.3659877765109941,High School,42183.09821530098,7.4219346305803064,61.0,M,Manchester
39.0,Urban,Yes,Divorced,-0.7514953156199468,High School,36230.579376107285,6.882446819742512,39.0,F,London
49.0,Urban,Yes,Single,-0.1331087559771028,Graduate School,59762.167972288196,4.707354508767586,60.0,M,London
65.0,Suburban,Yes,Divorced,0.3331113504164222,High School,55160.32974392009,5.62804172841442,60.0,M,New Castle
43.0,Urban,Yes,Divorced,-0.631281185109572,High School,46336.21920654755,5.410984445731998,53.0,M,Manchester
77.0,Rural,No,Single,-0.15433047388159982,College,48272.58704679315,5.951740121835289,52.0,M,New Castle
69.0,Rural,No,Single,0.566444115111497,College,45206.4130230506,6.673455349020748,33.0,M,New Castle
69.0,Suburban,Yes,Single,0.07668548000168754,College,64323.351084621776,7.341502922200429,53.0,F,London
68.0,Suburban,Yes,Divorced,-0.0525026143540186,College,58688.18222464495,8.053721185468023,52.0,M,London
33.0,Urban,Yes,Single,0.11109238780107414,Graduate School,45257.42355493104,6.71978665761111,40.0,M,New Castle
21.0,Urban,Yes,Single,-0.6512411801983091,Graduate School,67391.24662459502,3.832061592573844,53.0,F,Manchester
56.0,Suburban,Yes,Divorced,0.23096654519709592,Graduate School,76075.83197758267,5.566454290522981,57.0,F,Manchester
47.0,Urban,Yes,Divorced,-0.5674418239362604,Graduate School,71027.53989097622,5.37428189222132,55.0,F,London
42.0,Urban,Yes,Married,0.506814337741705,High School,58828.396358798185,5.619578721736773,53.0,F,New Castle
88.0,Rural,No,Single,0.26399138413722706,High School,71594.98700740404,8.00505034021075,55.0,F,London
35.0,Suburban,Yes,Divorced,-0.4168993967413962,Graduate School,47530.50101087863,6.0036967698638755,38.0,F,New Castle
47.0,Rural,No,Single,-0.354120421517952,High School,62545.19299743312,5.927385629507867,41.0,M,New Castle
62.0,Rural,No,Married,0.5160884524004149,Graduate School,41731.117185160925,6.413402767022358,43.0,M,London
38.0,Urban,Yes,Divorced,-0.6869499602778789,High School,48850.32193913084,5.50603556047329,48.0,F,London
56.0,Suburban,No,Divorced,-0.0647988248049163,High School,47844.65908823337,6.608092384556081,45.0,M,New Castle
91.0,Suburban,No,Married,-0.566028306884394,Graduate School,40233.652080123844,,51.0,F,London
86.0,Urban,,Married,0.1638489822890719,Graduate School,49656.776740208545,8.152638345867343,42.0,F,London
57.0,Suburban,No,Married,0.09692277601659521,College,49870.74968976588,5.477957082802361,38.0,F,New Castle
38.0,Urban,Yes,Single,0.13562797262053158,College,63960.86741709126,4.327384337751329,53.0,F,London
59.0,Rural,No,Single,0.07866082651999418,Graduate School,58914.65851026823,6.807131404422835,52.0,,New Castle
51.0,Urban,Yes,Divorced,-0.4157931941859462,Graduate School,54251.152052025696,7.276146130436938,62.0,F,New Castle
41.0,Urban,Yes,Married,0.3013567481282087,High School,64220.388054863375,5.938015632641829,52.0,F,Manchester
52.0,Urban,Yes,Single,-0.7071131233266117,College,51078.26352420368,6.979590826112118,42.0,F,
39.0,Rural,No,Married,0.24820753019481984,High School,38145.90861128112,5.929261996793864,61.0,F,New Castle
24.0,Urban,Yes,Single,0.3443117236219192,High School,46600.78970215855,3.5712393297519767,53.0,F,New Castle
34.0,Rural,Yes,Divorced,-0.6218035851517711,Graduate School,39476.69376016059,6.166554019154802,48.0,F,New Castle
90.0,Suburban,No,Single,-0.526832261032233,High School,35661.16580070522,5.64300776234527,51.0,F,
58.0,Suburban,No,Married,-0.2156826166379337,College,38729.00912115407,6.6715661657934255,52.0,F,Manchester
81.0,Rural,No,Single,-0.5937756659093775,College,54117.728696959675,5.702754783974106,50.0,F,Manchester
