Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
High School,30.0,5.872590783023103,4123.423503799828,F,Married,Rural,Udon,3.0,-0.4445215421315996,No
College,48.0,5.333419544803391,3586.5406798075264,M,Married,Urban,Mahasarakam,2.0,0.7048782442667637,Yes
College,29.0,4.837282548746982,2827.7212274827207,M,Single,Urban,Udon,6.0,0.968069921403764,Yes
Graduate School,36.0,6.344971213428591,4461.9388642092945,M,Single,Urban,Mahasarakam,3.0,0.09776993692333705,Yes
College,29.0,,2948.2649295699653,M,Single,Urban,Khon Kaen,5.0,0.4735772867504978,Yes
Graduate School,16.0,8.211779540207397,4848.511466994075,M,Single,Urban,Mahasarakam,7.0,0.23829871975184153,
High School,34.0,5.039086672703596,3309.58847430239,M,Single,Urban,Udon,4.0,0.44729900317218046,Yes
High School,36.0,5.41703293872885,4079.4658764914566,M,Single,Suburban,Udon,4.0,-0.13945296537976037,No
College,30.0,7.058203783356924,6326.163827066438,M,Divorced,Suburban,Udon,3.0,-0.6824888688255161,Yes
Graduate School,32.0,7.934888023488645,3393.605726027427,F,Married,Suburban,Udon,4.0,-0.18083128803147808,No
College,35.0,5.8689534839421595,4099.412952519298,F,Single,Urban,Udon,3.0,0.03903514776224552,Yes
Graduate School,24.0,6.137825728573937,4255.922596125394,F,Single,Suburban,Udon,6.0,0.4837368818618287,Yes
Graduate School,14.0,4.668643600785914,3817.951064948902,M,Single,Urban,Udon,,0.12964692877708076,Yes
College,34.0,6.977823170497919,4564.857084433895,M,Divorced,Urban,Khon Kaen,4.0,0.304100280007099,Yes
High School,36.0,5.250150090069548,2949.873378639613,M,Divorced,Urban,Mahasarakam,4.0,0.2817097254414062,Yes
High School,29.0,6.651643197380987,4316.306424898463,M,Single,Suburban,Udon,4.0,0.11725702671657859,Yes
High School,33.0,4.8792423978847355,3636.228091045114,F,Married,Suburban,Mahasarakam,5.0,-0.8234030015412418,No
High School,10.0,4.874897243532862,3349.5852727559404,M,,Rural,Mahasarakam,2.0,0.08609332182552745,No
High School,44.0,5.897293224801929,5689.330672737248,F,Divorced,Suburban,Udon,1.0,-0.42225138201147644,Yes
Graduate School,38.0,4.477946149609156,3829.711733073971,M,Divorced,Urban,Mahasarakam,2.0,0.31487603033694905,Yes
Graduate School,18.0,,4160.496979242531,M,Single,Urban,Khon Kaen,6.0,-0.13700380952025903,Yes
High School,21.0,8.84650352346665,3487.998914528897,M,Married,Suburban,Khon Kaen,7.0,0.6400942427760743,Yes
College,39.0,7.26096541093788,4765.7262198141625,F,Divorced,Suburban,Mahasarakam,5.0,-0.21816084353893475,No
High School,29.0,5.644222091818248,4024.0397411391455,M,Married,Urban,Mahasarakam,3.0,0.17349292457115764,Yes
Graduate School,27.0,4.952722820231084,4049.063508000632,F,Single,Urban,Khon Kaen,5.0,0.42345777873238866,Yes
Graduate School,48.0,,5061.567958055732,M,Single,Urban,Udon,2.0,-0.06001860330915065,Yes
Graduate School,33.0,5.914117545856721,4124.023836390221,M,Single,Urban,Mahasarakam,5.0,0.6623949595709632,Yes
,22.0,6.0981634137836895,4151.696750336436,F,Single,Urban,Udon,5.0,0.04672095954405743,Yes
Graduate School,38.0,6.106666926659975,4032.4495116476405,M,Divorced,Suburban,Mahasarakam,3.0,0.48168856048642505,Yes
College,24.0,6.263977702678375,5262.629513146782,F,Single,,Udon,5.0,,Yes
College,40.0,4.855593914803131,3898.460060145259,M,Divorced,Suburban,Khon Kaen,3.0,0.15244464273073421,Yes
College,45.0,5.9144820430692855,5922.38450552893,F,Single,Urban,Khon Kaen,1.0,-0.29790143940990743,Yes
High School,35.0,4.717068210378658,4336.854025734632,F,Married,Suburban,,3.0,0.20525073813347072,
Graduate School,26.0,6.2656560403916135,3482.2416978523647,M,Divorced,Rural,Udon,5.0,0.22605221035128753,Yes
High School,25.0,6.9691325420527015,3707.4112501396967,M,Divorced,Suburban,Mahasarakam,6.0,0.2928403581094473,Yes
College,18.0,7.535111756630455,5039.206390675659,M,Divorced,,Udon,6.0,0.09763035785637059,Yes
High School,44.0,5.9013054758959544,4256.103289264967,M,Married,Rural,Udon,6.0,-0.3126358115816861,No
College,27.0,6.787482805372333,6411.63514997802,F,Divorced,Urban,Khon Kaen,4.0,-0.5165715618627255,Yes
Graduate School,25.0,4.850220395817755,3153.8099250803866,F,,,Khon Kaen,5.0,-0.6537932557433684,No
Graduate School,28.0,6.975678828987906,5064.528244480856,F,Single,Urban,Udon,4.0,-0.09533694088943741,Yes
College,35.0,7.054827383851008,,M,Divorced,Urban,Khon Kaen,4.0,-0.14264800171428219,Yes
High School,38.0,5.760163303615202,5013.88866858677,F,Divorced,Urban,Udon,3.0,0.1125110263352217,Yes
College,32.0,5.165420274599419,5434.846633041471,M,Single,Urban,Udon,4.0,-0.22176391622859595,Yes
Graduate School,19.0,6.287654246495432,2955.5890300506035,M,Divorced,Suburban,Mahasarakam,7.0,0.7325547482620192,Yes
College,34.0,5.800124937164277,6033.435164306568,F,Divorced,Rural,Udon,7.0,0.21704716686521697,No
Graduate School,27.0,2.8505204584949375,2711.5859820248347,M,Married,Rural,Mahasarakam,6.0,-0.4768495295144992,No
College,17.0,6.801152522319236,5220.259796370382,M,Divorced,Rural,Mahasarakam,6.0,-0.19204437316675269,Yes
High School,31.0,6.279196881851709,5602.4025520995565,M,Single,Urban,Udon,4.0,-0.3424316300685719,Yes
College,41.0,5.953505948325208,3512.81904144104,F,Married,Rural,Mahasarakam,4.0,-0.4387537593629903,No
High School,45.0,6.09851663137064,4313.686375839856,M,Divorced,Urban,Mahasarakam,2.0,0.17388211424636033,Yes
College,39.0,5.6905824828173,3690.5671543804883,M,Divorced,Suburban,Mahasarakam,3.0,0.6135147780824908,Yes
Graduate School,40.0,4.852216340815483,4936.833662024328,F,Married,Rural,Khon Kaen,4.0,,No
Graduate School,31.0,4.587114268632885,3692.518233937464,M,Divorced,Suburban,Mahasarakam,4.0,0.3937366350056595,Yes
College,25.0,4.813721761387341,2505.7008995830383,M,Divorced,Urban,Khon Kaen,5.0,0.42144904282292756,Yes
College,44.0,6.337910576668339,6424.686021271842,M,Divorced,Urban,Khon Kaen,2.0,-0.38147939034578376,Yes
College,27.0,6.774067314099686,4514.553339305761,F,Divorced,Rural,Udon,4.0,-0.22535957657795522,No
Graduate School,35.0,6.03556893554361,3730.3643564602994,M,Married,Suburban,Mahasarakam,6.0,-0.45278992216617625,No
Graduate School,31.0,5.309587549415168,3878.3467835573047,M,Divorced,Urban,Mahasarakam,6.0,-0.53766128956382,No
College,32.0,3.629478164808953,2425.553871078353,M,Divorced,Rural,Mahasarakam,5.0,0.4320692447717832,Yes
College,31.0,7.357581930470552,4409.201057439593,F,Single,Urban,Mahasarakam,4.0,0.00480671419664154,Yes
Graduate School,41.0,4.987203108143729,4466.07812309239,M,Divorced,Rural,Khon Kaen,3.0,0.18271243263143577,Yes
College,24.0,6.01569561929643,3547.4359267502464,F,Single,Rural,Udon,3.0,-0.08334394872368156,No
College,25.0,4.483343230815759,3949.008726176548,F,Married,Rural,Mahasarakam,5.0,-0.3708881253558832,No
High School,44.0,6.601167775013967,4080.175456574111,M,Married,Urban,Mahasarakam,6.0,0.20347947016724977,No
Graduate School,29.0,,2538.449889957778,F,Divorced,Urban,Khon Kaen,5.0,0.8424875740141613,Yes
Graduate School,24.0,4.890987472309943,3784.1226686859004,F,Divorced,Urban,Udon,4.0,0.0877510068801718,Yes
High School,32.0,5.439527397171715,3515.0159644970267,M,Married,Rural,Udon,6.0,-0.40257900379584255,No
Graduate School,49.0,5.052238434341038,4316.886188556917,M,Married,Rural,Khon Kaen,7.0,-0.6809661921964304,No
Graduate School,40.0,4.721285640681702,4438.204285213422,F,Single,Urban,Mahasarakam,3.0,0.1734495355967046,Yes
College,51.0,6.051267821989738,3870.7578344492103,F,Divorced,Rural,Udon,7.0,-0.8850770315622792,No
College,16.0,5.6670820915209505,3061.487566215046,F,Single,Urban,Khon Kaen,6.0,0.41783949696805506,Yes
College,26.0,6.83038208900421,4650.495465638675,M,Single,Suburban,Udon,4.0,-0.07751176577223227,Yes
College,35.0,5.365382319814878,3929.4512131923225,F,,Suburban,Udon,5.0,-0.2938001610664027,No
Graduate School,33.0,4.758040988982873,4868.676000360714,F,Married,Rural,Udon,6.0,-0.3779028823447894,No
High School,21.0,7.233811808328482,5286.088076742541,F,Married,Rural,Udon,6.0,-0.34291980677753336,No
Graduate School,39.0,6.450187836319292,2332.9416987102923,M,Divorced,Suburban,Mahasarakam,6.0,-0.39056622701190513,No
High School,33.0,5.713467207425232,5154.066727474301,M,Divorced,Urban,Udon,3.0,-0.0513592083745605,Yes
College,18.0,5.140681789500841,3422.0658639442963,F,,Rural,Mahasarakam,4.0,0.4708992765898916,No
College,34.0,5.979104436107663,3856.223726024988,F,Married,Suburban,Mahasarakam,6.0,-0.9244545260714778,No
High School,34.0,5.268365629604194,6245.58371097782,F,Single,Rural,Udon,4.0,-0.41921728220557547,No
College,35.0,7.335821064055062,4666.359846990806,F,Married,Suburban,Khon Kaen,6.0,0.1873616007642581,No
Graduate School,23.0,6.942267785801013,3071.4823990295054,F,Single,Urban,Udon,6.0,0.6261753999371793,Yes
College,33.0,5.754966384336482,4077.516861317353,F,Divorced,Rural,Udon,5.0,0.19305015992252839,No
College,40.0,3.008344591819615,2707.5197229175146,M,Single,Urban,Khon Kaen,3.0,0.8720210916519995,Yes
College,22.0,7.869438620806939,4909.940908735195,M,Divorced,Suburban,Khon Kaen,6.0,0.4655785227939563,Yes
Graduate School,24.0,6.308725635273481,3678.9672483531317,M,Divorced,Suburban,Udon,4.0,0.28866378528425635,Yes
High School,17.0,6.192966833930274,4229.67120692712,M,Single,Urban,Mahasarakam,6.0,-0.028862145575806637,Yes
College,25.0,5.788177707195168,3764.413055728722,M,Married,Rural,Khon Kaen,5.0,0.10929091492087889,No
College,25.0,3.8200330430864935,4068.5049701572952,F,Married,Rural,Udon,4.0,-0.6681811358850076,
College,21.0,6.447695542587224,5366.753780963987,F,Divorced,Suburban,Mahasarakam,4.0,-0.3113247626507236,Yes
Graduate School,36.0,6.4177744563788455,5726.4547980104035,F,Divorced,Suburban,Udon,4.0,-0.2806611480470169,Yes
College,25.0,8.151966449916749,5949.982749354232,M,Divorced,Urban,Udon,4.0,-0.5698607405533513,Yes
College,33.0,4.5785066175964575,4184.165847034628,M,Single,Suburban,Mahasarakam,6.0,-0.49064607008402833,No
High School,28.0,6.985287461433375,5916.941358201142,M,Divorced,Urban,Mahasarakam,4.0,-0.434553010995953,Yes
College,9.0,4.973241947992798,3232.2523605010483,F,Single,Urban,Khon Kaen,7.0,0.37320368838317547,Yes
High School,20.0,6.547969532339124,3589.6862767202597,M,Divorced,Urban,Khon Kaen,7.0,0.5481566393736632,Yes
College,40.0,5.827466557252225,,M,Divorced,Suburban,Udon,3.0,0.5672637831358833,Yes
College,39.0,6.3076780082246575,3914.3415342701423,M,Married,Rural,Udon,3.0,0.17873134936350324,No
College,27.0,5.096147906471039,3511.9059243569523,F,Married,Urban,Udon,4.0,-0.14474106364729278,Yes
College,49.0,6.054249336058228,4270.850191311436,M,Single,Suburban,Khon Kaen,6.0,-0.07191192712633257,No
Graduate School,37.0,3.634914539425198,4881.828499846468,M,Married,Rural,Mahasarakam,9.0,-0.24969999913541174,No
Graduate School,35.0,5.638172645815461,2711.071373596217,M,Divorced,Urban,Udon,4.0,0.7961262371565285,Yes
College,41.0,5.160234025431046,2626.9988047130482,F,Single,Urban,Khon Kaen,4.0,0.744083602957444,Yes
High School,53.0,,3615.006173951897,F,Married,Suburban,Udon,7.0,-0.6569578027918435,No
College,29.0,6.443255015146258,4566.919229272493,F,Single,Urban,Khon Kaen,5.0,0.22090845301818718,Yes
Graduate School,24.0,6.687147985151018,4661.559279645606,F,Divorced,Urban,Khon Kaen,5.0,-0.04499045536047733,Yes
Graduate School,44.0,5.099666692663844,5180.191818598767,F,Divorced,Suburban,Udon,2.0,0.1650122271765382,Yes
Graduate School,35.0,5.79216845776406,4369.698180254147,F,Married,Rural,Khon Kaen,4.0,-0.7488499651429887,No
College,17.0,5.444078556698032,3525.871744403438,M,Single,Urban,Mahasarakam,6.0,-0.22551498859001162,Yes
Graduate School,26.0,6.553167020313215,4385.962321628467,F,Single,Rural,Khon Kaen,5.0,0.24029869210338234,
College,35.0,6.006727813307128,5358.6763806367135,F,Married,Rural,Khon Kaen,7.0,-0.6124014294973524,No
Graduate School,,5.968381796014731,5475.045052670166,F,Married,Suburban,Khon Kaen,5.0,-0.49904252902854496,No
Graduate School,39.0,5.190737644939682,4268.287220487936,F,Married,Suburban,Udon,2.0,0.11737358656019198,Yes
High School,36.0,5.555497655677353,4378.680877799645,M,Married,Urban,Khon Kaen,5.0,-0.2604475546282685,No
College,22.0,8.046285778704993,5424.2182869050375,M,Divorced,Urban,Mahasarakam,6.0,-0.03691092096159472,Yes
College,20.0,5.902056415085451,4027.3442141128985,F,Divorced,Urban,Udon,,-0.12849282351952107,Yes
High School,27.0,5.86938880313974,3272.7472217390637,M,Single,Urban,Mahasarakam,5.0,0.223818824012615,Yes
College,42.0,4.862034407092922,4285.708287006142,F,Divorced,Urban,Mahasarakam,2.0,,Yes
College,29.0,5.3967924418411,4334.139907257104,M,Single,Urban,Mahasarakam,4.0,0.07112837099046262,Yes
High School,31.0,4.9584368560331775,2255.1324927787136,M,Divorced,Suburban,Khon Kaen,5.0,1.1879446242329428,Yes
High School,43.0,4.856913497176741,5318.3350460132715,M,Divorced,Urban,Udon,2.0,-0.1993785410382195,Yes
Graduate School,23.0,5.430870094048816,4114.269457444544,F,Divorced,Urban,Khon Kaen,6.0,0.22831534994402175,Yes
College,31.0,5.949077240260839,4607.098079499378,M,Single,Rural,Udon,6.0,-0.434666781865493,No
College,38.0,5.2671553937407944,2818.8685359853735,F,Divorced,Suburban,Udon,4.0,0.8440950061221003,Yes
Graduate School,38.0,4.40815644732211,4607.716465954238,F,Divorced,Suburban,Mahasarakam,1.0,-0.150567416254675,Yes
College,19.0,7.119819883663303,3444.4775929517086,F,Single,Suburban,Udon,7.0,0.5292144658806888,Yes
High School,26.0,5.006032293332922,4451.594422037649,M,Married,Suburban,Udon,5.0,0.5765460314953623,Yes
Graduate School,21.0,6.773272403767198,5944.044259061922,F,Divorced,Urban,Khon Kaen,4.0,-0.7856649753803839,Yes
High School,27.0,6.302150574842903,3254.458670814175,M,Single,Urban,Udon,6.0,0.40872289916202115,Yes
High School,27.0,4.554017749426065,3383.5146125736837,M,Married,Rural,,7.0,-0.5221575780619867,No
Graduate School,36.0,6.511926887335036,4255.157878110421,F,Married,Suburban,Khon Kaen,4.0,-0.32786077764987415,No
College,34.0,6.762156398566017,4808.858704966726,M,Divorced,Suburban,Khon Kaen,2.0,-0.13697318107821665,Yes
College,17.0,,3821.060930201957,F,Married,Urban,Khon Kaen,6.0,0.15093083638326613,Yes
College,23.0,8.173336543502632,4994.133180827019,M,Married,Rural,Udon,,0.2239940920286368,No
College,29.0,8.88406640698393,5825.625351884712,F,Single,Rural,Udon,4.0,0.012656809490770221,No
High School,24.0,5.642314282176414,3548.154908826929,M,Divorced,Rural,Mahasarakam,5.0,-0.3555573383767462,No
College,19.0,2.8452774901753783,2125.4699191404657,,Married,Urban,Udon,5.0,-0.4231316877815351,No
High School,25.0,5.186368831102351,3427.0605724998723,M,Married,Rural,Mahasarakam,5.0,0.16803645131187508,Yes
Graduate School,19.0,7.230021752083963,5105.948378336154,F,Divorced,Rural,Khon Kaen,4.0,-0.4464450804281662,Yes
Graduate School,32.0,5.338913137334814,2797.2076766108385,M,Married,Suburban,,5.0,0.6358899254985465,Yes
College,33.0,6.5109484186117434,5313.471486089211,M,Married,Rural,Mahasarakam,4.0,-0.32501946360760287,No
High School,36.0,6.983401605679128,4879.03452580359,M,Married,Rural,Khon Kaen,4.0,-0.3805505851913383,No
Graduate School,43.0,6.09300316442805,3866.9694238703623,M,Divorced,Urban,Khon Kaen,3.0,0.7011744888487509,Yes
College,29.0,8.29967114365299,5990.382733533518,F,Divorced,Urban,Mahasarakam,4.0,-0.6112126527228035,Yes
High School,24.0,6.038104570936381,5461.372920665671,F,Married,Rural,Khon Kaen,6.0,-0.3399059336780588,No
High School,19.0,7.52098925082409,3908.4062013278203,F,Divorced,Suburban,Udon,5.0,-0.016341084497981995,Yes
Graduate School,39.0,5.059945584558949,3766.8031013460377,M,Single,Suburban,Mahasarakam,3.0,0.27931899921321723,Yes
Graduate School,30.0,4.2277734215737945,3705.3451814261725,M,Single,Suburban,Udon,4.0,0.33900968640758516,Yes
Graduate School,39.0,4.023941834999169,2762.0949823509877,M,Married,Suburban,Mahasarakam,3.0,0.55285513012021,Yes
Graduate School,27.0,4.3982859106106575,4441.365480277042,F,Divorced,Urban,Khon Kaen,4.0,0.1227580542336004,No
Graduate School,44.0,4.933040570873177,2487.3413467520204,M,Divorced,Urban,Khon Kaen,3.0,0.7919386926310703,Yes
Graduate School,35.0,6.102194778478658,4136.27990485561,M,Divorced,Suburban,Mahasarakam,4.0,0.4440773111769467,Yes
High School,31.0,,2282.202702981029,M,Married,Rural,Khon Kaen,8.0,-0.5413174017162794,No
High School,19.0,4.393511409052724,2223.9031677975654,M,Married,Rural,Khon Kaen,3.0,-0.6075093141479029,No
High School,27.0,5.368320358656452,4352.142401325567,M,Divorced,Rural,Udon,4.0,-0.2657723612109667,No
Graduate School,19.0,6.525326357657964,2888.348028574749,M,Married,Rural,Udon,4.0,-0.4030315303708747,No
High School,48.0,4.677956029960784,3193.5582904786415,M,Married,Urban,Khon Kaen,2.0,0.689066907601292,Yes
College,35.0,6.100062742955241,5509.434259638825,M,Married,Rural,Khon Kaen,6.0,-0.23214644009137764,No
High School,41.0,5.637643123676636,6078.635889362728,F,Divorced,Urban,Udon,2.0,-0.6354988784272393,Yes
High School,35.0,5.695253313926199,5979.914758083667,F,Divorced,Suburban,Mahasarakam,2.0,-0.6873087773821845,Yes
High School,27.0,4.680918899323133,3465.2233845018254,M,Divorced,Urban,Khon Kaen,5.0,0.2628330054274292,Yes
,22.0,4.994350433928489,3839.2753524223835,F,Single,Rural,Khon Kaen,5.0,-0.35037608189484337,No
Graduate School,34.0,5.95579898380443,4417.983204690932,M,Divorced,Urban,Udon,3.0,0.06524134164981558,Yes
Graduate School,36.0,6.260776784406168,4141.227946231851,M,Divorced,Urban,Khon Kaen,4.0,0.4980572979863471,Yes
College,11.0,6.683398091437971,5233.562301128065,F,Married,Rural,Udon,6.0,-0.20734578048270152,Yes
Graduate School,27.0,5.234108763670695,5393.474900994014,F,Married,Urban,Khon Kaen,5.0,-0.35557442059857086,No
Graduate School,36.0,4.040760677784492,,F,Married,Rural,Mahasarakam,6.0,-0.47677038384054965,No
College,21.0,4.31664497229595,2327.4462160971607,F,Divorced,Suburban,Mahasarakam,4.0,-0.6277358191512105,No
College,29.0,5.114999063239111,2043.9795791834376,F,Single,Urban,Mahasarakam,5.0,0.8236333709194691,Yes
Graduate School,20.0,3.3572137951288896,3171.2906946010676,F,Married,Rural,Khon Kaen,4.0,-0.13291598256746484,No
Graduate School,27.0,6.343333012233609,,F,Divorced,Rural,Mahasarakam,6.0,0.6508723071419987,Yes
Graduate School,30.0,5.979514525327895,5682.372721839708,M,Single,Suburban,Mahasarakam,3.0,-0.3053099573143056,Yes
Graduate School,22.0,3.954657297613413,3416.7948549706407,M,Divorced,Urban,Khon Kaen,4.0,0.05546749182667664,Yes
High School,25.0,6.702059965285246,5531.26569600977,F,Married,Rural,Khon Kaen,5.0,-0.7295786372539893,No
Graduate School,28.0,5.76997411259149,4324.955975159401,F,Divorced,Urban,Udon,4.0,0.01154318910909937,Yes
Graduate School,26.0,6.772377349386751,3760.982351039452,F,Divorced,Urban,Mahasarakam,5.0,0.39055052582469585,Yes
Graduate School,19.0,6.074929223578383,3298.1350856477516,M,Married,Rural,Mahasarakam,5.0,-0.4898538707108621,No
College,26.0,7.151505058162494,5940.903240643883,F,Single,Urban,Khon Kaen,4.0,-0.15204505652196748,Yes
High School,53.0,6.500621386370995,4236.263737146923,M,Married,Rural,Mahasarakam,7.0,-0.1293493334092938,
College,49.0,5.0342231057656734,3812.718255867303,M,Divorced,Urban,Mahasarakam,2.0,0.3640283808265246,Yes
Graduate School,16.0,4.881145274226354,3698.654993840508,F,Married,,Mahasarakam,6.0,0.02712665957631505,Yes
High School,21.0,6.8261346419965365,4694.908327255025,F,Divorced,Urban,Mahasarakam,7.0,0.34424840664690987,Yes
Graduate School,36.0,5.920588827871867,4738.907971801131,F,Single,Urban,Khon Kaen,4.0,0.19247215945996551,Yes
Graduate School,30.0,5.623719581758193,6177.883199436601,F,Married,Suburban,Mahasarakam,7.0,0.26853093419965945,No
