Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
College,Single,M,57.0,4.0,Urban,6.261194375925215,46255.12871832424,Tokyo,0.5786111287634911,Yes
Graduate School,Divorced,M,57.0,7.0,Suburban,5.78981996809435,56845.97399770898,Tokyo,0.6984729678356836,Yes
Graduate School,Married,F,52.0,5.0,Suburban,5.2730154032277285,30031.70102349142,Kyoto,-0.351340156953624,Yes
College,Married,M,44.0,,Suburban,5.107967434202537,85563.17948094584,Tokyo,0.744709041188548,No
High School,Divorced,F,51.0,,Rural,4.995087493054027,51140.63649927599,Osaka,0.05233185596004177,No
Graduate School,Married,F,38.0,7.0,Urban,4.113206479483175,59842.32216526155,Tokyo,0.5602348184093736,Yes
College,Divorced,M,40.0,6.0,Rural,6.718391180383228,37934.844044526,Tokyo,-0.22710392358815668,Yes
College,Married,M,48.0,6.0,Rural,5.357176547726124,48244.717293773414,Osaka,-0.4837132104377977,Yes
High School,Married,F,53.0,6.0,Urban,5.715987243217553,37481.26106623164,Kyoto,-0.038239642716489,Yes
College,Divorced,M,50.0,4.0,Urban,5.077725688345355,54781.51098779872,Tokyo,0.27725672013676866,Yes
High School,Divorced,M,61.0,3.0,Urban,4.926467434380074,49388.06328308691,Osaka,1.049927278115986,Yes
Graduate School,Single,F,64.0,6.0,Rural,6.50054171210815,60403.231652515286,Tokyo,0.2023237278791601,No
Graduate School,Divorced,M,47.0,5.0,Urban,5.380461015403084,55881.69937921842,Tokyo,-0.4797225432432589,Yes
College,Single,F,42.0,4.0,Rural,4.724550834846887,72381.84799502247,Tokyo,-0.182852346845231,No
College,Married,M,46.0,6.0,Rural,,51401.75719494254,Tokyo,0.3617104882050322,No
College,Divorced,F,50.0,5.0,Suburban,4.332788949954957,47182.789230176466,Kyoto,0.23620478164024422,Yes
College,Married,F,53.0,5.0,Urban,4.83430914938099,43669.1559758911,,-0.00016146367201697043,Yes
Graduate School,Single,F,56.0,3.0,Urban,3.3521131882757036,46058.89523889526,Tokyo,1.3228601726516067,Yes
Graduate School,Single,F,42.0,6.0,Urban,4.753308948661808,35163.30497321952,Kyoto,-0.038811518185611765,Yes
,Single,,64.0,3.0,Urban,6.538808538190979,39851.124868074425,Tokyo,0.06265494901779045,Yes
High School,Divorced,F,52.0,4.0,Suburban,,38006.15492726464,Kyoto,-0.09163478713622678,No
College,Married,M,45.0,4.0,Suburban,5.191131729342498,70012.70882163584,Osaka,-0.1201539878074476,No
High School,Divorced,M,55.0,6.0,Urban,5.577438151690663,39548.38585511739,Tokyo,0.024783544414941544,Yes
High School,Single,F,55.0,5.0,Urban,6.402348360763888,33863.6727778358,Kyoto,-0.209054538530612,Yes
High School,Divorced,M,,6.0,Suburban,7.177491888899215,62511.872381291236,Tokyo,0.19651104612401132,No
High School,Single,F,51.0,4.0,Urban,4.794004613887372,52450.43613818027,Tokyo,0.8764081159110694,Yes
Graduate School,Married,,54.0,6.0,,5.784983909115836,47468.25129998047,Kyoto,-0.13951172085183133,Yes
High School,Married,F,58.0,6.0,Rural,5.239629943180011,65855.24867468335,Tokyo,0.24234423994157436,No
Graduate School,Divorced,F,46.0,4.0,Urban,5.25377211813753,38963.99978883029,Osaka,0.2616875779705664,Yes
Graduate School,Divorced,M,42.0,8.0,Rural,4.552415834991003,33296.093221602,Osaka,0.015420164916004592,Yes
Graduate School,Single,F,57.0,6.0,Urban,4.523193425733132,45574.60400642167,Tokyo,0.485702636152333,Yes
High School,Single,M,57.0,6.0,Rural,6.593869779723184,,Tokyo,0.3177164953667926,No
High School,Divorced,M,56.0,5.0,Suburban,4.835334389697271,29268.54038766382,Tokyo,0.08225267081223012,Yes
High School,Married,M,58.0,5.0,Suburban,6.961594652251173,46040.284466353405,Osaka,0.11325393309057753,No
Graduate School,Married,F,43.0,3.0,Rural,5.001777816962811,58893.500933939285,Kyoto,0.20312101280981243,No
Graduate School,Married,F,50.0,4.0,Suburban,5.8430475193066735,53977.33653483347,Kyoto,1.0340517288513476,Yes
Graduate School,Divorced,F,48.0,,Urban,5.44161880715473,53287.04156038135,Osaka,0.1051509880113115,Yes
High School,Single,F,55.0,4.0,Rural,5.429741535035253,33826.395125726325,Tokyo,0.29036020240712046,Yes
High School,Married,M,30.0,6.0,Rural,4.058695763544265,53225.01426875635,Tokyo,-0.4530519541534165,No
College,Single,M,54.0,7.0,Urban,5.829420592317366,42184.567885708064,Tokyo,0.030865045161493534,Yes
College,Divorced,M,50.0,7.0,Urban,6.850476088458185,53528.17904594577,,0.46931961004245015,Yes
Graduate School,Divorced,F,65.0,6.0,Rural,5.758593867960339,44736.819839990014,Tokyo,-0.4437271395245287,No
College,Divorced,F,,4.0,Rural,4.945270043135266,43662.319744786466,Kyoto,0.09964555953079737,Yes
High School,Divorced,M,53.0,7.0,Urban,3.451432913990959,38970.44975611454,Kyoto,0.8682959350866799,Yes
High School,Divorced,M,45.0,4.0,Suburban,4.711519435355771,68674.03441748096,Tokyo,-0.1500229010417608,No
High School,Divorced,M,46.0,5.0,Suburban,4.748256423700933,41726.14359812599,,0.6327027792885637,Yes
High School,Married,F,42.0,0.0,Rural,4.284027642764074,59086.22232852977,Tokyo,,No
Graduate School,Divorced,F,49.0,6.0,Urban,5.687384083704145,50736.335571319294,Tokyo,0.21250354016865325,Yes
Graduate School,Divorced,F,38.0,2.0,Urban,5.147684254236982,53635.91031841811,Osaka,0.38529471153276823,Yes
College,Divorced,F,42.0,6.0,Suburban,3.637056787897193,77321.85631160434,Osaka,0.15005543599489024,No
High School,Married,F,55.0,7.0,Rural,4.824205521447828,53567.139534699134,Osaka,0.014368480809639164,No
High School,Divorced,F,53.0,7.0,Urban,5.5766172213104355,45747.191203674476,Osaka,0.1799137614696954,Yes
Graduate School,Divorced,F,47.0,4.0,Suburban,2.8432203125897555,48569.36582278598,Tokyo,0.5511992415061195,Yes
College,Divorced,M,50.0,7.0,Suburban,6.107550432226182,53686.808660230105,Osaka,0.5542195948408731,Yes
College,Divorced,F,63.0,3.0,Rural,6.537483811206608,29365.80165163611,Kyoto,0.4541490034321256,Yes
College,Single,F,39.0,2.0,Urban,3.7331672998449332,58092.93822487149,Osaka,0.32293543759364607,Yes
Graduate School,Divorced,M,58.0,3.0,Urban,,54861.349652433,Kyoto,-0.3464268941096967,Yes
Graduate School,Married,M,47.0,6.0,Suburban,4.2242615256436675,64974.14057594631,Tokyo,-0.177300106299971,No
Graduate School,Married,F,62.0,2.0,Suburban,6.36768541571549,33919.40308013816,Kyoto,0.38422197272669284,No
High School,Married,,47.0,1.0,,4.354122505959828,53193.25535396592,Osaka,-0.2728230567793118,
High School,Married,F,36.0,5.0,Suburban,7.1789139789410505,60764.44510643999,Kyoto,0.5639137017695521,No
Graduate School,Married,M,42.0,5.0,Rural,4.770021910743923,48486.92219323551,Osaka,-0.026776159648636555,No
College,Married,F,58.0,3.0,Suburban,7.055097902652781,37573.048654491926,Kyoto,0.6230152015304486,No
Graduate School,Divorced,F,40.0,4.0,Urban,6.5087952654092485,47374.12377462335,Tokyo,0.5760125999686194,Yes
High School,Married,F,41.0,5.0,Suburban,2.4510264280074567,,Osaka,-0.09767303430406427,Yes
College,Divorced,F,63.0,5.0,Suburban,5.468044591226062,41204.21969637979,Osaka,-0.03902982847963146,Yes
College,Divorced,F,59.0,7.0,Suburban,5.7344839233857705,57179.49128810239,Kyoto,-0.5126840041163754,No
Graduate School,Single,F,46.0,4.0,,5.200490240272238,40360.47332050274,Kyoto,0.32146343257343013,Yes
College,Married,M,52.0,1.0,Suburban,5.914666964108484,52483.374106206924,Tokyo,-0.6961784543874074,No
High School,Single,M,61.0,2.0,Urban,6.669165663963055,33310.644551256846,Kyoto,0.6984541576808061,Yes
High School,Married,F,65.0,3.0,Rural,6.40354958739121,45286.56902168211,Tokyo,0.34292987644989237,No
Graduate School,Single,F,,5.0,Urban,4.396201418460322,39428.23218686792,Tokyo,0.942006964037355,Yes
Graduate School,Married,M,54.0,7.0,Rural,4.994943048913689,60211.02032536733,Kyoto,0.16162285871605633,No
High School,Divorced,F,65.0,5.0,Urban,6.302429903478856,50331.59814049105,Tokyo,-0.3432047675851657,No
College,Married,F,40.0,6.0,Rural,4.098629162835612,34763.12870208888,Osaka,0.1864916159525759,No
College,Married,F,38.0,2.0,Suburban,5.669093620769446,58918.99121261799,Kyoto,0.30801834381601334,No
Graduate School,Married,F,61.0,6.0,Suburban,6.459308897680157,38716.53268770207,Osaka,0.8229542820617666,Yes
College,Divorced,F,52.0,4.0,Suburban,4.6213298646743,39545.073159746156,Tokyo,-0.2750004708046854,Yes
Graduate School,Married,M,36.0,4.0,Suburban,5.822839190433342,41682.4499669449,Osaka,0.1436826007898588,Yes
High School,Married,M,58.0,3.0,Suburban,8.220658413476528,63500.52088870831,Tokyo,-0.3297429433772283,No
Graduate School,Divorced,F,52.0,6.0,Urban,6.047928480041036,45666.119558405684,Kyoto,0.9889394372882889,Yes
High School,Divorced,M,65.0,4.0,Suburban,3.101484171325385,31361.557578988646,Tokyo,0.5204338405484956,Yes
College,Single,M,42.0,4.0,Suburban,6.238596943471205,39598.00339616132,Kyoto,0.09403328860539784,Yes
Graduate School,Single,F,38.0,6.0,Urban,4.239713218040575,39279.42278339001,Kyoto,-0.22359535286124016,Yes
College,Single,M,43.0,3.0,Urban,6.882420229408927,59772.75417034569,Osaka,0.15079273758239803,Yes
College,Divorced,F,38.0,5.0,,4.605224325523503,51964.88881186669,Osaka,0.0861869285102725,Yes
Graduate School,Divorced,M,48.0,4.0,Urban,4.963297860458188,45602.019651252565,Osaka,-0.357684856129742,Yes
Graduate School,Divorced,F,56.0,3.0,Rural,5.644482304235695,61948.10840938754,Kyoto,-0.023905501719801436,No
College,Single,F,45.0,3.0,Suburban,4.153790856066111,54599.841627861206,Tokyo,-0.5806401549806025,Yes
High School,Married,M,47.0,3.0,Rural,6.143231298775052,47733.0639262663,Kyoto,-0.30792722874138906,
College,Single,F,56.0,5.0,Urban,4.655609171730277,41660.689048573164,Osaka,1.2257046179312063,Yes
High School,Single,M,55.0,7.0,Urban,4.489731228506738,39672.43292178156,Kyoto,0.5991526859506547,Yes
Graduate School,Divorced,M,55.0,,Suburban,5.691554589429837,42820.96628401076,Tokyo,0.33834483530684645,Yes
Graduate School,Divorced,F,49.0,8.0,Urban,6.728670672897888,47579.74846464231,Kyoto,-0.07157694578271068,Yes
High School,Married,M,44.0,4.0,Urban,6.522960321538052,43180.388661784345,Tokyo,0.12629017601516845,Yes
Graduate School,Divorced,M,46.0,3.0,Urban,6.470278258267381,53418.96363847519,Kyoto,0.6949665924351215,Yes
,Married,F,58.0,4.0,Rural,6.976339424141502,46556.09042341636,Kyoto,-0.01399014688573784,No
College,Single,F,47.0,5.0,Urban,3.9117622206048344,60447.16206854827,Kyoto,0.4805220203856622,Yes
High School,Single,F,57.0,3.0,Urban,7.298791510166819,54092.710215606196,Kyoto,0.3081931102711757,Yes
High School,Divorced,F,34.0,5.0,Urban,5.676482853492389,43425.93412003028,Kyoto,-0.7416889609479919,Yes
High School,Single,M,60.0,6.0,Suburban,5.363135916789144,38733.10543848133,Tokyo,-0.0029700007942247697,Yes
High School,Single,M,50.0,3.0,Urban,7.052940540511487,40445.936222097815,Tokyo,0.5484724129207066,Yes
College,Single,M,53.0,5.0,Rural,4.084620723172737,65205.3979847992,Osaka,0.8836343413077338,Yes
College,Married,F,52.0,4.0,Rural,4.715871134717881,68373.6969868642,Tokyo,0.9657104244067093,No
College,Divorced,M,59.0,4.0,Urban,8.3637100829828,43294.041303665595,Osaka,1.1939184944717043,Yes
Graduate School,Single,F,47.0,3.0,Urban,2.485242915369,40486.84972068748,Osaka,0.2256444268573391,Yes
High School,Divorced,M,,5.0,Suburban,5.39372060383419,52502.31372149111,Osaka,0.34713146702457004,Yes
Graduate School,Single,M,44.0,7.0,Urban,5.953334449528207,51453.31276573364,Kyoto,0.7897464925598321,Yes
Graduate School,Divorced,F,40.0,4.0,Rural,3.3323456863879604,63113.23344777626,Tokyo,-0.05670768473810306,No
High School,Single,F,46.0,5.0,Urban,7.257201444055638,45060.2978005918,Kyoto,0.45658743114857464,Yes
College,Married,M,46.0,5.0,Suburban,4.610299890711462,44474.52822672285,Tokyo,0.1531762599572869,No
College,Single,M,61.0,6.0,Suburban,4.993045058184427,39542.857418240696,Osaka,-0.1811059454778679,Yes
High School,,F,33.0,6.0,Urban,,46309.50058954648,Kyoto,0.29448928492755055,Yes
Graduate School,Divorced,F,45.0,4.0,Urban,5.730435385418399,46969.17350281041,Osaka,0.2792084018554716,Yes
College,Married,F,49.0,5.0,Urban,1.9107858306879515,50215.1370080435,Kyoto,0.5458344590819197,Yes
Graduate School,Divorced,F,49.0,4.0,Suburban,4.784734030445048,47835.3188024362,Kyoto,-0.2826981920001648,Yes
Graduate School,Divorced,M,53.0,6.0,Rural,8.458099205295659,72755.00872543981,Kyoto,-0.34113789295302627,No
High School,Married,M,51.0,3.0,Urban,4.90077637876695,57580.1581741784,Kyoto,0.06804498639783818,No
Graduate School,Single,F,52.0,7.0,Suburban,6.018265651312467,62313.01820533323,Osaka,0.4156036006294932,Yes
Graduate School,Divorced,F,50.0,3.0,Rural,4.535724474523175,46610.01882795469,Tokyo,0.4764999857504356,Yes
High School,Divorced,F,41.0,3.0,Suburban,6.46417707950733,48308.10990019452,Tokyo,0.533119347618296,Yes
College,,F,56.0,2.0,Rural,4.402505173476903,60401.91995553096,Tokyo,0.2617016923503492,No
High School,Married,F,50.0,5.0,Urban,4.468837322049719,58555.11676094208,Tokyo,-0.2787190501189506,No
College,Divorced,F,45.0,7.0,Suburban,5.813295947216275,44170.61825992045,Osaka,0.3563874201892856,Yes
Graduate School,Divorced,M,61.0,6.0,Urban,4.497853317121826,31452.150787824477,Tokyo,-0.19015016750719016,Yes
Graduate School,Single,M,62.0,6.0,Suburban,6.634415217386236,53113.41431382161,Kyoto,-0.36842776112118036,No
High School,Single,M,44.0,1.0,Suburban,4.748420997805637,73382.12699960165,Osaka,-0.39952080829566083,No
High School,,M,49.0,3.0,Urban,5.869611263892719,53768.02104017467,Kyoto,0.50507332744715,Yes
College,Single,M,49.0,5.0,Suburban,5.17884158471229,59612.240092033986,Tokyo,0.8120057221642268,Yes
College,Divorced,F,31.0,6.0,Urban,5.922547975005642,48657.32445145812,Kyoto,0.5147140564926884,Yes
College,Divorced,M,49.0,6.0,Suburban,5.351072799019265,35966.68388063714,Kyoto,0.11274786907483675,Yes
Graduate School,Married,M,58.0,6.0,Rural,,59657.84183386076,Osaka,-0.8197070807344163,No
College,Married,F,47.0,4.0,Rural,5.698585475285895,49947.63044478856,Kyoto,0.4853020460141795,No
Graduate School,Single,M,48.0,5.0,Rural,6.728441189162998,71199.03379787148,Osaka,0.188360170483802,
High School,Married,F,45.0,5.0,Rural,3.2592798481337684,50883.527700397906,,-0.7835784509238407,No
High School,Single,F,47.0,4.0,Urban,6.174414129094569,50995.53623095366,Kyoto,-0.47213623194582865,Yes
Graduate School,Divorced,M,52.0,,Urban,7.222705859180339,34149.32009943231,Osaka,0.06401594745858476,Yes
College,Single,F,49.0,5.0,Rural,7.500216508571902,65278.05586047079,Kyoto,-0.07934993373872551,No
Graduate School,Married,F,45.0,5.0,Rural,7.323076833257484,53492.971524285975,Tokyo,-0.60456209733222,No
Graduate School,Divorced,M,44.0,5.0,Urban,4.650525314707623,41247.53356663915,Osaka,0.12974773681472462,Yes
College,Divorced,F,51.0,6.0,Urban,3.986809918120337,50842.277984710534,Tokyo,0.426399094871565,Yes
College,Single,F,48.0,9.0,Urban,5.191001671088711,41412.892024156106,Kyoto,-0.34371501537570154,Yes
Graduate School,Divorced,M,45.0,2.0,Urban,5.432054475549331,61563.40579356197,Osaka,-0.09774299477755158,Yes
Graduate School,Married,F,30.0,3.0,Rural,5.768648198687321,45447.53058462873,Kyoto,-0.6572735132024646,No
College,Divorced,M,53.0,6.0,Suburban,4.775942799501946,40936.017133345274,Tokyo,0.08508585071870368,Yes
Graduate School,Married,M,63.0,5.0,Rural,5.23339620741029,59820.279734671305,,-0.054507417340780795,No
College,,F,44.0,4.0,Rural,5.14844413187533,63398.18908308173,Kyoto,-0.34708322521808627,No
Graduate School,Married,M,55.0,4.0,Suburban,5.57862303915655,48391.693983001795,Tokyo,0.08176783773068512,No
College,Married,M,46.0,5.0,Rural,5.069812148105773,55866.806037672344,Tokyo,0.3343137625154036,No
Graduate School,Divorced,F,,5.0,Suburban,5.929248511517755,26147.948633853226,Osaka,0.33888582166081227,Yes
Graduate School,Divorced,F,60.0,5.0,Urban,6.821528763354053,35372.51668208666,Kyoto,0.02608212149318699,Yes
Graduate School,,M,61.0,2.0,Urban,7.39960497564885,29496.559064565965,Osaka,0.49517243127329996,Yes
Graduate School,Divorced,M,53.0,2.0,Urban,5.974032115291003,37344.817280005525,Osaka,0.8041931875640587,Yes
High School,Single,F,55.0,4.0,Suburban,5.363807263737495,62937.97078308744,Osaka,-0.4250986361285841,No
High School,Single,F,29.0,4.0,Suburban,7.678699573588724,69264.08470562419,Tokyo,-0.38949765901918276,No
Graduate School,Married,F,46.0,4.0,Suburban,3.638951517386878,45845.81660736235,Osaka,-0.7788088556891697,No
College,Married,M,58.0,4.0,Rural,4.24435487235187,64158.17738966479,Osaka,-0.05357327903780215,No
College,Divorced,F,60.0,6.0,Urban,5.4901599573247,46766.827806820234,Tokyo,0.6994486462439329,Yes
Graduate School,Married,F,48.0,5.0,Rural,6.16728134683963,53860.75439789826,Tokyo,0.5121077891906491,No
Graduate School,Married,M,61.0,5.0,Rural,4.99317005583158,60364.03739380791,Tokyo,0.300075105547957,No
Graduate School,Single,F,48.0,4.0,Rural,4.570780121764962,42609.250134570735,Kyoto,-0.043671525174187376,No
College,Single,,50.0,3.0,Suburban,6.350367968185087,53784.46492737796,Osaka,-0.333847444616854,No
High School,Single,M,45.0,6.0,Suburban,6.128778436596377,59098.18821644619,Tokyo,0.5716412859128293,Yes
College,Married,M,52.0,,Suburban,6.419713286615911,34978.57106369313,Tokyo,-0.07774257241976126,Yes
College,Single,M,59.0,5.0,Rural,4.21127820660714,65895.47822091493,Tokyo,-0.15293366168174216,No
High School,Married,M,61.0,3.0,Urban,5.060678544494018,30999.428248344706,Osaka,0.6139476176256464,Yes
High School,Single,M,43.0,8.0,Rural,6.976352876679587,53919.932504357224,Osaka,0.14398614747179733,No
High School,Divorced,F,53.0,7.0,Urban,5.656802123086069,44662.54219725613,Tokyo,-0.16145693648447673,Yes
High School,Single,M,43.0,4.0,Suburban,8.425860857046176,61259.952226064655,Kyoto,0.8020215428983459,Yes
Graduate School,Divorced,M,52.0,4.0,Suburban,5.314927339149093,56647.99086920152,Osaka,0.14631912220818852,No
College,Single,M,,5.0,Suburban,6.865508930552362,60987.95395106439,Osaka,-0.12909460625884545,No
High School,Single,M,58.0,6.0,Suburban,6.4773944118528455,39100.46241127575,Kyoto,0.7308735251485838,Yes
Graduate School,Married,M,44.0,4.0,Rural,5.98507583669104,70989.11279867907,Osaka,0.06960125027978371,No
High School,Married,M,41.0,5.0,Suburban,4.273793799483423,61423.434510044535,Kyoto,0.3737332720992363,No
High School,Married,M,57.0,7.0,Rural,5.18956778658175,78219.08787301148,Osaka,0.15775740901207594,No
Graduate School,Single,F,46.0,5.0,Suburban,6.049957641718853,73863.79778355372,,0.4904341114283234,No
Graduate School,Married,F,51.0,1.0,Urban,5.574096588772283,42380.39822563187,Osaka,-0.09839785381599542,No
College,Single,M,46.0,4.0,Urban,5.2678370972064075,50615.1509508324,Kyoto,0.8467264458627275,
High School,Divorced,F,54.0,7.0,,5.103979198569987,40093.36624387173,Tokyo,0.1474261544158793,Yes
High School,Married,F,36.0,5.0,Rural,6.084285576154823,56554.10605047888,Osaka,-0.3247181018479729,No
High School,Single,M,54.0,4.0,Suburban,7.368032975411774,37471.223206674156,Osaka,0.6097364773398508,
High School,Married,M,39.0,4.0,Rural,6.410010879785521,61756.06283892222,Tokyo,-0.1311104333562753,No
College,Divorced,M,52.0,4.0,Urban,6.21901334593578,47049.477601588675,Tokyo,0.5047714141082891,Yes
High School,,F,52.0,4.0,Suburban,5.822603364510321,49899.44653448919,Osaka,0.9737428820127566,Yes
High School,Married,M,52.0,2.0,Rural,8.27792549397055,40680.8988720245,Kyoto,0.0757860738460565,No
,Single,M,49.0,4.0,Suburban,6.072674991527264,52515.441036335564,Kyoto,0.7467115952259903,Yes
College,Divorced,M,57.0,6.0,Urban,7.560544796168835,38263.054728780844,Osaka,0.29959143945989775,Yes
High School,Divorced,,49.0,5.0,Urban,7.313757968829766,47814.06360950155,Tokyo,0.8206395571506901,Yes
,Divorced,F,47.0,3.0,Urban,5.574023381963832,58545.17478636952,Kyoto,0.4528579450005669,Yes
High School,Divorced,F,52.0,6.0,Suburban,5.96997969004102,57750.68822252189,Osaka,-0.04406039728801395,No
Graduate School,Single,F,57.0,6.0,Urban,3.665800260169321,37019.06008949171,Tokyo,0.7179160009260085,Yes
